S.No.,State Code,State Name,District Code,District Name,Sub-district Code,Sub-district Version,Sub-district Name,Census 2001 code,Census 2011 code
1585,27,MAHARASHTRA,475,GADCHIROLI,4052,1,Desaiganj (Vadasa),1,04052
1586,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,6569,1,Desali Circle,,00000
1587,24,GUJARAT,461,VADODARA,6035,1,DESAR,,00000
1588,19,WEST BENGAL,317,MEDINIPUR EAST,2489,1,Deshopran,48,02489
1589,10,BIHAR,224,VAISHALI,1281,1,Desri,14,01281
1590,8,RAJASTHAN,111,PALI,603,3,Desuri,7,00603
1591,24,GUJARAT,438,AHMADABAD,3778,1,Detroj-Rampura,2,03778
1592,29,KARNATAKA,546,RAICHUR,5460,1,Devadurga,2,05460
1593,33,TAMIL NADU,585,SIVAGANGA,5831,1,Devakottai,3,05831
1594,5,UTTARAKHAND,53,PITHORAGARH,6424,6,Devalthal,,00000
1595,29,KARNATAKA,526,BENGALURU RURAL,5603,1,Devanahalli,3,05603
1596,28,ANDHRA PRADESH,511,KURNOOL,5276,1,Devanakonda,27,05276
1597,29,KARNATAKA,530,VIJAYAPURA,7071,4,DEVARA HIPPARAGI,,00000
1598,36,TELANGANA,512,MAHABUBNAGAR,4573,2,Devarakadra,25,04573
1599,36,TELANGANA,514,NALGONDA,4653,2,Devarakonda,41,04653
1600,28,ANDHRA PRADESH,523,WEST GODAVARI,4957,1,Devarapalle,14,04957
1601,28,ANDHRA PRADESH,520,VISAKHAPATANAM,4859,1,Devarapalle,19,04859
1602,36,TELANGANA,689,JANGOAN,4701,2,Devaruppula,30,04701
1603,23,MADHYA PRADESH,420,PANNA,3437,1,Devendranagar,0,03437
1604,27,MAHARASHTRA,495,SINDHUDURG,4275,1,Devgad,1,04275
1605,24,GUJARAT,445,DOHAD,3895,1,Devgadbaria,6,03895
1606,32,KERALA,556,IDUKKI,5664,1,Devikulam,1,05664
1607,28,ANDHRA PRADESH,505,EAST GODAVARI,4885,1,Devipatnam,2,04885
1608,20,JHARKHAND,324,DEOGHAR,2549,1,Devipur,4,02549
1609,5,UTTARAKHAND,55,TEHRI GARHWAL,294,5,Devprayag,2,00294
1610,1,JAMMU AND KASHMIR,622,KULGAM,60,13,Devsar,4,00060
1611,5,UTTARAKHAND,47,CHAMOLI,6347,4,Dewal,,00000
1612,23,MADHYA PRADESH,402,DEWAS,3526,4,Dewas,3,03526
1613,23,MADHYA PRADESH,402,DEWAS,7031,1,Dewas Nagar,,00000
1614,10,BIHAR,213,PURBI CHAMPARAN,1039,1,Dhaka,9,01039
1615,18,ASSAM,295,LAKHIMPUR,2053,1,Dhakuakhana (Pt-I),91,02053
1616,20,JHARKHAND,327,EAST SINGHBUM,2611,1,Dhalbhumgarh,7,02611
1617,2,HIMACHAL PRADESH,22,MANDI,7175,2,Dhalwan,,00000
1618,21,ODISHA,371,SAMBALPUR,2795,1,Dhama,10,02795
1619,21,ODISHA,348,BHADRAK,2913,1,Dhamanagar,5,02913
1620,27,MAHARASHTRA,468,AMRAVATI,4014,1,Dhamangaon Railway,14,04014
1621,21,ODISHA,348,BHADRAK,2921,1,Dhamara Marine,9,02921
1622,10,BIHAR,214,PURNIA,1132,1,Dhamdaha,5,01132
1623,22,CHHATTISGARH,378,DURG,3316,1,Dhamdha,5,03316
1624,2,HIMACHAL PRADESH,23,SHIMLA,6964,22,Dhami,,00000
1625,9,UTTAR PRADESH,132,BIJNOR,715,1,Dhampur,3,00715
1626,22,CHHATTISGARH,377,DHAMTARI,3346,1,Dhamtari,2,03346
1627,8,RAJASTHAN,90,BARMER,6912,3,Dhanaau,,00000
1628,10,BIHAR,212,PATNA,1409,1,Dhanarua,12,01409
1629,5,UTTARAKHAND,55,TEHRI GARHWAL,298,3,Dhanaulti,0,00298
1630,9,UTTAR PRADESH,154,AMROHA,729,6,Dhanaura,1,00729
1631,20,JHARKHAND,325,DHANBAD,2584,1,Dhanbad-Cum-Kenduadih-Cum-Jagata,5,02584
1632,24,GUJARAT,438,AHMADABAD,3787,2,Dhandhuka,11,03787
1633,6,HARYANA,66,KAITHAL,6448,1,Dhand ST,,00000
1634,24,GUJARAT,441,BANAS KANTHA,3734,1,Dhanera,3,03734
1635,19,WEST BENGAL,312,HOOGHLY,2343,1,Dhaniakhali,6,02343
1636,27,MAHARASHTRA,475,GADCHIROLI,4056,1,Dhanora,5,04056
1637,23,MADHYA PRADESH,428,SEONI,3662,1,Dhanora,0,03662
1638,24,GUJARAT,445,DOHAD,3896,1,Dhanpur,7,03896
1639,13,NAGALAND,244,DIMAPUR,1798,1,Dhansiripar,6,01798
1640,24,GUJARAT,672,ARVALLI,3770,2,Dhansura,11,03770
1641,21,ODISHA,371,SAMBALPUR,2789,1,Dhanupali,14,02789
1642,36,TELANGANA,721,Narayanpet,4572,3,Dhanwada,24,04572
1643,20,JHARKHAND,329,GIRIDIH,2535,1,Dhanwar,4,02535
1644,23,MADHYA PRADESH,403,DHAR,3534,5,Dhar,3,03534
1645,21,ODISHA,354,GANJAM,3079,1,DHARAKOTE,7,03079
1646,21,ODISHA,358,KALAHANDI,3168,1,Dharamgarh,2,03168
1647,3,PUNJAB,38,MOGA,5996,1,DHARAMKOT,,00000
1648,24,GUJARAT,462,VALSAD,3928,1,Dharampur,2,03928
1649,23,MADHYA PRADESH,403,DHAR,3539,1,Dharampuri,7,03539
1650,27,MAHARASHTRA,478,JALGAON,3968,1,Dharangaon,9,03968
1651,33,TAMIL NADU,634,TIRUPPUR,5902,1,Dharapuram,7,05902
1652,30,GOA,552,SOUTH GOA,5931,1,Dharbandora,,00000
1653,5,UTTARAKHAND,53,PITHORAGARH,316,3,Dharchula,2,00316
1654,10,BIHAR,207,MUNGER,1359,1,Dharhara,4,01359
1655,5,UTTARAKHAND,51,NAINITAL,341,4,Dhari,3,00341
1656,24,GUJARAT,439,AMRELI,3845,1,Dhari,7,03845
1657,8,RAJASTHAN,629,PRATAPGARH,696,1,Dhariawad,7,00696
1658,3,PUNJAB,662,PATHANKOT,200,2,Dhar Kalan,1,00200
1659,27,MAHARASHTRA,485,NANDED,4104,1,Dharmabad,10,04104
1660,16,TRIPURA,270,North Tripura,6691,1,Dharmanagar,,00000
1661,33,TAMIL NADU,571,DHARMAPURI,5888,2,Dharmapuri,9,05888
1662,36,TELANGANA,681,Jagitial,4397,3,Dharmapuri,5,04397
1663,36,TELANGANA,682,PEDDAPALLI,4411,2,Dharmaram,18,04411
1664,36,TELANGANA,686,HANUMAKONDA,4677,4,Dharmasagar,6,04677
1665,21,ODISHA,356,JAJAPUR,2979,1,Dharmasala,10,02979
1666,28,ANDHRA PRADESH,502,ANANTAPUR,5336,1,Dharmavaram,33,05336
1667,2,HIMACHAL PRADESH,22,MANDI,127,16,Dharmpur,5,00127
1668,2,HIMACHAL PRADESH,18,KANGRA,99,16,Dharmsala,7,00099
1669,27,MAHARASHTRA,468,AMRAVATI,4001,1,Dharni,1,04001
1670,36,TELANGANA,695,JOGULAMBA GADWAL,4591,4,Dharoor,43,04591
1671,36,TELANGANA,516,NIZAMABAD,4378,3,Dharpally,22,04378
1672,21,ODISHA,373,SUNDARGARH,2807,1,Dharuadihi,3,02807
1673,6,HARYANA,72,REWARI,6463,1,Dharuhera ST,,00000
1674,36,TELANGANA,698,VIKARABAD,4531,2,Dharur,20,04531
1675,27,MAHARASHTRA,470,BEED,4223,1,Dharur,9,04223
1676,29,KARNATAKA,536,DHARWAD,5473,3,Dharwad,1,05473
1677,2,HIMACHAL PRADESH,16,CHAMBA,6944,10,Dharwala,,00000
1678,2,HIMACHAL PRADESH,17,HAMIRPUR,145,5,Dhatwal,5,00145
1679,6,HARYANA,60,FARIDABAD,6414,1,Dhauj ST,,00000
1680,9,UTTAR PRADESH,661,HAPUR,6032,6,DHAULANA,,00000
1681,5,UTTARAKHAND,45,ALMORA,6338,8,Dhaulchhina,,00000
1682,8,RAJASTHAN,98,DHOLPUR,518,5,Dhaulpur,4,00518
1683,5,UTTARAKHAND,57,UTTAR KASHI,6365,3,Dhauntari,,00000
1684,9,UTTAR PRADESH,159,KHERI,802,7,Dhaurahara,5,00802
1685,18,ASSAM,301,SONITPUR,2041,3,Dhekiajuli (Pt),1,02041
1686,18,ASSAM,284,DHEMAJI,2055,1,Dhemaji,1,02055
1687,21,ODISHA,352,DHENKANAL,2999,1,Dhenkanal Sadar,9,02999
1688,23,MADHYA PRADESH,413,KATNI,3626,3,Dhimarkheda,0,03626
1689,18,ASSAM,297,NAGAON,2034,1,Dhing,4,02034
1690,2,HIMACHAL PRADESH,18,KANGRA,109,14,Dhira,15,00109
1691,28,ANDHRA PRADESH,502,ANANTAPUR,5304,1,D.Hirehal,1,05304
1692,8,RAJASTHAN,114,SIKAR,6387,2,DHOD,,00000
1693,24,GUJARAT,438,AHMADABAD,6167,1,Dholera,,00000
1694,10,BIHAR,208,MUZAFFARPUR,1211,1,Dholi (Moraul),13,01211
1695,24,GUJARAT,438,AHMADABAD,3783,1,Dholka,7,03783
1696,28,ANDHRA PRADESH,511,KURNOOL,5289,1,Dhone,40,05289
1697,5,UTTARAKHAND,52,PAURI GARHWAL,309,3,Dhoomakot,4,00309
1698,24,GUJARAT,457,RAJKOT,3810,1,Dhoraji,13,03810
1699,8,RAJASTHAN,90,BARMER,6050,1,DHORIMANNA,,00000
1700,1,JAMMU AND KASHMIR,622,KULGAM,61,4,D H Pora,4,00061
1701,24,GUJARAT,460,SURENDRANAGAR,3789,1,Dhrangadhra,2,03789
1702,24,GUJARAT,447,JAMNAGAR,3816,1,Dhrol,5,03816
1703,18,ASSAM,285,DHUBRI,6014,13,Dhubri,,02008
1704,27,MAHARASHTRA,474,DHULE,3959,1,Dhule,4,03959
1705,19,WEST BENGAL,314,JALPAIGURI,2176,2,Dhupguri,11,02176
1706,10,BIHAR,190,BANKA,1348,1,Dhuraiya,4,01348
1707,3,PUNJAB,43,SANGRUR,270,6,Dhuri,3,00270
1708,20,JHARKHAND,328,GARHWA,2504,1,Dhurki,7,02504
1709,21,ODISHA,348,BHADRAK,2918,1,Dhusuri,6,02918
1710,5,UTTARAKHAND,45,ALMORA,6342,3,Dhyari,,00000
1711,19,WEST BENGAL,304,24 PARAGANAS SOUTH,2426,1,Diamond Harbour - I,15,02426
1712,19,WEST BENGAL,304,24 PARAGANAS SOUTH,2427,1,Diamond Harbour - II,16,02427
1713,18,ASSAM,286,DIBRUGARH,2064,1,Dibrugarh East,2,02064
1714,18,ASSAM,286,DIBRUGARH,2063,1,Dibrugarh West,1,02063
1715,36,TELANGANA,516,NIZAMABAD,4377,3,Dichpally,21,04377
1716,5,UTTARAKHAND,53,PITHORAGARH,317,9,Didihat,3,00317
1717,8,RAJASTHAN,110,NAGAUR,558,1,Didwana,2,00558
1718,21,ODISHA,354,GANJAM,3096,1,DIGAPAHANDI,16,03096
1719,10,BIHAR,203,KISHANGANJ,1122,1,Dighalbank,2,01122
1720,10,BIHAR,218,SARAN,1266,2,Dighwara,19,01266
1721,35,ANDAMAN AND NICOBAR ISLANDS,632,NORTH AND MIDDLE ANDAMAN,5919,1,Diglipur,0,05919
1722,8,RAJASTHAN,109,KOTA,666,1,Digod,2,00666
1723,27,MAHARASHTRA,500,YAVATMAL,4084,1,Digras,6,04084
1724,36,TELANGANA,680,Nirmal,4343,4,Dilawarpur,39,04343
1725,13,NAGALAND,244,DIMAPUR,1796,1,Dimapur Sadar,4,01796
1726,18,ASSAM,300,SIVASAGAR,2070,1,Dimow,1,02070
1727,3,PUNJAB,32,GURDASPUR,6860,3,Dinanagar,,00000
1728,10,BIHAR,212,PATNA,1399,1,Dinapur-Cum-Khagaul,2,01399
1729,10,BIHAR,215,ROHTAS,1458,1,Dinara,2,01458
1730,33,TAMIL NADU,572,DINDIGUL,5980,1,DindigulEast,,00000
1731,33,TAMIL NADU,572,DINDIGUL,5979,1,DindigulWest,,00000
1732,27,MAHARASHTRA,487,NASHIK,4149,1,Dindori,8,04149
1733,23,MADHYA PRADESH,404,DINDORI,3640,2,Dindori,0,03640
1734,1,JAMMU AND KASHMIR,7,KATHUA,6726,1,Dinga Amb,,00000
1735,19,WEST BENGAL,308,COOCHBEHAR,2187,1,Dinhata - I,9,02187
1736,19,WEST BENGAL,308,COOCHBEHAR,2188,1,Dinhata - II,10,02188
1737,18,ASSAM,292,KARBI ANGLONG,2089,1,Diphu,2,02089
1738,12,ARUNACHAL PRADESH,242,WEST KAMENG,1566,8,Dirang ADC,1,01566
1739,3,PUNJAB,43,SANGRUR,6852,1,DIRBA,,00000
1740,18,ASSAM,618,KAMRUP METRO,2129,1,Dispur,12,02129
1741,12,ARUNACHAL PRADESH,723,PAKKE KESSANG,6099,3,Dissing Passo Circle,,00000
1742,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,464,DIU,3947,1,Diu,1,03947
1743,12,ARUNACHAL PRADESH,229,CHANGLANG,1682,7,Diyun EAC,10,01682
1744,10,BIHAR,196,GAYA,1504,1,Dobhi,18,01504
1745,18,ASSAM,709,HOJAI,2039,2,Doboka,8,02039
1746,1,JAMMU AND KASHMIR,4,DODA,62,9,Doda,3,00062
1747,27,MAHARASHTRA,495,SINDHUDURG,4282,1,Dodamarg,8,04282
1748,29,KARNATAKA,526,BENGALURU RURAL,5602,2,Dodda Ballapur,2,05602
1749,2,HIMACHAL PRADESH,23,SHIMLA,193,1,Dodra Kwar,17,00193
1750,24,GUJARAT,445,DOHAD,3893,1,Dohad,4,03893
1751,12,ARUNACHAL PRADESH,237,PAPUM PARE,1598,7,Doimukh SDO,4,01598
1752,5,UTTARAKHAND,49,DEHRADUN,6335,8,Doiwala,,00000
1753,23,MADHYA PRADESH,409,HOSHANGABAD,3615,1,Dolariya,0,03615
1754,12,ARUNACHAL PRADESH,718,KAMLE,1701,5,Dollungmukh Circle,16,01701
1755,24,GUJARAT,641,TAPI,6200,1,Dolvan,,00000
1756,36,TELANGANA,698,VIKARABAD,4537,2,Doma,26,04537
1757,36,TELANGANA,685,KAMAREDDY,4392,3,Domakonda,36,04392
1758,9,UTTAR PRADESH,182,SIDDHARTH NAGAR,936,1,Domariyaganj,5,00936
1759,20,JHARKHAND,334,KODERMA,2528,1,Domchanch,0,02528
1760,19,WEST BENGAL,313,HOWRAH,2402,1,Domjur,5,02402
1761,19,WEST BENGAL,319,MURSHIDABAD,2235,1,Domkal,13,02235
1762,28,ANDHRA PRADESH,517,PRAKASAM,5102,1,Donakonda,6,05102
1763,22,CHHATTISGARH,646,BALOD,3322,2,Dondi,0,03322
1764,22,CHHATTISGARH,646,BALOD,3320,2,Dondi Luhara,9,03320
1765,22,CHHATTISGARH,388,RAJNANDGAON,3307,1,Dongargaon,5,03307
1766,22,CHHATTISGARH,388,RAJNANDGAON,3304,1,Dongargarh,3,03304
1767,18,ASSAM,710,WEST KARBI ANGLONG,2088,2,Donka,1,02088
1768,18,ASSAM,302,TINSUKIA,2060,1,Doom Dooma,2,02060
1769,1,JAMMU AND KASHMIR,1,ANANTNAG,58,11,Dooru,5,00058
1770,21,ODISHA,370,RAYAGADA,3180,1,Doraguda,10,03180
1771,28,ANDHRA PRADESH,515,SPSR NELLORE,5196,1,Doravarisatram,44,05196
1772,36,TELANGANA,688,MAHABUBABAD,4722,2,Dornakal,51,04722
1773,28,ANDHRA PRADESH,517,PRAKASAM,5100,1,Dornala,4,05100
1774,28,ANDHRA PRADESH,511,KURNOOL,5299,1,Dornipadu,50,05299
1775,18,ASSAM,294,KOKRAJHAR,2003,1,Dotoma,3,02003
1776,36,TELANGANA,698,VIKARABAD,4552,2,Doulathabad,4,04552
1777,36,TELANGANA,692,SIDDIPET,4465,3,Doultabad,15,04465
1778,8,RAJASTHAN,99,DUNGARPUR,7137,1,Dowda,,00000
1779,1,JAMMU AND KASHMIR,620,KISHTWAR,6769,2,Drabshalla,,00000
1780,37,LADAKH,6,KARGIL,6191,1,DRASS,,00000
1781,1,JAMMU AND KASHMIR,8,KUPWARA,6786,1,Drugmulla,,00000
1782,36,TELANGANA,692,SIDDIPET,4458,2,Dubbak,9,04458
1783,19,WEST BENGAL,307,BIRBHUM,2266,1,Dubrajpur,18,02266
1784,3,PUNJAB,41,PATIALA,6849,1,DUDHAN SADHAN,,00000
1785,9,UTTAR PRADESH,184,SONBHADRA,1006,1,Dudhi,3,01006
1786,18,ASSAM,287,GOALPARA,2016,1,Dudhnai,4,02016
1787,8,RAJASTHAN,102,JAIPUR,6027,1,DUDU,,00000
1788,12,ARUNACHAL PRADESH,238,TAWANG,6550,3,Dudunghar Circle,,00000
1789,8,RAJASTHAN,105,JHALAWAR,6926,2,Dug,,00000
1790,28,ANDHRA PRADESH,506,GUNTUR,5076,1,Duggirala,37,05076
1791,36,TELANGANA,522,WARANGAL,4693,1,Duggondi,22,04693
1792,5,UTTARAKHAND,46,BAGESHWAR,6331,2,Dugnakuri,,00000
1793,2,HIMACHAL PRADESH,26,UNA,6891,4,Dulahar,,00000
1794,22,CHHATTISGARH,380,JASHPUR,3260,1,Duldula,0,03260
1795,10,BIHAR,212,PATNA,1406,1,Dulhin Bazar,9,01406
1796,20,JHARKHAND,607,RAMGARH,2663,1,Dulmi,0,02663
1797,10,BIHAR,196,GAYA,1502,1,Dumaria,16,01502
1798,20,JHARKHAND,327,EAST SINGHBUM,2610,1,Dumaria,6,02610
1799,28,ANDHRA PRADESH,520,VISAKHAPATANAM,4843,1,Dumbriguda,3,04843
1800,20,JHARKHAND,326,DUMKA,2673,1,Dumka,8,02673
1801,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,4729,2,Dummugudem,7,04729
1802,12,ARUNACHAL PRADESH,241,UPPER SUBANSIRI,1617,4,Dumporijo ADC,10,01617
1803,10,BIHAR,221,SITAMARHI,1074,1,Dumra,12,01074
1804,10,BIHAR,194,BUXAR,1440,1,Dumraon,6,01440
1805,20,JHARKHAND,331,GUMLA,2714,1,Dumri,11,02714
1806,20,JHARKHAND,329,GIRIDIH,2543,1,Dumri,11,02543
1807,10,BIHAR,220,SHEOHAR,1061,1,Dumri Katsari,4,01061
1808,5,UTTARAKHAND,57,UTTAR KASHI,281,5,Dunda,3,00281
1809,8,RAJASTHAN,99,DUNGARPUR,646,8,Dungarpur,1,00646
1810,8,RAJASTHAN,95,CHITTORGARH,661,1,Dungla,7,00661
1811,21,ODISHA,372,SONEPUR,3133,1,Dunguripali,1,03133
1812,8,RAJASTHAN,116,TONK,6910,3,Duni,,00000
1813,37,LADAKH,9,LEH LADAKH,7158,1,Durbuk,,00000
1814,22,CHHATTISGARH,378,DURG,3317,1,Durg,6,03317
1815,10,BIHAR,200,KAIMUR (BHABUA),1450,1,Durgawati,5,01450
1816,28,ANDHRA PRADESH,506,GUNTUR,5042,1,Durgi,3,05042
1817,22,CHHATTISGARH,381,KANKER,3350,1,Durgkondal,0,03350
1818,28,ANDHRA PRADESH,515,SPSR NELLORE,5162,1,Duttalur,10,05162
1819,28,ANDHRA PRADESH,504,Y.S.R.,5203,1,Duvvur,5,05203
1820,5,UTTARAKHAND,45,ALMORA,329,9,Dwarahat,0,00329
1821,28,ANDHRA PRADESH,523,WEST GODAVARI,4955,1,Dwarakatirumala,12,04955
1822,7,DELHI,84,SOUTH WEST,6086,1,Dwarka,,00000
1823,11,SIKKIM,226,NORTH DISTRICT,6402,1,Dzongu,,00000
1824,15,MIZORAM,268,SERCHHIP,1911,3,East Lungdar,0,01911
1825,33,TAMIL NADU,584,SALEM,5738,1,Edappadi,3,05738
1826,28,ANDHRA PRADESH,506,GUNTUR,5071,1,Edlapadu,32,05071
1827,20,JHARKHAND,325,DHANBAD,6201,1,EGARKUND,,00000
1828,33,TAMIL NADU,568,CHENNAI,7164,1,Egmore,,00000
1829,19,WEST BENGAL,317,MEDINIPUR EAST,2491,1,Egra - I,50,02491
1830,19,WEST BENGAL,317,MEDINIPUR EAST,2492,1,Egra - II,51,02492
1831,1,JAMMU AND KASHMIR,13,SRINAGAR,6803,1,Eidgah,,00000
1832,10,BIHAR,209,NALANDA,1391,1,Ekangarsarai,14,01391
1833,10,BIHAR,218,SARAN,1254,1,Ekma,7,01254
1834,36,TELANGANA,682,PEDDAPALLI,4410,3,Eligaid,17,04410
1835,36,TELANGANA,686,HANUMAKONDA,4449,3,Elkathurthy,56,04449
1836,36,TELANGANA,508,KARIMNAGAR,6234,1,Ellandakunta,,00000
1837,6,HARYANA,74,SIRSA,392,4,Ellenabad,4,00392
1838,28,ANDHRA PRADESH,523,WEST GODAVARI,4966,1,Eluru,23,04966
1839,13,NAGALAND,250,WOKHA,1790,1,Englan,0,01790
1840,19,WEST BENGAL,316,MALDAH,2218,1,English Bazar,11,02218
1841,36,TELANGANA,509,KHAMMAM,4753,2,Enkoor,31,04753
1842,33,TAMIL NADU,594,TUTICORIN,6633,1,Eral,,00000
1843,27,MAHARASHTRA,478,JALGAON,3967,1,Erandol,8,03967
1844,20,JHARKHAND,606,KHUNTI,2705,1,Erki(Tamar II),0,02705
1845,32,KERALA,562,MALAPPURAM,5641,2,Ernad,1,05641
1846,33,TAMIL NADU,573,ERODE,5753,3,Erode,5,05753
1847,21,ODISHA,355,JAGATSINGHAPUR,2938,1,Ersama,3,02938
1848,9,UTTAR PRADESH,138,ETAH,1008,1,Etah,4,01008
1849,12,ARUNACHAL PRADESH,230,DIBANG VALLEY,1719,2,Etalin,3,01719
1850,27,MAHARASHTRA,475,GADCHIROLI,4060,1,Etapalli,9,04060
1851,9,UTTAR PRADESH,139,ETAWAH,838,2,Etawah,3,00838
1852,28,ANDHRA PRADESH,519,SRIKAKULAM,4806,1,Etcherla,38,04806
1853,9,UTTAR PRADESH,118,AGRA,765,2,Etmadpur,1,00765
1854,33,TAMIL NADU,594,TUTICORIN,5863,1,Ettayapuram,2,05863
1855,36,TELANGANA,720,Mulugu,4685,5,Eturunagaram,14,04685
1856,9,UTTAR PRADESH,140,AYODHYA,905,2,Faizabad,4,00905
1857,19,WEST BENGAL,664,Alipurduar,2175,2,Falakata,10,02175
1858,10,BIHAR,201,KATIHAR,1142,1,Falka,1,01142
1859,19,WEST BENGAL,304,24 PARAGANAS SOUTH,2425,1,Falta,14,02425
1860,19,WEST BENGAL,319,MURSHIDABAD,2223,1,Farakka,1,02223
1861,22,CHHATTISGARH,643,KONDAGAON,3359,2,Farasgaon,3,03359
1862,6,HARYANA,60,FARIDABAD,425,5,Faridabad,1,00425
1863,3,PUNJAB,29,FARIDKOT,242,2,Faridkot,1,00242
1864,9,UTTAR PRADESH,130,BAREILLY,789,1,Faridpur,6,00789
1865,19,WEST BENGAL,704,PASCHIM BARDHAMAN,2274,2,Faridpur Durgapur,7,02274
1866,36,TELANGANA,518,RANGA REDDY,4559,2,Farooqnagar,11,04559
1867,9,UTTAR PRADESH,141,FARRUKHABAD,832,2,Farrukhabad,3,00832
1868,6,HARYANA,62,GURUGRAM,418,1,Farrukhnagar,2,00418
1869,22,CHHATTISGARH,380,JASHPUR,3261,1,Farsabahar,0,03261
1870,21,ODISHA,367,NAYAGARH,3027,1,Fategarh,4,03027
1871,6,HARYANA,61,FATEHABAD,388,5,Fatehabad,3,00388
1872,9,UTTAR PRADESH,118,AGRA,769,1,Fatehabad,5,00769
1873,8,RAJASTHAN,103,JAISALMER,576,1,Fatehgarh,3,00576
1874,3,PUNJAB,30,FATEHGARH SAHIB,221,1,Fatehgarh Sahib,2,00221
1875,9,UTTAR PRADESH,142,FATEHPUR,878,1,Fatehpur,2,00878
1876,8,RAJASTHAN,114,SIKAR,551,4,Fatehpur,1,00551
1877,20,JHARKHAND,333,JAMTARA,2680,1,Fatehpur,0,02680
1878,10,BIHAR,196,GAYA,1508,1,Fatehpur,22,01508
1879,9,UTTAR PRADESH,129,BARABANKI,896,1,Fatehpur,2,00896
1880,2,HIMACHAL PRADESH,18,KANGRA,95,28,Fatehpur,3,00095
1881,6,HARYANA,66,KAITHAL,369,4,Fatehpur Pundri,2,00369
1882,24,GUJARAT,445,DOHAD,3890,1,Fatepura,1,03890
1883,10,BIHAR,212,PATNA,1411,1,Fatwah,14,01411
1884,3,PUNJAB,651,FAZILKA,237,2,Fazilka,4,00237
1885,6,HARYANA,604,NUH,423,2,Ferozepur Jhirka,6,00423
1886,35,ANDAMAN AND NICOBAR ISLANDS,602,SOUTH ANDAMANS,5922,1,Ferrargunj,0,05922
1887,9,UTTAR PRADESH,143,FIROZABAD,772,1,Firozabad,2,00772
1888,3,PUNJAB,31,FEROZEPUR,235,11,Firozpur,0,00235
1889,10,BIHAR,188,ARARIA,1113,1,Forbesganj,2,01113
1890,1,JAMMU AND KASHMIR,622,KULGAM,6780,4,Frisal,,00000
1891,9,UTTAR PRADESH,119,ALIGARH,753,1,Gabhana,2,00753
1892,29,KARNATAKA,537,GADAG,5470,1,Gadag,3,05470
1893,5,UTTARAKHAND,56,UDAM SINGH NAGAR,350,2,Gadarpur,0,00350
1894,23,MADHYA PRADESH,418,NARSINGHPUR,3635,3,Gadarwara,2,03635
1895,27,MAHARASHTRA,475,GADCHIROLI,4057,1,Gadchiroli,6,04057
1896,24,GUJARAT,676,BOTAD,3852,2,Gadhada,3,03852
1897,27,MAHARASHTRA,480,KOLHAPUR,4293,1,Gadhinglaj,11,04293
1898,36,TELANGANA,501,ADILABAD,6225,1,GADIGUDA,,00000
1899,21,ODISHA,369,PURI,3068,1,Gadisagada,10,03068
1900,28,ANDHRA PRADESH,511,KURNOOL,5281,1,Gadivemula,32,05281
1901,8,RAJASTHAN,90,BARMER,6906,3,Gadraroad,,00000
1902,36,TELANGANA,695,JOGULAMBA GADWAL,4603,2,Gadwal,55,04603
1903,2,HIMACHAL PRADESH,26,UNA,6893,3,Gagret,,00000
1904,10,BIHAR,208,MUZAFFARPUR,1209,1,Gaighat,11,01209
1905,19,WEST BENGAL,303,24 PARAGANAS NORTH,2318,1,Gaighata,3,02318
1906,23,MADHYA PRADESH,421,RAISEN,3591,1,Gairatganj,2,03591
1907,5,UTTARAKHAND,47,CHAMOLI,289,3,Gairsain,0,00289
1908,21,ODISHA,347,BARGARH,2759,1,Gaisilet,5,02759
1909,5,UTTARAKHAND,55,TEHRI GARHWAL,6372,2,Gaja,,00000
1910,28,ANDHRA PRADESH,521,VIZIANAGARAM,4825,1,Gajapathinagaram,19,04825
1911,29,KARNATAKA,537,GADAG,7082,2,GAJENDRAGAD,,00000
1912,28,ANDHRA PRADESH,520,VISAKHAPATANAM,4869,1,Gajuwaka,29,04869
1913,36,TELANGANA,692,SIDDIPET,4483,2,Gajwel,33,04483
1914,28,ANDHRA PRADESH,504,Y.S.R.,5235,1,Galiveedu,37,05235
1915,8,RAJASTHAN,99,DUNGARPUR,6060,1,Galiyakot,,00000
1916,2,HIMACHAL PRADESH,17,HAMIRPUR,142,7,Galore,0,00142
1917,19,WEST BENGAL,306,PURBA BARDHAMAN,2287,1,Galsi - I,20,02287
1918,19,WEST BENGAL,306,PURBA BARDHAMAN,2288,1,Galsi - II,21,02288
1919,24,GUJARAT,450,KHEDA,6025,1,Galteshwar,,00000
1920,17,MEGHALAYA,278,WEST GARO HILLS,1968,1,Gambegre,0,01968
1921,36,TELANGANA,683,RAJANNA SIRCILLA,4433,2,Gambhiraopet,40,04433
1922,8,RAJASTHAN,99,DUNGARPUR,7138,1,Gamdi Ahada,,00000
1923,10,BIHAR,205,MADHEPURA,1158,1,Gamharia,1,01158
1924,28,ANDHRA PRADESH,510,KRISHNA,4996,2,Gampalagudem,7,04996
1925,5,UTTARAKHAND,53,PITHORAGARH,6336,6,Ganai Gangoli,,00000
1926,28,ANDHRA PRADESH,523,WEST GODAVARI,4974,1,Ganapavaram,31,04974
1927,6,HARYANA,75,SONIPAT,379,3,Ganaur,2,00379
