S.No.,State Code,State Name,District Code,District Name,Sub-district Code,Sub-district Version,Sub-district Name,Census 2001 code,Census 2011 code
3133,10,BIHAR,217,SAMASTIPUR,1287,1,Khanpur,4,01287
3134,8,RAJASTHAN,105,JHALAWAR,678,1,Khanpur,1,00678
3135,6,HARYANA,75,SONIPAT,6472,1,Khanpur ST,,00000
3136,1,JAMMU AND KASHMIR,2,Budgam,6,4,Khansahib,1,00006
3137,1,JAMMU AND KASHMIR,13,SRINAGAR,6801,1,Khanyar,,00000
3138,21,ODISHA,345,BALANGIR,3145,1,Khaprakhol,1,03145
3139,10,BIHAR,207,MUNGER,1360,1,Kharagpur,5,01360
3140,19,WEST BENGAL,318,MEDINIPUR WEST,2460,1,Kharagpur - I,20,02460
3141,19,WEST BENGAL,318,MEDINIPUR WEST,2461,1,Kharagpur - II,21,02461
3142,1,JAMMU AND KASHMIR,5,JAMMU,6704,3,Kharah Balli,,00000
3143,3,PUNJAB,608,S.A.S Nagar,266,1,Kharar,3,00266
3144,20,JHARKHAND,328,GARHWA,2495,1,Kharaundhi,1,02495
3145,23,MADHYA PRADESH,434,TIKAMGARH,3422,1,Khargapur,0,03422
3146,23,MADHYA PRADESH,414,KHARGONE,3550,3,Khargone,6,03550
3147,23,MADHYA PRADESH,414,KHARGONE,7029,3,Khargone Nagar,,00000
3148,19,WEST BENGAL,319,MURSHIDABAD,2239,1,Khargram,17,02239
3149,1,JAMMU AND KASHMIR,621,RAMBAN,6759,2,Khari,,00000
3150,21,ODISHA,368,NUAPADA,3156,1,KHARIAR,4,03156
3151,19,WEST BENGAL,309,DARJEELING,2165,1,Kharibari,12,02165
3152,10,BIHAR,192,BHAGALPUR,1331,2,Kharik,3,01331
3153,6,HARYANA,75,SONIPAT,381,3,Kharkhoda,4,00381
3154,17,MEGHALAYA,656,NORTH GARO HILLS,1972,2,Kharkutta,0,01972
3155,12,ARUNACHAL PRADESH,229,CHANGLANG,1681,4,Kharsang Circle,9,01681
3156,20,JHARKHAND,341,SARAIKELA KHARSAWAN,2747,1,Kharsawan,5,02747
3157,22,CHHATTISGARH,386,RAIGARH,3269,1,Kharsia,5,03269
3158,37,LADAKH,9,LEH LADAKH,7159,1,Kharu,,00000
3159,17,MEGHALAYA,274,EAST KHASI HILLS,1992,1,Khatarshnong Laitkroh,0,01992
3160,9,UTTAR PRADESH,172,MUZAFFARNAGAR,710,3,Khatauli,4,00710
3161,27,MAHARASHTRA,494,SATARA,4260,1,Khatav,6,04260
3162,23,MADHYA PRADESH,402,DEWAS,3531,1,Khategaon,6,03531
3163,21,ODISHA,366,NABARANGPUR,3198,1,Khatiguda,8,03198
3164,5,UTTARAKHAND,56,UDAM SINGH NAGAR,352,1,Khatima,0,00352
3165,19,WEST BENGAL,305,BANKURA,2373,1,Khatra,18,02373
3166,1,JAMMU AND KASHMIR,12,RAJOURI,6771,3,Khawas,,00000
3167,15,MIZORAM,262,CHAMPHAI,1909,1,Khawbung,3,01909
3168,15,MIZORAM,728,KHAWZAWL,1907,2,Khawzawl,2,01907
3169,36,TELANGANA,686,HANUMAKONDA,6247,2,Khazipet,,00000
3170,27,MAHARASHTRA,490,PUNE,4190,1,Khed,4,04190
3171,27,MAHARASHTRA,492,RATNAGIRI,4268,1,Khed,0003,04268
3172,24,GUJARAT,450,KHEDA,3874,1,Kheda,6,03874
3173,24,GUJARAT,458,SABAR KANTHA,3760,2,Khedbrahma,1,03760
3174,8,RAJASTHAN,110,NAGAUR,561,1,Kheenvsar,5,00561
3175,19,WEST BENGAL,317,MEDINIPUR EAST,2486,1,Khejuri - I,45,02486
3176,19,WEST BENGAL,317,MEDINIPUR EAST,2487,1,Khejuri - II,46,02487
3177,9,UTTAR PRADESH,124,BAGHPAT,737,2,Khekada,3,00737
3178,20,JHARKHAND,339,RANCHI,2683,1,Khelari,0,02683
3179,12,ARUNACHAL PRADESH,231,EAST KAMENG,6605,1,Khenawa Circle,,00000
3180,8,RAJASTHAN,114,SIKAR,6384,3,KHENDELA,,00000
3181,14,MANIPUR,253,CHANDEL,6496,4,KHENGJOY,,00000
3182,9,UTTAR PRADESH,118,AGRA,768,2,Kheragarh,4,00768
3183,24,GUJARAT,451,MAHESANA,3752,1,Kheralu,2,03752
3184,24,GUJARAT,453,NAVSARI,6195,1,Khergam,,00000
3185,6,HARYANA,63,HISAR,6419,1,Kheri Jalab ST,,00000
3186,8,RAJASTHAN,117,UDAIPUR,695,2,Kherwara,10,00695
3187,8,RAJASTHAN,106,JHUNJHUNU,490,1,Khetri,4,00490
3188,13,NAGALAND,248,PHEK,1811,1,Khezhakeno,9,01811
3189,36,TELANGANA,522,WARANGAL,6246,5,Khila Warangal,,00000
3190,23,MADHYA PRADESH,422,RAJGARH,3564,1,Khilchipur,2,03564
3191,12,ARUNACHAL PRADESH,229,CHANGLANG,1669,9,Khimiyang EAC,1,01669
3192,23,MADHYA PRADESH,408,HARDA,3606,1,Khirkiya,1,03606
3193,10,BIHAR,196,GAYA,1490,1,Khizirsarai,4,01490
3194,17,MEGHALAYA,657,EAST JAINTIA HILLS,1999,2,Khliehriat,4,01999
3195,1,JAMMU AND KASHMIR,3,BARAMULLA,6828,2,Khoie,,00000
3196,18,ASSAM,617,UDALGURI,6428,4,Khoirabari,,00000
3197,13,NAGALAND,614,KIPHIRE,1842,1,Khongsa,0,01842
3198,12,ARUNACHAL PRADESH,239,TIRAP,1686,12,Khonsa HQ,2,01686
3199,21,ODISHA,362,KHORDHA,3036,1,Khordha,3,03036
3200,21,ODISHA,362,KHORDHA,3037,1,Khordha Sadar,2,03037
3201,14,MANIPUR,714,NONEY,6038,3,Khoupum,,00000
3202,1,JAMMU AND KASHMIR,5,JAMMU,6714,1,Khour,,00000
3203,16,TRIPURA,652,Khowai,6684,1,Khowai,4,00000
3204,19,WEST BENGAL,307,BIRBHUM,2267,1,Khoyrasol,19,02267
3205,10,BIHAR,191,BEGUSARAI,1304,1,Khudabandpur,1,01304
3206,23,MADHYA PRADESH,410,INDORE,7015,1,Khudel,,00000
3207,23,MADHYA PRADESH,422,RAJGARH,6993,2,Khujner,,00000
3208,27,MAHARASHTRA,469,AURANGABAD,4138,1,Khuldabad,6,04138
3209,18,ASSAM,288,GOLAGHAT,2083,1,Khumtai,2,02083
3210,2,HIMACHAL PRADESH,18,KANGRA,107,25,Khundian,13,00107
3211,21,ODISHA,365,MAYURBHANJ,2883,1,Khunta,20,02883
3212,20,JHARKHAND,606,KHUNTI,2704,1,Khunti,17,02704
3213,20,JHARKHAND,343,WEST SINGHBHUM,2732,2,Khuntpani,12,02732
3214,21,ODISHA,350,CUTTACK,2953,1,Khuntuni,10,02953
3215,23,MADHYA PRADESH,425,SAGAR,3444,1,Khurai,2,03444
3216,9,UTTAR PRADESH,134,BULANDSHAHR,751,3,Khurja,7,00751
3217,10,BIHAR,212,PATNA,1413,1,Khusrupur,16,01413
3218,13,NAGALAND,248,PHEK,1802,1,Khuza,0,01802
3219,21,ODISHA,344,ANUGUL,3018,1,Kiakata,20,03018
3220,12,ARUNACHAL PRADESH,628,ANJAW,1741,2,Kibithoo Circle,7,01741
3221,5,UTTARAKHAND,56,UDAM SINGH NAGAR,349,2,Kichha,2,00349
3222,13,NAGALAND,248,PHEK,5991,1,KIKRUMA,,00000
3223,33,TAMIL NADU,583,RAMANATHAPURAM,6654,1,KILAKARAI,,00000
3224,33,TAMIL NADU,575,KANNIYAKUMARI,6673,3,Killiyoor,,00000
3225,33,TAMIL NADU,593,TIRUVANNAMALAI,6630,1,Kilpennathur,,00000
3226,31,LAKSHADWEEP,553,LAKSHADWEEP DISTRICT,5623,1,Kiltan,1,05623
3227,33,TAMIL NADU,579,NAGAPATTINAM,5800,1,Kilvelur,5,05800
3228,12,ARUNACHAL PRADESH,237,PAPUM PARE,1605,7,Kimin SDO,9,01605
3229,33,TAMIL NADU,569,COIMBATORE,5956,3,KINATHUKADAVU,,00000
3230,21,ODISHA,373,SUNDARGARH,2810,1,Kinjirkela,6,02810
3231,27,MAHARASHTRA,485,NANDED,4096,1,Kinwat,2,04096
3232,13,NAGALAND,614,KIPHIRE,1837,1,Kiphire Sadar,15,01837
3233,9,UTTAR PRADESH,118,AGRA,767,1,Kiraoli,3,00767
3234,10,BIHAR,195,DARBHANGA,1195,1,Kiratpur,15,01195
3235,28,ANDHRA PRADESH,505,EAST GODAVARI,4899,1,Kirlampudi,15,04899
3236,23,MADHYA PRADESH,392,BALAGHAT,3673,1,Kirnapur,4,03673
3237,5,UTTARAKHAND,55,TEHRI GARHWAL,6361,7,Kirtinagar,,00000
3238,8,RAJASTHAN,89,BARAN,674,1,Kishanganj,5,00674
3239,10,BIHAR,205,MADHEPURA,1167,1,Kishanganj,7,01167
3240,10,BIHAR,203,KISHANGANJ,1127,1,Kishanganj,7,01127
3241,8,RAJASTHAN,86,AJMER,606,12,Kishangarh,1,00606
3242,8,RAJASTHAN,87,ALWAR,497,1,Kishangarh Bas,5,00497
3243,8,RAJASTHAN,102,JAIPUR,6026,4,KISHANGARH RENWAL,,00000
3244,21,ODISHA,350,CUTTACK,2960,1,Kishannagar,4,02960
3245,10,BIHAR,223,SUPAUL,1107,1,Kishanpur,7,01107
3246,9,UTTAR PRADESH,166,MAINPURI,6872,5,Kishni,,00000
3247,21,ODISHA,344,ANUGUL,3016,1,Kishorenagar,18,03016
3248,1,JAMMU AND KASHMIR,620,KISHTWAR,68,8,Kishtwar,4,00068
3249,21,ODISHA,371,SAMBALPUR,2793,1,Kisinda,5,02793
3250,20,JHARKHAND,336,LOHARDAGA,2597,1,Kisko,1,02597
3251,12,ARUNACHAL PRADESH,238,TAWANG,1560,5,Kitpi Circle,0,01560
3252,29,KARNATAKA,527,BELAGAVI,7043,4,KITTUR,,00000
3253,13,NAGALAND,614,KIPHIRE,1838,1,Kiusam,17,01838
3254,28,ANDHRA PRADESH,520,VISAKHAPATANAM,4860,1,K.Kotapadu,20,04860
3255,10,BIHAR,203,KISHANGANJ,1126,1,Kochadhamin,6,01126
3256,10,BIHAR,215,ROHTAS,1457,1,Kochas,1,01457
3257,32,KERALA,555,ERNAKULAM,5660,1,Kochi,4,05660
3258,21,ODISHA,371,SAMBALPUR,2782,1,Kochinda,3,02782
3259,36,TELANGANA,696,SURYAPET,4668,3,Kodad,56,04668
3260,33,TAMIL NADU,572,DINDIGUL,5766,1,Kodaikanal,6,05766
3261,36,TELANGANA,694,NAGARKURNOOL,4600,2,Kodair,52,04600
3262,36,TELANGANA,689,JANGOAN,4702,2,Kodakandla,31,04702
3263,21,ODISHA,354,GANJAM,3082,1,KODALA,10,03082
3264,36,TELANGANA,698,VIKARABAD,4549,2,Kodangal,1,04549
3265,28,ANDHRA PRADESH,515,SPSR NELLORE,5169,1,Kodavalur,17,05169
3266,20,JHARKHAND,334,KODERMA,2527,2,Koderma,2,02527
3267,36,TELANGANA,681,Jagitial,4420,2,Kodimial,27,04420
3268,24,GUJARAT,675,GIR SOMNATH,3837,2,Kodinar,13,03837
3269,21,ODISHA,366,NABARANGPUR,3194,1,Kodinga,10,03194
3270,33,TAMIL NADU,573,ERODE,6637,1,Kodumudi,,00000
3271,28,ANDHRA PRADESH,511,KURNOOL,5269,1,Kodumur,20,05269
3272,32,KERALA,566,THRISSUR,5655,1,Kodungallur,4,05655
3273,28,ANDHRA PRADESH,504,Y.S.R.,5249,1,Kodur,51,05249
3274,28,ANDHRA PRADESH,510,KRISHNA,5039,1,Koduru,50,05039
3275,36,TELANGANA,692,SIDDIPET,4443,2,Koheda,50,04443
3276,13,NAGALAND,245,KOHIMA,1849,1,Kohima Sadar,5,01849
3277,36,TELANGANA,691,SANGAREDDY,4475,2,Kohir,25,04475
3278,21,ODISHA,373,SUNDARGARH,2826,1,Koida,22,02826
3279,9,UTTAR PRADESH,119,ALIGARH,755,1,Koil,4,00755
3280,36,TELANGANA,512,MAHABUBNAGAR,4569,2,Koilkonda,21,04569
3281,28,ANDHRA PRADESH,511,KURNOOL,5296,1,Koilkuntla,47,05296
3282,10,BIHAR,193,BHOJPUR,1424,1,Koilwar,4,01424
3283,21,ODISHA,358,KALAHANDI,3169,1,Kokasara,1,03169
3284,1,JAMMU AND KASHMIR,1,ANANTNAG,57,8,Kokernag,3,00057
3285,18,ASSAM,294,KOKRAJHAR,6403,1,Kokrajhar,,00000
3286,21,ODISHA,357,JHARSUGUDA,2779,1,Kolabira,9,02779
3287,19,WEST BENGAL,317,MEDINIPUR EAST,2471,1,Kolaghat,24,02471
3288,23,MADHYA PRADESH,396,BHOPAL,7034,1,Kolar,,00000
3289,29,KARNATAKA,542,KOLAR,5591,3,Kolar,8,05591
3290,23,MADHYA PRADESH,432,SHIVPURI,3411,1,Kolaras,5,03411
3291,29,KARNATAKA,542,KOLAR,7002,16,KOLAR GOLD FIELD,,00000
3292,8,RAJASTHAN,93,BIKANER,476,3,Kolayat,4,00476
3293,20,JHARKHAND,342,SIMDEGA,2724,1,Kolebira,16,02724
3294,29,KARNATAKA,530,VIJAYAPURA,7072,2,KOLHAR,,00000
3295,21,ODISHA,365,MAYURBHANJ,2874,1,Koliana,11,02874
3296,28,ANDHRA PRADESH,511,KURNOOL,5301,1,Kolimigundla,52,05301
3297,32,KERALA,559,KOLLAM,5688,1,Kollam,5,05688
3298,36,TELANGANA,694,NAGARKURNOOL,4609,3,Kollapur,61,04609
3299,29,KARNATAKA,531,CHAMARAJANAGARA,5579,4,Kollegal,4,05579
3300,33,TAMIL NADU,580,NAMAKKAL,6625,1,KOLLI HILLS,,00000
3301,28,ANDHRA PRADESH,506,GUNTUR,5077,1,Kollipara,38,05077
3302,28,ANDHRA PRADESH,506,GUNTUR,5088,1,Kollur,49,05088
3303,12,ARUNACHAL PRADESH,233,KURUNG KUMEY,6130,2,KOLORIANG HQ,,00000
3304,28,ANDHRA PRADESH,521,VIZIANAGARAM,4807,1,Komarada,1,04807
3305,28,ANDHRA PRADESH,517,PRAKASAM,5134,1,Komarolu,38,05134
3306,12,ARUNACHAL PRADESH,243,WEST SIANG,6586,4,Kombo Circle,,00000
3307,21,ODISHA,368,NUAPADA,3155,1,KOMNA,3,03155
3308,36,TELANGANA,692,SIDDIPET,6284,1,Komuravelli,,00000
3309,28,ANDHRA PRADESH,517,PRAKASAM,5119,1,Konakanamitla,23,05119
3310,36,TELANGANA,683,RAJANNA SIRCILLA,4431,3,Konaraopet,38,04431
3311,21,ODISHA,369,PURI,3061,1,Konark,6,03061
3312,10,BIHAR,196,GAYA,1487,1,Konch,1,01487
3313,9,UTTAR PRADESH,151,JALAUN,855,1,Konch,5,00855
3314,22,CHHATTISGARH,643,KONDAGAON,3357,2,Kondagaon,3,03357
3315,36,TELANGANA,514,NALGONDA,6307,1,Kondamallepally,,00000
3316,36,TELANGANA,692,SIDDIPET,4462,2,Kondapak,13,04462
3317,28,ANDHRA PRADESH,517,PRAKASAM,5137,1,Kondapi,41,05137
3318,36,TELANGANA,691,SANGAREDDY,4491,2,Kondapur,41,04491
3319,28,ANDHRA PRADESH,504,Y.S.R.,5199,1,Kondapuram,1,05199
3320,28,ANDHRA PRADESH,515,SPSR NELLORE,5156,1,Kondapuram,4,05156
3321,32,KERALA,562,MALAPPURAM,5941,1,Kondotty,,00000
3322,36,TELANGANA,518,RANGA REDDY,4558,3,Kondurg,10,04558
3323,36,TELANGANA,509,KHAMMAM,4761,1,Konijerla,39,04761
3324,32,KERALA,564,PATHANAMTHITTA,5943,1,Konni,,00000
3325,22,CHHATTISGARH,642,SUKMA,3373,2,Konta,4,03373
3326,33,TAMIL NADU,590,THIRUVARUR,6627,2,Koothanallur,,00000
3327,27,MAHARASHTRA,466,AHMEDNAGAR,4203,1,Kopargaon,3,04203
3328,29,KARNATAKA,532,CHIKKAMAGALURU,5526,1,Koppa,2,05526
3329,29,KARNATAKA,543,KOPPAL,5467,1,Koppal,4,05467
3330,12,ARUNACHAL PRADESH,719,LOWER SIANG,6574,1,Kora Circle,,00000
3331,21,ODISHA,356,JAJAPUR,2975,1,Korai,4,02975
3332,9,UTTAR PRADESH,120,PRAYAGRAJ,895,1,Koraon,8,00895
3333,21,ODISHA,363,KORAPUT,3207,1,Koraput,8,03207
3334,21,ODISHA,363,KORAPUT,3208,1,Koraput Town,9,03208
3335,29,KARNATAKA,548,TUMAKURU,5536,1,Koratagere,5,05536
3336,22,CHHATTISGARH,383,KORBA,3275,1,Korba,3,03275
3337,27,MAHARASHTRA,475,GADCHIROLI,4055,1,Korchi,4,04055
3338,27,MAHARASHTRA,494,SATARA,4261,1,Koregaon,7,04261
3339,10,BIHAR,201,KATIHAR,1143,1,Korha,2,01143
3340,28,ANDHRA PRADESH,517,PRAKASAM,5122,1,Korisapadu,26,05122
3341,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,1727,2,Koronu Circle,10,01727
3342,27,MAHARASHTRA,473,CHANDRAPUR,4075,1,Korpana,12,04075
3343,28,ANDHRA PRADESH,505,EAST GODAVARI,4905,1,Korukonda,21,04905
3344,36,TELANGANA,681,Jagitial,4416,3,Korutla,23,04416
3345,21,ODISHA,366,NABARANGPUR,3195,1,Kosagumuda,10,03195
3346,36,TELANGANA,721,Narayanpet,4551,2,Kosgi,3,04551
3347,28,ANDHRA PRADESH,511,KURNOOL,5251,1,Kosigi,2,05251
3348,6,HARYANA,72,REWARI,413,5,Kosli,1,00413
3349,5,UTTARAKHAND,51,NAINITAL,338,3,Kosya Kutauli,1,00338
3350,22,CHHATTISGARH,375,BILASPUR,3291,1,Kota,3,03291
3351,28,ANDHRA PRADESH,515,SPSR NELLORE,5191,1,Kota,39,05191
3352,28,ANDHRA PRADESH,519,SRIKAKULAM,4791,1,Kotabommali,23,04791
3353,21,ODISHA,359,KANDHAMAL,3123,1,Kotagarh,12,03123
3354,36,TELANGANA,516,NIZAMABAD,4371,3,Kotagiri,15,04371
3355,33,TAMIL NADU,587,THE NILGIRIS,5757,1,Kotagiri,4,05757
3356,3,PUNJAB,29,FARIDKOT,5984,1,KOTAKPURA,,00000
3357,28,ANDHRA PRADESH,505,EAST GODAVARI,4889,1,Kotananduru,6,04889
3358,36,TELANGANA,684,MANCHERIAL,4351,3,Kotapally,47,04351
3359,23,MADHYA PRADESH,426,SATNA,3467,1,Kotar,0,03467
3360,28,ANDHRA PRADESH,520,VISAKHAPATANAM,4874,1,Kotauratla,34,04874
3361,24,GUJARAT,457,RAJKOT,3805,1,Kotda Sangani,8,03805
3362,5,UTTARAKHAND,52,PAURI GARHWAL,313,1,Kotdwara,0006,00313
3363,36,TELANGANA,698,VIKARABAD,6312,1,Kotepally,,00000
3364,1,JAMMU AND KASHMIR,12,RAJOURI,6851,3,Koteranka,,00000
3365,2,HIMACHAL PRADESH,23,SHIMLA,6956,7,Kotgarh,,00000
3366,28,ANDHRA PRADESH,502,ANANTAPUR,5346,1,Kothacheruvu,43,05346
3367,36,TELANGANA,688,MAHABUBABAD,4710,4,Kothaguda,39,04710
3368,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,4738,5,Kothagudem,16,04738
3369,36,TELANGANA,693,WANAPARTHY,4593,3,Kothakota,45,04593
3370,32,KERALA,555,ERNAKULAM,5663,1,Kothamangalam,7,05663
3371,28,ANDHRA PRADESH,505,EAST GODAVARI,4912,1,Kothapalle,28,04912
3372,28,ANDHRA PRADESH,511,KURNOOL,5263,1,Kothapalle,14,05263
3373,36,TELANGANA,508,KARIMNAGAR,6230,3,Kothapally,,00000
3374,28,ANDHRA PRADESH,517,PRAKASAM,5140,1,Kotha Patnam,44,05140
3375,28,ANDHRA PRADESH,505,EAST GODAVARI,4927,1,Kothapeta,43,04927
3376,28,ANDHRA PRADESH,521,VIZIANAGARAM,4834,1,Kothavalasa,28,04834
3377,23,MADHYA PRADESH,426,SATNA,3461,9,Kothi,1,03461
3378,23,MADHYA PRADESH,435,UJJAIN,7007,2,Kothi Mahal,,00000
3379,36,TELANGANA,518,RANGA REDDY,4560,3,Kothur,12,04560
3380,28,ANDHRA PRADESH,519,SRIKAKULAM,4772,1,Kothuru,4,04772
3381,21,ODISHA,363,KORAPUT,3219,1,Kotiya,13,03219
3382,8,RAJASTHAN,87,ALWAR,495,1,Kotkasim,3,00495
3383,2,HIMACHAL PRADESH,23,SHIMLA,189,1,Kotkhai,13,00189
3384,8,RAJASTHAN,102,JAIPUR,6028,3,KOTKHAWDA,,00000
3385,2,HIMACHAL PRADESH,18,KANGRA,6896,9,Kotla,,00000
3386,2,HIMACHAL PRADESH,22,MANDI,128,7,Kotli,6,00128
3387,23,MADHYA PRADESH,390,ANUPPUR,3693,1,Kotma,5,03693
3388,21,ODISHA,363,KORAPUT,3199,1,Kotpad,1,03199
3389,8,RAJASTHAN,102,JAIPUR,538,6,Kotputli,1,00538
3390,8,RAJASTHAN,117,UDAIPUR,687,1,Kotra,3,00687
3391,8,RAJASTHAN,92,BHILWARA,635,1,Kotri,9,00635
3392,32,KERALA,559,KOLLAM,5687,1,Kottarakkara,4,05687
3393,32,KERALA,560,KOTTAYAM,5670,1,Kottayam,3,05670
3394,29,KARNATAKA,738,VIJAYANAGAR,7108,5,KOTTURU,,00000
3395,19,WEST BENGAL,305,BANKURA,2367,1,Kotulpur,12,02367
3396,10,BIHAR,213,PURBI CHAMPARAN,1049,1,Kotwa,19,01049
3397,7,DELHI,77,CENTRAL,435,2,Kotwali,3,00435
3398,36,TELANGANA,699,KUMURAM BHEEM ASIFABAD,4316,4,Koutala,12,04316
3399,33,TAMIL NADU,594,TUTICORIN,5862,7,Kovilpatti,1,05862
3400,28,ANDHRA PRADESH,515,SPSR NELLORE,5178,1,Kovur,26,05178
3401,28,ANDHRA PRADESH,523,WEST GODAVARI,4958,1,Kovvur,15,04958
3402,36,TELANGANA,513,MEDAK,4480,3,Kowdipally,30,04480
3403,28,ANDHRA PRADESH,511,KURNOOL,5252,1,Kowthalam,3,05252
3404,18,ASSAM,291,KAMRUP,2117,2,Koya,2,02117
3405,32,KERALA,561,KOZHIKODE,5639,2,Koyilandi,2,05639
3406,12,ARUNACHAL PRADESH,719,LOWER SIANG,1648,6,Koyu EAC,5,01648
3407,28,ANDHRA PRADESH,523,WEST GODAVARI,4952,1,Koyyalagudem,9,04952
3408,28,ANDHRA PRADESH,520,VISAKHAPATANAM,4851,1,Koyyuru,11,04851
3409,32,KERALA,564,PATHANAMTHITTA,5682,2,Kozhenchery,4,05682
3410,32,KERALA,561,KOZHIKODE,5640,2,Kozhikode,3,05640
3411,1,JAMMU AND KASHMIR,8,KUPWARA,6783,1,Kralpora,,00000
3412,19,WEST BENGAL,314,JALPAIGURI,7119,1,KRANTI,,00000
3413,1,JAMMU AND KASHMIR,3,BARAMULLA,36,14,Kreeri,6,00036
3414,2,HIMACHAL PRADESH,25,SOLAN,163,3,Krishangarh,4,00163
3415,36,TELANGANA,721,Narayanpet,6264,2,Krishna,,00000
3416,19,WEST BENGAL,320,NADIA,2309,1,Krishnaganj,11,02309
3417,19,WEST BENGAL,320,NADIA,2308,1,Krishnagar - I,10,02308
3418,19,WEST BENGAL,320,NADIA,2306,1,Krishnagar - II,8,02306
3419,28,ANDHRA PRADESH,511,KURNOOL,5277,1,Krishnagiri,28,05277
3420,33,TAMIL NADU,577,KRISHNAGIRI,5891,2,Krishnagiri,2,05891
3421,29,KARNATAKA,545,MYSURU,5571,1,Krishnarajanagara,3,05571
3422,29,KARNATAKA,544,MANDYA,5546,1,Krishnarajpet,1,05546
3423,33,TAMIL NADU,576,KARUR,5770,1,Krishnarayapuram,3,05770
3424,10,BIHAR,214,PURNIA,1133,1,Krityanand Nagar,6,01133
3425,12,ARUNACHAL PRADESH,230,DIBANG VALLEY,1721,2,Kronli (Arzoo circle),0,01721
3426,28,ANDHRA PRADESH,506,GUNTUR,5051,1,Krosuru,12,05051
3427,21,ODISHA,369,PURI,3069,1,Krushna Prasad,11,03069
3428,28,ANDHRA PRADESH,510,KRISHNA,5018,1,Kruthivennu,29,05018
3429,21,ODISHA,356,JAJAPUR,2981,1,Kuakhia,10,02981
3430,22,CHHATTISGARH,376,DANTEWADA,3372,2,Kuakonda,0,03372
3431,36,TELANGANA,680,Nirmal,4338,2,Kubeer,34,04338
3432,13,NAGALAND,246,MOKOKCHUNG,1763,1,Kubolong,6,01763
3433,20,JHARKHAND,341,SARAIKELA KHARSAWAN,2746,1,Kuchai,4,02746
3434,10,BIHAR,197,GOPALGANJ,1219,1,Kuchaikote,5,01219
3435,8,RAJASTHAN,110,NAGAUR,6065,1,KUCHAMAN CITY,,00000
3436,28,ANDHRA PRADESH,502,ANANTAPUR,5323,1,Kudair,20,05323
3437,27,MAHARASHTRA,495,SINDHUDURG,4280,1,Kudal,6,04280
3438,33,TAMIL NADU,590,THIRUVARUR,5804,2,Kudavasal,2,05804
3439,29,KARNATAKA,738,VIJAYANAGAR,5502,4,Kudligi,7,05502
3440,10,BIHAR,200,KAIMUR (BHABUA),1448,1,Kudra,3,01448
3441,27,MAHARASHTRA,484,NAGPUR,4035,1,Kuhi,13,04035
3442,13,NAGALAND,244,DIMAPUR,1794,2,Kuhoboto,2,01794
3443,21,ODISHA,355,JAGATSINGHAPUR,2936,1,Kujang,2,02936
3444,24,GUJARAT,641,TAPI,6169,1,Kukarmunda,,00000
3445,36,TELANGANA,700,MEDCHAL MALKAJGIRI,6327,1,Kukatpally,,00000
3446,20,JHARKHAND,341,SARAIKELA KHARSAWAN,2750,1,Kukru,0,02750
3447,23,MADHYA PRADESH,403,DHAR,3536,1,Kukshi,5,03536
3448,28,ANDHRA PRADESH,523,WEST GODAVARI,4735,3,Kukunoor,13,04735
3449,29,KARNATAKA,543,KOPPAL,7093,2,KUKUNOOR,,00000
3450,6,HARYANA,61,FATEHABAD,6439,1,Kulan ST,,00000
3451,33,TAMIL NADU,582,PUDUKKOTTAI,5819,3,Kulathur,2,05819
3452,36,TELANGANA,513,MEDAK,4468,1,Kulcharam,18,04468
3453,1,JAMMU AND KASHMIR,622,KULGAM,59,22,Kulgam,4,00059
3454,33,TAMIL NADU,576,KARUR,5771,1,Kulithalai,4,05771
3455,36,TELANGANA,698,VIKARABAD,4539,2,Kulkacharla,28,04539
3456,2,HIMACHAL PRADESH,20,KULLU,118,3,Kullu,2,00118
3457,9,UTTAR PRADESH,165,MAHOBA,868,1,Kulpahar,1,00868
3458,19,WEST BENGAL,304,24 PARAGANAS SOUTH,2428,1,Kulpi,17,02428
3459,19,WEST BENGAL,304,24 PARAGANAS SOUTH,2433,1,Kultali,22,02433
3460,33,TAMIL NADU,580,NAMAKKAL,6634,1,KUMARAPALAYAM,,00000
3461,20,JHARKHAND,343,WEST SINGHBHUM,2744,1,Kumardungi,22,02744
3462,19,WEST BENGAL,310,DINAJPUR DAKSHIN,2202,1,Kumarganj,3,02202
3463,16,TRIPURA,655,Unakoti,6694,1,Kumarghat,6,00000
3464,19,WEST BENGAL,664,Alipurduar,2172,2,Kumargram,7,02172
3465,10,BIHAR,205,MADHEPURA,1163,1,Kumarkhand,6,01163
3466,2,HIMACHAL PRADESH,23,SHIMLA,179,9,Kumarsain,3,00179
3467,33,TAMIL NADU,586,THANJAVUR,5811,1,Kumbakonam,2,05811
3468,8,RAJASTHAN,112,RAJSAMAND,642,3,Kumbhalgarh,4,00642
3469,23,MADHYA PRADESH,406,GUNA,3681,1,Kumbhraj,7,03681
3470,8,RAJASTHAN,91,BHARATPUR,510,5,Kumher,6,00510
3471,29,KARNATAKA,550,UTTARA KANNADA,5485,1,Kumta,8,05485
3472,28,ANDHRA PRADESH,505,EAST GODAVARI,4731,2,Kunavaram,9,04731
3473,9,UTTAR PRADESH,174,PRATAPGARH,881,1,Kunda,2,00881
3474,20,JHARKHAND,323,CHATRA,2516,1,Kunda,3,02516
