Local Body Code,Local Body Version,Local Body Name (IN English),Local Body Name (In Local),Local Body Type Code,Local Body Type Name,Intermediate/Block Panchayat Code,District Panchayat Code,State Code,State Name (In English)
282481,2,Megonggre,,22,Village Employment Council,293347,0,17,MEGHALAYA
282630,2,Megonggre,,22,Village Employment Council,292428,0,17,MEGHALAYA
285017,2,Megua Abagiri,,22,Village Employment Council,291991,0,17,MEGHALAYA
288695,2,Meguagre,,22,Village Employment Council,292738,0,17,MEGHALAYA
285108,2,Megua Songmong,,22,Village Employment Council,293334,0,17,MEGHALAYA
284600,2,Mejaligre,,22,Village Employment Council,292875,0,17,MEGHALAYA
283971,2,Mejolgre Amebang,,22,Village Employment Council,292061,0,17,MEGHALAYA
283972,2,Mejolgre Chekjongbra,,22,Village Employment Council,292061,0,17,MEGHALAYA
283996,2,Mejolgre Dogru,,22,Village Employment Council,291840,0,17,MEGHALAYA
284098,2,Mejolgre Nokat,Mejolgre Nokat,22,Village Employment Council,293275,0,17,MEGHALAYA
284034,2,Mejolgre Wancho,,22,Village Employment Council,292150,0,17,MEGHALAYA
285044,2,Meka Adu,,22,Village Employment Council,292739,0,17,MEGHALAYA
284726,2,Mekalpara,,22,Village Employment Council,293283,0,17,MEGHALAYA
283153,2,Mekdual,,22,Village Employment Council,291659,0,17,MEGHALAYA
283152,2,Mekdual Adinggre,,22,Village Employment Council,291659,0,17,MEGHALAYA
288652,2,Mekka A. Pal,,22,Village Employment Council,291870,0,17,MEGHALAYA
282239,2,Mekmakgre,,22,Village Employment Council,292741,0,17,MEGHALAYA
284885,2,Mekragiri,,22,Village Employment Council,292742,0,17,MEGHALAYA
282188,2,Melagiri,,22,Village Employment Council,293037,0,17,MEGHALAYA
283258,2,Melapara,,22,Village Employment Council,291737,0,17,MEGHALAYA
284303,2,Memillam,,22,Village Employment Council,292744,0,17,MEGHALAYA
284191,2,Menadoba,,22,Village Employment Council,292745,0,17,MEGHALAYA
284336,2,Mendal,,22,Village Employment Council,292746,0,17,MEGHALAYA
284170,2,Mendima Bakragittim,,22,Village Employment Council,292747,0,17,MEGHALAYA
284171,2,Mendima (Garo),,22,Village Employment Council,292747,0,17,MEGHALAYA
284172,2,Mendima Gruram,,22,Village Employment Council,292747,0,17,MEGHALAYA
284169,2,Mendima Rabha,,22,Village Employment Council,291846,0,17,MEGHALAYA
284357,2,Mendu Apal,,22,Village Employment Council,292734,0,17,MEGHALAYA
283787,2,Mendudam,,22,Village Employment Council,292748,0,17,MEGHALAYA
283121,2,Menggongpara,,22,Village Employment Council,291619,0,17,MEGHALAYA
282134,2,Menggopara,,22,Village Employment Council,292758,0,17,MEGHALAYA
282682,2,Menggotchigre,,22,Village Employment Council,292749,0,17,MEGHALAYA
282688,2,Menggotchigre Songma,,22,Village Employment Council,292749,0,17,MEGHALAYA
283360,2,Mengkakgre,,22,Village Employment Council,293365,0,17,MEGHALAYA
283367,2,Mengkakgri,,22,Village Employment Council,292750,0,17,MEGHALAYA
285218,2,Mengkulgittim,,22,Village Employment Council,292162,0,17,MEGHALAYA
285027,2,Mengnabari,,22,Village Employment Council,292751,0,17,MEGHALAYA
288682,2,Mengotchigiri A. Ding,,22,Village Employment Council,292749,0,17,MEGHALAYA
282210,2,Merenggipara,,22,Village Employment Council,292523,0,17,MEGHALAYA
283184,2,Merengipara,,22,Village Employment Council,292752,0,17,MEGHALAYA
283706,2,Merongdik,,22,Village Employment Council,293567,0,17,MEGHALAYA
284661,2,Meronggre,,22,Village Employment Council,292206,0,17,MEGHALAYA
285787,2,Miangmawdor,,22,Village Employment Council,292753,0,17,MEGHALAYA
285967,2,Miangshang,,22,Village Employment Council,292754,0,17,MEGHALAYA
283596,2,Mibon Nokat,,22,Village Employment Council,293723,0,17,MEGHALAYA
284954,2,Mibonpara,,22,Village Employment Council,292064,0,17,MEGHALAYA
284284,2,Middle Chima Impel,,22,Village Employment Council,293712,0,17,MEGHALAYA
288270,2,Mihmyntdu,,22,Village Employment Council,292755,0,17,MEGHALAYA
284727,2,Mikadogre,,22,Village Employment Council,291982,0,17,MEGHALAYA
283792,2,Mikka Simdam,,22,Village Employment Council,291810,0,17,MEGHALAYA
285322,2,Mikpak Balsrigittim,,22,Village Employment Council,292096,0,17,MEGHALAYA
284110,2,Miktongjeng,,22,Village Employment Council,293773,0,17,MEGHALAYA
282057,2,Milanpur,,22,Village Employment Council,293423,0,17,MEGHALAYA
284135,2,Milawe,,22,Village Employment Council,291948,0,17,MEGHALAYA
284134,2,Milsanggitim,,22,Village Employment Council,291948,0,17,MEGHALAYA
284786,2,Minchi Chiringgre,,22,Village Employment Council,293793,0,17,MEGHALAYA
285302,2,Mindikgre,,22,Village Employment Council,292756,0,17,MEGHALAYA
285045,2,Mineng,,22,Village Employment Council,293399,0,17,MEGHALAYA
284259,2,Mingkrak,,22,Village Employment Council,291577,0,17,MEGHALAYA
284260,2,Mingkrak Chinalsa,,22,Village Employment Council,291577,0,17,MEGHALAYA
282935,2,Misikona,,22,Village Employment Council,293479,0,17,MEGHALAYA
282794,2,Misimagre,,22,Village Employment Council,293402,0,17,MEGHALAYA
282150,2,Misimandagre,,22,Village Employment Council,292758,0,17,MEGHALAYA
284091,2,Mission  Compound,,22,Village Employment Council,293292,0,17,MEGHALAYA
287344,2,Mission Mawphlang,,22,Village Employment Council,292590,0,17,MEGHALAYA
284891,2,Mitap Bodola,,22,Village Employment Council,292769,0,17,MEGHALAYA
284974,2,Mitap Megapgiri,,22,Village Employment Council,292759,0,17,MEGHALAYA
284977,2,Mitap Songmong,,22,Village Employment Council,292759,0,17,MEGHALAYA
284311,2,Mittegittim,,22,Village Employment Council,292760,0,17,MEGHALAYA
283809,2,Moamari,,22,Village Employment Council,292761,0,17,MEGHALAYA
286636,2,Model Village,,22,Village Employment Council,293718,0,17,MEGHALAYA
283249,2,Modokpara,,22,Village Employment Council,292762,0,17,MEGHALAYA
284024,2,Mogru,,22,Village Employment Council,292946,0,17,MEGHALAYA
285447,2,Mohadeo Songmong,,22,Village Employment Council,292764,0,17,MEGHALAYA
285486,2,Mohadeo Warima,,22,Village Employment Council,293790,0,17,MEGHALAYA
282566,2,Mohalgre,,22,Village Employment Council,293785,0,17,MEGHALAYA
282951,2,Mohesbatanpara,,22,Village Employment Council,292459,0,17,MEGHALAYA
285445,2,Moheskola,,22,Village Employment Council,292858,0,17,MEGHALAYA
287004,2,Moiambei,,22,Village Employment Council,292415,0,17,MEGHALAYA
283836,2,Moina saram,,22,Village Employment Council,292130,0,17,MEGHALAYA
285511,2,Moipara,,22,Village Employment Council,292532,0,17,MEGHALAYA
282943,2,Mokapara,,22,Village Employment Council,292765,0,17,MEGHALAYA
282244,2,Mokbilkholgre,,22,Village Employment Council,292514,0,17,MEGHALAYA
283039,2,Molmegre,,22,Village Employment Council,293266,0,17,MEGHALAYA
283602,2,Molmegre(Josipara Circle),,22,Village Employment Council,292766,0,17,MEGHALAYA
283603,2,Molmegre Nokat,,22,Village Employment Council,292766,0,17,MEGHALAYA
283565,2,Molmegre Nokat (Thallanggre),,22,Village Employment Council,292766,0,17,MEGHALAYA
285082,2,Molmigre,,22,Village Employment Council,292739,0,17,MEGHALAYA
283449,2,Molongpara,,22,Village Employment Council,292767,0,17,MEGHALAYA
282880,2,Monabari,,22,Village Employment Council,292768,0,17,MEGHALAYA
284907,2,Mon Adanggre,,22,Village Employment Council,292769,0,17,MEGHALAYA
284983,2,Mon Bangamgre,,22,Village Employment Council,292769,0,17,MEGHALAYA
282757,2,Mondagre,,22,Village Employment Council,291763,0,17,MEGHALAYA
284993,2,Mon Dobakolgre,,22,Village Employment Council,292769,0,17,MEGHALAYA
283092,2,Mondolpara,,22,Village Employment Council,291656,0,17,MEGHALAYA
282751,2,Mongalgre,,22,Village Employment Council,292770,0,17,MEGHALAYA
282111,2,Mongjigiri,,22,Village Employment Council,292771,0,17,MEGHALAYA
282135,2,Mongkakgre,,22,Village Employment Council,292758,0,17,MEGHALAYA
285375,2,Mongmabel,,22,Village Employment Council,291911,0,17,MEGHALAYA
283941,2,Mongmakaram,,22,Village Employment Council,291710,0,17,MEGHALAYA
284364,2,Mongnalgre (Konchikol),,22,Village Employment Council,291592,0,17,MEGHALAYA
283552,2,Mongolagre,,22,Village Employment Council,293528,0,17,MEGHALAYA
283898,2,Mongpangro,,22,Village Employment Council,292772,0,17,MEGHALAYA
284931,2,Mon Rongsnagre,,22,Village Employment Council,292769,0,17,MEGHALAYA
284958,2,Mon Songmong,,22,Village Employment Council,292769,0,17,MEGHALAYA
283462,2,Monupara,,22,Village Employment Council,292182,0,17,MEGHALAYA
288202,2,Moobakhon,,22,Village Employment Council,292773,0,17,MEGHALAYA
288281,2,Moobando,,22,Village Employment Council,292810,0,17,MEGHALAYA
288272,2,Moobyrni,,22,Village Employment Council,292774,0,17,MEGHALAYA
288226,2,Moodop,,22,Village Employment Council,292775,0,17,MEGHALAYA
288247,2,Moodymmai,,22,Village Employment Council,292776,0,17,MEGHALAYA
288200,2,Mookabeng,,22,Village Employment Council,292156,0,17,MEGHALAYA
288254,2,Mookaswan,,22,Village Employment Council,293343,0,17,MEGHALAYA
288152,2,Mookbu,,22,Village Employment Council,292984,0,17,MEGHALAYA
288155,2,Mooker,,22,Village Employment Council,292265,0,17,MEGHALAYA
288577,2,Mookhain,,22,Village Employment Council,292826,0,17,MEGHALAYA
288477,2,Mookhep,,22,Village Employment Council,292798,0,17,MEGHALAYA
288223,2,Mookhoniung,,22,Village Employment Council,292775,0,17,MEGHALAYA
288196,2,Mookjat,,22,Village Employment Council,292773,0,17,MEGHALAYA
288594,2,Mooknor,,22,Village Employment Council,292274,0,17,MEGHALAYA
288488,2,Moo Kympad,,22,Village Employment Council,293502,0,17,MEGHALAYA
288318,2,Mookyndeng,,22,Village Employment Council,292778,0,17,MEGHALAYA
288177,2,Mookyndur,,22,Village Employment Council,292779,0,17,MEGHALAYA
288246,2,Mookyndur,,22,Village Employment Council,292779,0,17,MEGHALAYA
288261,2,Mookyniang,,22,Village Employment Council,292780,0,17,MEGHALAYA
288485,2,Moo Lamanoh,,22,Village Employment Council,292781,0,17,MEGHALAYA
288585,2,Moolamylliang,,22,Village Employment Council,292782,0,17,MEGHALAYA
288592,2,Moolasngi New,,22,Village Employment Council,293420,0,17,MEGHALAYA
288229,2,Moolephaw,,22,Village Employment Council,292925,0,17,MEGHALAYA
288560,2,Moolidor,,22,Village Employment Council,293214,0,17,MEGHALAYA
288217,2,Moolyngkdein,,22,Village Employment Council,292783,0,17,MEGHALAYA
288497,2,Moo Nongtdu,,22,Village Employment Council,292784,0,17,MEGHALAYA
288620,2,Moopad,,22,Village Employment Council,292413,0,17,MEGHALAYA
288472,2,Moo Pala,,22,Village Employment Council,292785,0,17,MEGHALAYA
288243,2,Moopasi,,22,Village Employment Council,292786,0,17,MEGHALAYA
288258,2,Moopyllait Syiar,,22,Village Employment Council,292780,0,17,MEGHALAYA
288215,2,Moorap,,22,Village Employment Council,292783,0,17,MEGHALAYA
288203,2,Moorapushai,,22,Village Employment Council,292456,0,17,MEGHALAYA
288187,2,Moorathud,,22,Village Employment Council,292156,0,17,MEGHALAYA
288362,2,Moosakhia,,22,Village Employment Council,292787,0,17,MEGHALAYA
288293,2,Mooshroot,,22,Village Employment Council,292788,0,17,MEGHALAYA
288312,2,Mootyrshiah A,,22,Village Employment Council,292789,0,17,MEGHALAYA
288313,2,Mootyrshiah B,,22,Village Employment Council,292790,0,17,MEGHALAYA
288476,2,Moo Wakhu,,22,Village Employment Council,292791,0,17,MEGHALAYA
285387,2,Moradam,,22,Village Employment Council,293318,0,17,MEGHALAYA
284380,2,Moranodi,,22,Village Employment Council,291892,0,17,MEGHALAYA
282094,2,Morasuti,,22,Village Employment Council,292870,0,17,MEGHALAYA
282926,2,Morkona,,22,Village Employment Council,291720,0,17,MEGHALAYA
283499,2,Moropgre,,22,Village Employment Council,293538,0,17,MEGHALAYA
287930,2,Mot,,22,Village Employment Council,292367,0,17,MEGHALAYA
283815,2,Motcholpara,,22,Village Employment Council,291741,0,17,MEGHALAYA
282531,2,Mothapara,,22,Village Employment Council,291781,0,17,MEGHALAYA
288629,2,Moulcheng,,22,Village Employment Council,292208,0,17,MEGHALAYA
288615,2,Moulhoi,,22,Village Employment Council,293569,0,17,MEGHALAYA
288636,2,Moullian,,22,Village Employment Council,292792,0,17,MEGHALAYA
288622,2,Moulsei,,22,Village Employment Council,292794,0,17,MEGHALAYA
288310,2,Mowkaiaw,,22,Village Employment Council,292777,0,17,MEGHALAYA
282804,2,Mrigre,,22,Village Employment Council,292795,0,17,MEGHALAYA
282245,2,Mronggre,,22,Village Employment Council,291885,0,17,MEGHALAYA
282395,2,Mronggre,,22,Village Employment Council,291739,0,17,MEGHALAYA
282209,2,Mudhapara,,22,Village Employment Council,293605,0,17,MEGHALAYA
282999,2,Muji Agalgre,,22,Village Employment Council,292136,0,17,MEGHALAYA
282364,2,Mukdangra,,22,Village Employment Council,292796,0,17,MEGHALAYA
282348,2,Mukdangra Ghatgre,,22,Village Employment Council,292796,0,17,MEGHALAYA
288465,2,Mukha-ialong,,22,Village Employment Council,292797,0,17,MEGHALAYA
288346,2,Mukhap,,22,Village Employment Council,292399,0,17,MEGHALAYA
288249,2,Mukhla Mission,,22,Village Employment Council,292351,0,17,MEGHALAYA
288251,2,Mukhla Nongrim,,22,Village Employment Council,292351,0,17,MEGHALAYA
288250,2,Mukhla Shohshrieh,,22,Village Employment Council,292351,0,17,MEGHALAYA
288180,2,Mukhnang,,22,Village Employment Council,292799,0,17,MEGHALAYA
288164,2,Mukoiram,,22,Village Employment Council,292800,0,17,MEGHALAYA
288276,2,Mukroh,,22,Village Employment Council,292802,0,17,MEGHALAYA
288565,2,Mukroh,,22,Village Employment Council,292801,0,17,MEGHALAYA
288442,2,Muktapur,,22,Village Employment Council,292803,0,17,MEGHALAYA
288576,2,Mulait Bri Sumer,,22,Village Employment Council,292170,0,17,MEGHALAYA
288575,2,Mulait Bri Sutnga,,22,Village Employment Council,292170,0,17,MEGHALAYA
288492,2,Mulang,,22,Village Employment Council,292804,0,17,MEGHALAYA
286455,2,Mulapat,,22,Village Employment Council,293727,0,17,MEGHALAYA
288316,2,Mulieh,,22,Village Employment Council,292805,0,17,MEGHALAYA
288311,2,Mulum,,22,Village Employment Council,292962,0,17,MEGHALAYA
286368,2,Munai,,22,Village Employment Council,293098,0,17,MEGHALAYA
286371,2,Munaisora,,22,Village Employment Council,292806,0,17,MEGHALAYA
288273,2,Muphlang,,22,Village Employment Council,293154,0,17,MEGHALAYA
288233,2,Mupliang,,22,Village Employment Council,292851,0,17,MEGHALAYA
288364,2,Mupylut,,22,Village Employment Council,292807,0,17,MEGHALAYA
283036,2,Murchapani,,22,Village Employment Council,291837,0,17,MEGHALAYA
283037,2,Murchapani Koch,,22,Village Employment Council,292136,0,17,MEGHALAYA
288562,2,Muriap,,22,Village Employment Council,293635,0,17,MEGHALAYA
282786,2,Muriapal,,22,Village Employment Council,292068,0,17,MEGHALAYA
288693,2,Muri-Apal,,22,Village Employment Council,292808,0,17,MEGHALAYA
283522,2,Murigre,,22,Village Employment Council,292286,0,17,MEGHALAYA
282993,2,Murikhati,,22,Village Employment Council,292333,0,17,MEGHALAYA
288521,2,Musiang Lamare (New).,,22,Village Employment Council,292809,0,17,MEGHALAYA
288522,2,Musiang Lamare (Old),,22,Village Employment Council,292809,0,17,MEGHALAYA
288283,2,Musiaw,,22,Village Employment Council,292810,0,17,MEGHALAYA
288499,2,Musniang Jongden,,22,Village Employment Council,292804,0,17,MEGHALAYA
288498,2,Musniang Rim,,22,Village Employment Council,292804,0,17,MEGHALAYA
288274,2,Mustem,,22,Village Employment Council,293154,0,17,MEGHALAYA
287928,2,Mustoh,,22,Village Employment Council,292186,0,17,MEGHALAYA
288330,2,Muthlongrim,,22,Village Employment Council,292811,0,17,MEGHALAYA
288484,2,Mutong,,22,Village Employment Council,292797,0,17,MEGHALAYA
288597,2,Mutong,,22,Village Employment Council,292812,0,17,MEGHALAYA
287682,2,Myiong,,22,Village Employment Council,292705,0,17,MEGHALAYA
288026,2,Myllat,,22,Village Employment Council,292813,0,17,MEGHALAYA
285561,2,Myndo,,22,Village Employment Council,292814,0,17,MEGHALAYA
285948,2,Myndo Umkyllain,,22,Village Employment Council,292915,0,17,MEGHALAYA
288168,2,Myngngor,,22,Village Employment Council,293352,0,17,MEGHALAYA
288160,2,Myn-i,,22,Village Employment Council,292277,0,17,MEGHALAYA
288519,2,Mynkre,,22,Village Employment Council,293006,0,17,MEGHALAYA
288221,2,Mynkrem,,22,Village Employment Council,292157,0,17,MEGHALAYA
288339,2,Mynkrem,,22,Village Employment Council,292290,0,17,MEGHALAYA
288308,2,Mynksan,,22,Village Employment Council,292815,0,17,MEGHALAYA
286818,2,Mynnar Jirang,,22,Village Employment Council,292817,0,17,MEGHALAYA
285690,2,Mynniar,,22,Village Employment Council,292326,0,17,MEGHALAYA
286085,2,Mynnimawbri,,22,Village Employment Council,292818,0,17,MEGHALAYA
287575,2,Mynriah,,22,Village Employment Council,292468,0,17,MEGHALAYA
287481,2,Mynriang,,22,Village Employment Council,292819,0,17,MEGHALAYA
288017,2,Mynrieng,,22,Village Employment Council,293757,0,17,MEGHALAYA
288074,2,Mynrieng,,22,Village Employment Council,292820,0,17,MEGHALAYA
287026,2,Mynri Umsning,,22,Village Employment Council,292485,0,17,MEGHALAYA
287094,2,Mynsain,,22,Village Employment Council,292821,0,17,MEGHALAYA
287253,2,Mynsain,,22,Village Employment Council,292372,0,17,MEGHALAYA
287629,2,Mynsain,,22,Village Employment Council,292464,0,17,MEGHALAYA
287566,2,Mynsang,,22,Village Employment Council,292822,0,17,MEGHALAYA
286256,2,Mynsian nongliput,,22,Village Employment Council,293160,0,17,MEGHALAYA
288337,2,Mynska,,22,Village Employment Council,292823,0,17,MEGHALAYA
288319,2,Mynskiah,,22,Village Employment Council,292816,0,17,MEGHALAYA
288216,2,Mynsngat,,22,Village Employment Council,292783,0,17,MEGHALAYA
288234,2,Mynso,,22,Village Employment Council,292824,0,17,MEGHALAYA
288321,2,Mynso A,,22,Village Employment Council,292825,0,17,MEGHALAYA
288322,2,Mynso B,,22,Village Employment Council,292825,0,17,MEGHALAYA
287899,2,Mynteng,,22,Village Employment Council,292692,0,17,MEGHALAYA
288568,2,Mynthlu,,22,Village Employment Council,292826,0,17,MEGHALAYA
288579,2,Mynthning,,22,Village Employment Council,293403,0,17,MEGHALAYA
288324,2,Myntkung,,22,Village Employment Council,292827,0,17,MEGHALAYA
288563,2,Myntriang,,22,Village Employment Council,292828,0,17,MEGHALAYA
286989,2,Myrdon Mawtari,,22,Village Employment Council,292829,0,17,MEGHALAYA
286986,2,Myrdon Nongbah,,22,Village Employment Council,292829,0,17,MEGHALAYA
286097,2,Myriaw,,22,Village Employment Council,292831,0,17,MEGHALAYA
286355,2,Myriaw,,22,Village Employment Council,292830,0,17,MEGHALAYA
286470,2,Myriem,,22,Village Employment Council,292832,0,17,MEGHALAYA
288242,2,Myrjai,,22,Village Employment Council,292851,0,17,MEGHALAYA
287414,2,Myrkhan,,22,Village Employment Council,292587,0,17,MEGHALAYA
283511,2,Nabandagre,,22,Village Employment Council,291609,0,17,MEGHALAYA
284711,2,Nabokgre,,22,Village Employment Council,293453,0,17,MEGHALAYA
288649,2,Nachangzol,,22,Village Employment Council,293104,0,17,MEGHALAYA
284865,2,Nachi Adugiri,,22,Village Employment Council,291982,0,17,MEGHALAYA
283764,2,Nachichiram,,22,Village Employment Council,292103,0,17,MEGHALAYA
283130,2,Nachilpara,,22,Village Employment Council,291946,0,17,MEGHALAYA
284178,2,Nachirongdik,,22,Village Employment Council,293086,0,17,MEGHALAYA
285475,2,Nadangkol,,22,Village Employment Council,292833,0,17,MEGHALAYA
282107,2,Nagnipara,,22,Village Employment Council,291941,0,17,MEGHALAYA
283167,2,Nagolpara,,22,Village Employment Council,292895,0,17,MEGHALAYA
285054,2,Nagrajora,,22,Village Employment Council,293398,0,17,MEGHALAYA
282954,2,Nagrasket,,22,Village Employment Council,291740,0,17,MEGHALAYA
282529,2,Naguapara,,22,Village Employment Council,292836,0,17,MEGHALAYA
282414,2,Najokgre ( A ),,22,Village Employment Council,292837,0,17,MEGHALAYA
282415,2,Najokgre ( B ),,22,Village Employment Council,292837,0,17,MEGHALAYA
283571,2,Nakdan Nokat,,22,Village Employment Council,292838,0,17,MEGHALAYA
286726,2,Nalapara,,22,Village Employment Council,292839,0,17,MEGHALAYA
283419,2,Nalnapara,,22,Village Employment Council,292200,0,17,MEGHALAYA
282398,2,Nalsa Mronggre,,22,Village Employment Council,292070,0,17,MEGHALAYA
282123,2,Namabilla,,22,Village Employment Council,292840,0,17,MEGHALAYA
282022,2,Nama Burirjhar,,22,Village Employment Council,291790,0,17,MEGHALAYA
283646,2,Namapara,,22,Village Employment Council,292506,0,17,MEGHALAYA
285171,2,Namchapara,,22,Village Employment Council,293180,0,17,MEGHALAYA
288179,2,Namdong  A,,22,Village Employment Council,292841,0,17,MEGHALAYA
288181,2,Namdong B,,22,Village Employment Council,292841,0,17,MEGHALAYA
284201,2,Nameram,,22,Village Employment Council,292842,0,17,MEGHALAYA
285314,2,Namisikgre,,22,Village Employment Council,292843,0,17,MEGHALAYA
283228,2,Nandichar I,,22,Village Employment Council,292844,0,17,MEGHALAYA
283234,2,Nandichar II,,22,Village Employment Council,292844,0,17,MEGHALAYA
286733,2,Nangagang,,22,Village Employment Council,293391,0,17,MEGHALAYA
284309,2,Nanggilding,,22,Village Employment Council,291634,0,17,MEGHALAYA
283965,2,Nanil Apal,,22,Village Employment Council,292074,0,17,MEGHALAYA
284943,2,Nanil Songgittal,,22,Village Employment Council,292305,0,17,MEGHALAYA
284963,2,Nanil Songmong,,22,Village Employment Council,292305,0,17,MEGHALAYA
284513,2,Napak Adokgittim,,22,Village Employment Council,292845,0,17,MEGHALAYA
284512,2,Napak-A'pal (Songma),,22,Village Employment Council,292845,0,17,MEGHALAYA
284543,2,Napak Bolchugre,,22,Village Employment Council,292847,0,17,MEGHALAYA
284515,2,Napak Dokrugre,,22,Village Employment Council,292845,0,17,MEGHALAYA
282636,2,Napakgre,,22,Village Employment Council,292846,0,17,MEGHALAYA
284511,2,Napak Tangkama,,22,Village Employment Council,292847,0,17,MEGHALAYA
284514,2,Napak-Tasek,,22,Village Employment Council,292845,0,17,MEGHALAYA
283015,2,Naragre,,22,Village Employment Council,293778,0,17,MEGHALAYA
286680,2,Narang,,22,Village Employment Council,293053,0,17,MEGHALAYA
284635,2,Naregre,,22,Village Employment Council,292875,0,17,MEGHALAYA
284114,2,Naringgre Songma,Naringgre Songma,22,Village Employment Council,292848,0,17,MEGHALAYA
283474,2,Narongga Songgitcham,,22,Village Employment Council,292849,0,17,MEGHALAYA
283477,2,Naronggre,,22,Village Employment Council,292849,0,17,MEGHALAYA
283804,2,Narongkol,,22,Village Employment Council,291730,0,17,MEGHALAYA
284944,2,Narongkolgre,,22,Village Employment Council,291695,0,17,MEGHALAYA
285026,2,Narongkolgri,,22,Village Employment Council,292739,0,17,MEGHALAYA
286784,2,Nartap,,22,Village Employment Council,292850,0,17,MEGHALAYA
288225,2,Nartiang,,22,Village Employment Council,292851,0,17,MEGHALAYA
288573,2,Narwan,,22,Village Employment Council,292852,0,17,MEGHALAYA
288075,2,Nashain,,22,Village Employment Council,293117,0,17,MEGHALAYA
288536,2,Natbor,,22,Village Employment Council,292853,0,17,MEGHALAYA
282315,2,Nawalgre,,22,Village Employment Council,292309,0,17,MEGHALAYA
283294,2,Nawalgre,,22,Village Employment Council,291938,0,17,MEGHALAYA
285379,2,Naweram Asim,,22,Village Employment Council,292854,0,17,MEGHALAYA
287987,2,Nayabasti,,22,Village Employment Council,292146,0,17,MEGHALAYA
282080,2,Nayagaon,,22,Village Employment Council,291727,0,17,MEGHALAYA
282544,2,Nayapara,,22,Village Employment Council,293168,0,17,MEGHALAYA
283237,2,Nayapara,,22,Village Employment Council,292492,0,17,MEGHALAYA
286429,2,Nayapara,,22,Village Employment Council,292315,0,17,MEGHALAYA
287849,2,Nayapara,,22,Village Employment Council,291974,0,17,MEGHALAYA
282158,2,Nayapara (Aighar),,22,Village Employment Council,292271,0,17,MEGHALAYA
283478,2,Nekdalgre,,22,Village Employment Council,292856,0,17,MEGHALAYA
282101,2,Nekikona,,22,Village Employment Council,292857,0,17,MEGHALAYA
284286,2,Nelwa Guarechol,,22,Village Employment Council,293219,0,17,MEGHALAYA
282675,2,Nengbapara,,22,Village Employment Council,293303,0,17,MEGHALAYA
285213,2,Nengbrekgittim,,22,Village Employment Council,292209,0,17,MEGHALAYA
284142,2,Nengbret,,22,Village Employment Council,291947,0,17,MEGHALAYA
284132,2,Nengbrok,,22,Village Employment Council,292859,0,17,MEGHALAYA
285789,2,Nengchigre,,22,Village Employment Council,292860,0,17,MEGHALAYA
282431,2,Nengchonggre,,22,Village Employment Council,291570,0,17,MEGHALAYA
283716,2,Nenggitchakgre,,22,Village Employment Council,293361,0,17,MEGHALAYA
283287,2,Nengjapara,,22,Village Employment Council,292862,0,17,MEGHALAYA
284081,2,Nengjringgttim,,22,Village Employment Council,293292,0,17,MEGHALAYA
282723,2,Nengkalgre,,22,Village Employment Council,291686,0,17,MEGHALAYA
282295,2,Nengkalpara,,22,Village Employment Council,292863,0,17,MEGHALAYA
285263,2,NengkongDorotgittim,,22,Village Employment Council,292864,0,17,MEGHALAYA
285265,2,Nengkong Songmong,,22,Village Employment Council,292864,0,17,MEGHALAYA
284687,2,Nengkra,,22,Village Employment Council,292865,0,17,MEGHALAYA
284689,2,Nengkra Awe,,22,Village Employment Council,292865,0,17,MEGHALAYA
284688,2,Nengkra Awe-II,,22,Village Employment Council,292865,0,17,MEGHALAYA
284684,2,Nengkra Bolsalgre,,22,Village Employment Council,292865,0,17,MEGHALAYA
284005,2,Nengkram,,22,Village Employment Council,293260,0,17,MEGHALAYA
284685,2,Nengkra Songgital,,22,Village Employment Council,292865,0,17,MEGHALAYA
284686,2,Nengkra Watregrittim,,22,Village Employment Council,292865,0,17,MEGHALAYA
284700,2,Nengmandalgre,,22,Village Employment Council,292866,0,17,MEGHALAYA
284140,2,Nengpatchi,,22,Village Employment Council,291947,0,17,MEGHALAYA
285269,2,Nengruth,,22,Village Employment Council,293305,0,17,MEGHALAYA
284348,2,Nengsa Apal,,22,Village Employment Council,293171,0,17,MEGHALAYA
283798,2,Nengsa Narongkol,,22,Village Employment Council,293581,0,17,MEGHALAYA
285408,2,Nengsara,,22,Village Employment Council,292867,0,17,MEGHALAYA
284101,2,Nengsil,,22,Village Employment Council,291718,0,17,MEGHALAYA
284602,2,Nengsitgre,,22,Village Employment Council,292875,0,17,MEGHALAYA
285214,2,Nengsranggittim,,22,Village Employment Council,291936,0,17,MEGHALAYA
282263,2,Nepalgre,,22,Village Employment Council,291759,0,17,MEGHALAYA
283017,2,Nepalgre,,22,Village Employment Council,292201,0,17,MEGHALAYA
286660,2,Nerbong,,22,Village Employment Council,292868,0,17,MEGHALAYA
285350,2,Netri,,22,Village Employment Council,292869,0,17,MEGHALAYA
284207,2,New Amerim,,22,Village Employment Council,293370,0,17,MEGHALAYA
286805,2,New Amkrem,,22,Village Employment Council,292986,0,17,MEGHALAYA
286833,2,New Balakhawa,,22,Village Employment Council,293212,0,17,MEGHALAYA
282119,2,New Bhaitbari,,22,Village Employment Council,292870,0,17,MEGHALAYA
284108,2,New Bolkret Songgital,,22,Village Employment Council,292150,0,17,MEGHALAYA
285450,2,New Bonbera,,22,Village Employment Council,292876,0,17,MEGHALAYA
284626,2,New Chidekgre,New Chidekgre,22,Village Employment Council,291865,0,17,MEGHALAYA
