Local Body Code,Local Body Version,Local Body Name (IN English),Local Body Name (In Local),Local Body Type Code,Local Body Type Name,Intermediate/Block Panchayat Code,District Panchayat Code,State Code,State Name (In English)
283835,2,New chipakram,,22,Village Employment Council,292130,0,17,MEGHALAYA
282532,2,New Dalchangkona,,22,Village Employment Council,291781,0,17,MEGHALAYA
282366,2,New Dengasi,,22,Village Employment Council,291964,0,17,MEGHALAYA
286548,2,New Dewlieh,,22,Village Employment Council,292591,0,17,MEGHALAYA
285462,2,New Gajipur,,22,Village Employment Council,291919,0,17,MEGHALAYA
286428,2,New Gulsora,,22,Village Employment Council,292053,0,17,MEGHALAYA
282360,2,New Harigaon,,22,Village Employment Council,293045,0,17,MEGHALAYA
283905,2,New harinkata,,22,Village Employment Council,292130,0,17,MEGHALAYA
285049,2,New Jatrakona,,22,Village Employment Council,292188,0,17,MEGHALAYA
284225,2,New Josa Impel,,22,Village Employment Council,293712,0,17,MEGHALAYA
282597,2,New Kalapara,,22,Village Employment Council,292076,0,17,MEGHALAYA
287965,2,New Kamorah,,22,Village Employment Council,292496,0,17,MEGHALAYA
283852,2,New Kantolguri,,22,Village Employment Council,292871,0,17,MEGHALAYA
288648,2,New Machigur,,22,Village Employment Council,291772,0,17,MEGHALAYA
286033,2,New Mawjai,,22,Village Employment Council,292565,0,17,MEGHALAYA
284337,2,New Mendal,,22,Village Employment Council,292746,0,17,MEGHALAYA
283899,2,New Miapara,,22,Village Employment Council,291782,0,17,MEGHALAYA
286451,2,New Moilam,,22,Village Employment Council,292173,0,17,MEGHALAYA
285836,2,New Nongkyllang,,22,Village Employment Council,292959,0,17,MEGHALAYA
288413,2,New Nonglamin,,22,Village Employment Council,292872,0,17,MEGHALAYA
287608,2,New Nongryngkoh,,22,Village Employment Council,292890,0,17,MEGHALAYA
286024,2,New Nongtnger,,22,Village Employment Council,293023,0,17,MEGHALAYA
282522,2,New Photamati,,22,Village Employment Council,293093,0,17,MEGHALAYA
283838,2,New Putimari,,22,Village Employment Council,292873,0,17,MEGHALAYA
286463,2,New Pyndenkseh,,22,Village Employment Council,292874,0,17,MEGHALAYA
286422,2,New Rangasora,,22,Village Employment Council,293098,0,17,MEGHALAYA
285448,2,New Rompa,,22,Village Employment Council,292876,0,17,MEGHALAYA
285437,2,New Rongara,,22,Village Employment Council,292877,0,17,MEGHALAYA
282889,2,New Teporpara,,22,Village Employment Council,291680,0,17,MEGHALAYA
288635,2,New Tlangmoi,,22,Village Employment Council,292457,0,17,MEGHALAYA
283010,2,New Upper Damalgre,,22,Village Employment Council,293715,0,17,MEGHALAYA
288617,2,Ngaibang,,22,Village Employment Council,293351,0,17,MEGHALAYA
286063,2,Nginiong,,22,Village Employment Council,292639,0,17,MEGHALAYA
286458,2,Ngundilang,,22,Village Employment Council,292878,0,17,MEGHALAYA
286595,2,Ngunraw,,22,Village Employment Council,292879,0,17,MEGHALAYA
287298,2,Niamsang,,22,Village Employment Council,292880,0,17,MEGHALAYA
286669,2,Niangbarilum,,22,Village Employment Council,293053,0,17,MEGHALAYA
285596,2,Niangbyrkong,,22,Village Employment Council,293707,0,17,MEGHALAYA
286187,2,Niangdai,,22,Village Employment Council,293702,0,17,MEGHALAYA
287146,2,Niangdai,,22,Village Employment Council,293659,0,17,MEGHALAYA
285791,2,Niangju,,22,Village Employment Council,291743,0,17,MEGHALAYA
288304,2,Niawkmai,,22,Village Employment Council,292486,0,17,MEGHALAYA
283705,2,Nibari Rangagora,,22,Village Employment Council,292090,0,17,MEGHALAYA
282027,2,Nidanpur,,22,Village Employment Council,292881,0,17,MEGHALAYA
283922,2,Nikwatgre,,22,Village Employment Council,291917,0,17,MEGHALAYA
285485,2,Nikwatgre,,22,Village Employment Council,292876,0,17,MEGHALAYA
285348,2,Nilwa Adinggre,,22,Village Employment Council,292882,0,17,MEGHALAYA
285347,2,Nilwagre,,22,Village Employment Council,292882,0,17,MEGHALAYA
285151,2,Nilwasagiri,,22,Village Employment Council,293278,0,17,MEGHALAYA
282066,2,Nimaikata,,22,Village Employment Council,292883,0,17,MEGHALAYA
285805,2,Nirang,,22,Village Employment Council,293234,0,17,MEGHALAYA
284332,2,Nirangma,,22,Village Employment Council,291592,0,17,MEGHALAYA
282946,2,Nirghini,,22,Village Employment Council,291740,0,17,MEGHALAYA
288262,2,Niriang,,22,Village Employment Council,292776,0,17,MEGHALAYA
283936,2,Nisangram Babupara,,22,Village Employment Council,291868,0,17,MEGHALAYA
282216,2,Nishnipara,,22,Village Employment Council,292884,0,17,MEGHALAYA
287531,2,Niur,,22,Village Employment Council,292885,0,17,MEGHALAYA
286668,2,Nniangbarithem,,22,Village Employment Council,293053,0,17,MEGHALAYA
282973,2,Noa Bolsalgre,,22,Village Employment Council,291966,0,17,MEGHALAYA
282977,2,Noagre,,22,Village Employment Council,291966,0,17,MEGHALAYA
285523,2,Noapara,,22,Village Employment Council,292886,0,17,MEGHALAYA
286402,2,Noasora,,22,Village Employment Council,291662,0,17,MEGHALAYA
284903,2,Nodonggiri,,22,Village Employment Council,291788,0,17,MEGHALAYA
282568,2,Nogorgaon,,22,Village Employment Council,292887,0,17,MEGHALAYA
282575,2,Nogorpara,,22,Village Employment Council,293720,0,17,MEGHALAYA
283222,2,Nogorpara,,22,Village Employment Council,292888,0,17,MEGHALAYA
287882,2,Nohkalikai,,22,Village Employment Council,292889,0,17,MEGHALAYA
285928,2,Nohrisong,,22,Village Employment Council,292570,0,17,MEGHALAYA
287609,2,Nohron,,22,Village Employment Council,292890,0,17,MEGHALAYA
287658,2,Nohshuit,,22,Village Employment Council,291979,0,17,MEGHALAYA
288098,2,Nohwet,,22,Village Employment Council,292891,0,17,MEGHALAYA
285287,2,Nojimpagittim,,22,Village Employment Council,292258,0,17,MEGHALAYA
282690,2,Nokatgiri,,22,Village Employment Council,292893,0,17,MEGHALAYA
284795,2,Nokatgiri,,22,Village Employment Council,291575,0,17,MEGHALAYA
282362,2,Nokatgre,,22,Village Employment Council,291660,0,17,MEGHALAYA
283165,2,Nokatgre,,22,Village Employment Council,292895,0,17,MEGHALAYA
283570,2,Nokatgre,,22,Village Employment Council,292838,0,17,MEGHALAYA
283826,2,Nokatgre,,22,Village Employment Council,292894,0,17,MEGHALAYA
284871,2,Nokatgre,,22,Village Employment Council,291575,0,17,MEGHALAYA
288651,1,Nokatgre,,22,Village Employment Council,0,0,17,MEGHALAYA
283572,2,Nokatgre      I,,22,Village Employment Council,292115,0,17,MEGHALAYA
283726,2,Nokawal Ading,,22,Village Employment Council,293289,0,17,MEGHALAYA
283559,2,Nokdanpara (N),,22,Village Employment Council,292838,0,17,MEGHALAYA
283561,2,Nokdanpara (S),,22,Village Employment Council,292838,0,17,MEGHALAYA
283554,2,Noksi,,22,Village Employment Council,292896,0,17,MEGHALAYA
283738,2,Nokwalgre,,22,Village Employment Council,293290,0,17,MEGHALAYA
282089,2,Nolbari,,22,Village Employment Council,292855,0,17,MEGHALAYA
283912,2,Nolbari,,22,Village Employment Council,291782,0,17,MEGHALAYA
285464,2,Nolbari,,22,Village Employment Council,293186,0,17,MEGHALAYA
286375,2,Nolikata,,22,Village Employment Council,292278,0,17,MEGHALAYA
285199,2,Nongalbibra,,22,Village Employment Council,292898,0,17,MEGHALAYA
285197,2,Nongalbibra Bazar,,22,Village Employment Council,292898,0,17,MEGHALAYA
285207,2,Nongal Colony,,22,Village Employment Council,292898,0,17,MEGHALAYA
282330,2,Nongapara,,22,Village Employment Council,292084,0,17,MEGHALAYA
285884,2,Nongbah,,22,Village Employment Council,293179,0,17,MEGHALAYA
286340,2,Nongbah,,22,Village Employment Council,292955,0,17,MEGHALAYA
287687,2,Nongbah,,22,Village Employment Council,292901,0,17,MEGHALAYA
288244,2,Nongbah,,22,Village Employment Council,292900,0,17,MEGHALAYA
286532,2,Nongbah Dommawthung,,22,Village Employment Council,292903,0,17,MEGHALAYA
286310,2,Nongbahjynrin,,22,Village Employment Council,292902,0,17,MEGHALAYA
286516,2,Nongbah Marshilong,,22,Village Employment Council,292527,0,17,MEGHALAYA
287272,2,Nongbah Sohiong,,22,Village Employment Council,292904,0,17,MEGHALAYA
285557,2,Nongbaiu,,22,Village Employment Council,292814,0,17,MEGHALAYA
284010,2,Nongbak Ading,,22,Village Employment Council,291643,0,17,MEGHALAYA
284050,2,Nongbak Agalgre,,22,Village Employment Council,291643,0,17,MEGHALAYA
284313,2,Nongbak Chichra,,22,Village Employment Council,292905,0,17,MEGHALAYA
284008,2,Nongbak Daram,Nongbak Daram,22,Village Employment Council,291643,0,17,MEGHALAYA
284049,2,Nongbak Rengkil,,22,Village Employment Council,291643,0,17,MEGHALAYA
284331,2,Nongbak Rongbang,,22,Village Employment Council,292905,0,17,MEGHALAYA
284329,2,Nongbak Wapil,,22,Village Employment Council,292905,0,17,MEGHALAYA
288399,2,Nongbareh Lyntiar,,22,Village Employment Council,292906,0,17,MEGHALAYA
288388,2,Nongbareh Rim,,22,Village Employment Council,292906,0,17,MEGHALAYA
287446,2,Nongbet,,22,Village Employment Council,293509,0,17,MEGHALAYA
286867,2,Nongbirlum,,22,Village Employment Council,293693,0,17,MEGHALAYA
286869,2,Nongbirthem,,22,Village Employment Council,293693,0,17,MEGHALAYA
288013,2,Nongblai,,22,Village Employment Council,293757,0,17,MEGHALAYA
286511,2,Nongbrei Nongdom,,22,Village Employment Council,293417,0,17,MEGHALAYA
287231,2,Nongbsap,,22,Village Employment Council,292907,0,17,MEGHALAYA
287232,2,Nongbsap B,,22,Village Employment Council,292907,0,17,MEGHALAYA
287233,2,Nongbsap Mission,,22,Village Employment Council,292907,0,17,MEGHALAYA
286060,2,Nongbudum,,22,Village Employment Council,292909,0,17,MEGHALAYA
284148,2,Nongchram (I),,22,Village Employment Council,292910,0,17,MEGHALAYA
284149,2,Nongchram (II),,22,Village Employment Council,292910,0,17,MEGHALAYA
285741,2,Nongdagong,,22,Village Employment Council,292911,0,17,MEGHALAYA
285740,2,Nongdaju,,22,Village Employment Council,292911,0,17,MEGHALAYA
286345,2,Nongdewsaw,,22,Village Employment Council,292268,0,17,MEGHALAYA
286987,2,Nongdewsaw,,22,Village Employment Council,293661,0,17,MEGHALAYA
285978,2,Nongdhar,,22,Village Employment Council,292557,0,17,MEGHALAYA
288186,2,Nongdhar,,22,Village Employment Council,292156,0,17,MEGHALAYA
288141,2,Nongdiam,,22,Village Employment Council,292912,0,17,MEGHALAYA
286517,2,Nongdiat,,22,Village Employment Council,292913,0,17,MEGHALAYA
285543,2,Nongdiengkain,,22,Village Employment Council,292976,0,17,MEGHALAYA
287048,2,Nongdiengngan,,22,Village Employment Council,293682,0,17,MEGHALAYA
285938,2,Nongdiengsning,,22,Village Employment Council,293756,0,17,MEGHALAYA
286464,2,Nongdiloin,,22,Village Employment Council,293619,0,17,MEGHALAYA
285623,2,Nongdirang,,22,Village Employment Council,291704,0,17,MEGHALAYA
287827,2,Nongdisiar,,22,Village Employment Council,293677,0,17,MEGHALAYA
285924,2,Nongdisong,,22,Village Employment Council,292914,0,17,MEGHALAYA
285999,2,Nongdiwah,,22,Village Employment Council,292982,0,17,MEGHALAYA
285947,2,Nongdom,,22,Village Employment Council,292915,0,17,MEGHALAYA
286149,2,Nongdom,,22,Village Employment Council,293065,0,17,MEGHALAYA
286286,2,Nongdom,,22,Village Employment Council,292916,0,17,MEGHALAYA
286850,2,Nongdom Mawpliang,,22,Village Employment Council,293792,0,17,MEGHALAYA
287724,2,Nongdommawria,,22,Village Employment Council,292917,0,17,MEGHALAYA
286092,2,Nongdom(Umyiap),,22,Village Employment Council,292596,0,17,MEGHALAYA
285522,2,Nongdron,,22,Village Employment Council,292918,0,17,MEGHALAYA
285499,2,Nongdubir,,22,Village Employment Council,292920,0,17,MEGHALAYA
287940,2,Nongduh,,22,Village Employment Council,292638,0,17,MEGHALAYA
288138,2,Nongeitniang,,22,Village Employment Council,292645,0,17,MEGHALAYA
286577,2,Nongeitser,,22,Village Employment Council,292919,0,17,MEGHALAYA
286054,2,Nongeitthamah,,22,Village Employment Council,292589,0,17,MEGHALAYA
285496,2,Nonghadok,,22,Village Employment Council,292920,0,17,MEGHALAYA
287480,2,Nonghali,,22,Village Employment Council,292921,0,17,MEGHALAYA
285501,2,Nonghawei,,22,Village Employment Council,292922,0,17,MEGHALAYA
287610,2,Nonghulew,,22,Village Employment Council,292567,0,17,MEGHALAYA
286308,2,Nonghyllam,,22,Village Employment Council,292926,0,17,MEGHALAYA
285775,2,Nonghynrum,,22,Village Employment Council,292753,0,17,MEGHALAYA
285726,2,Nongjaiaw,,22,Village Employment Council,292923,0,17,MEGHALAYA
286099,2,Nongjlak,,22,Village Employment Council,292924,0,17,MEGHALAYA
288232,2,Nongjngi,,22,Village Employment Council,292925,0,17,MEGHALAYA
285647,2,Nongjri,,22,Village Employment Council,292927,0,17,MEGHALAYA
286306,2,Nongjri,,22,Village Employment Council,292926,0,17,MEGHALAYA
287060,2,Nongjri,,22,Village Employment Council,292958,0,17,MEGHALAYA
287993,2,Nongjri,,22,Village Employment Council,292928,0,17,MEGHALAYA
288092,2,Nongjri Bah,,22,Village Employment Council,292929,0,17,MEGHALAYA
288127,2,Nongjri Shkod,,22,Village Employment Council,292930,0,17,MEGHALAYA
288091,2,Nongjri Tluh,,22,Village Employment Council,292929,0,17,MEGHALAYA
288125,2,Nongjri War,,22,Village Employment Council,292929,0,17,MEGHALAYA
287546,2,Nongjrong,,22,Village Employment Council,292931,0,17,MEGHALAYA
285923,2,Nongjyndiang,,22,Village Employment Council,292625,0,17,MEGHALAYA
285639,2,Nongkabur,,22,Village Employment Council,292757,0,17,MEGHALAYA
286158,2,Nongkakrai,,22,Village Employment Council,292948,0,17,MEGHALAYA
285937,2,Nongkaniang,,22,Village Employment Council,292932,0,17,MEGHALAYA
286080,2,Nongkasen,,22,Village Employment Council,292520,0,17,MEGHALAYA
287240,2,Nongkasen,,22,Village Employment Council,292726,0,17,MEGHALAYA
285898,2,Nongkdait,,22,Village Employment Council,292028,0,17,MEGHALAYA
286337,2,Nongkdait,,22,Village Employment Council,292933,0,17,MEGHALAYA
286338,2,Nongkdait-Nongtwah,,22,Village Employment Council,292934,0,17,MEGHALAYA
285897,2,Nongkenbah,,22,Village Employment Council,292941,0,17,MEGHALAYA
288119,2,Nongkhaiwui,,22,Village Employment Council,293025,0,17,MEGHALAYA
288211,2,Nongkharai,,22,Village Employment Council,292967,0,17,MEGHALAYA
285555,2,Nongkhlain,,22,Village Employment Council,292936,0,17,MEGHALAYA
285990,2,Nongkhlaw A,,22,Village Employment Council,292939,0,17,MEGHALAYA
286203,2,Nongkhlaw A & B,,22,Village Employment Council,292937,0,17,MEGHALAYA
285991,2,Nongkhlaw B,,22,Village Employment Council,292940,0,17,MEGHALAYA
287230,2,Nongkhlaw Rynli,,22,Village Employment Council,293340,0,17,MEGHALAYA
288028,2,Nongkhlieng,,22,Village Employment Council,292813,0,17,MEGHALAYA
285918,2,Nongkhniang,,22,Village Employment Council,292941,0,17,MEGHALAYA
285988,2,Nongkhnum,,22,Village Employment Council,292942,0,17,MEGHALAYA
288212,2,Nongkhroh,,22,Village Employment Council,293545,0,17,MEGHALAYA
285837,2,Nongkhusar,,22,Village Employment Council,292959,0,17,MEGHALAYA
286043,2,Nongkhusba,,22,Village Employment Council,292690,0,17,MEGHALAYA
288214,2,Nongkhyllep,,22,Village Employment Council,292967,0,17,MEGHALAYA
288759,2,Nongkhyriem,,22,Village Employment Council,292944,0,17,MEGHALAYA
285955,2,Nongklung,,22,Village Employment Council,292165,0,17,MEGHALAYA
285956,2,Nongklung Rim,,22,Village Employment Council,292165,0,17,MEGHALAYA
287375,2,Nongkohlew,,22,Village Employment Council,292945,0,17,MEGHALAYA
284027,2,Nongkongkil,Nongkongkil,22,Village Employment Council,292946,0,17,MEGHALAYA
286154,2,Nongkrem,,22,Village Employment Council,292948,0,17,MEGHALAYA
287498,2,Nongkrem,,22,Village Employment Council,292947,0,17,MEGHALAYA
287843,2,Nongkriah,,22,Village Employment Council,292949,0,17,MEGHALAYA
287903,2,Nongkroh,,22,Village Employment Council,293601,0,17,MEGHALAYA
288053,2,Nongkroh,,22,Village Employment Council,292951,0,17,MEGHALAYA
285880,2,Nongkroh Rambrai,,22,Village Employment Council,292950,0,17,MEGHALAYA
285724,2,Nongkrong,,22,Village Employment Council,292952,0,17,MEGHALAYA
285887,2,Nongkseh,,22,Village Employment Council,292954,0,17,MEGHALAYA
286171,2,Nongkseh,,22,Village Employment Council,292953,0,17,MEGHALAYA
287473,2,Nongkseh (CT),,22,Village Employment Council,293644,0,17,MEGHALAYA
286341,2,Nongktieh,,22,Village Employment Council,292955,0,17,MEGHALAYA
286277,2,Nongktieh manai,,22,Village Employment Council,293146,0,17,MEGHALAYA
286212,2,Nongktieh tharia,,22,Village Employment Council,292408,0,17,MEGHALAYA
286305,2,Nongkulang,,22,Village Employment Council,292956,0,17,MEGHALAYA
288031,2,Nongkwai,,22,Village Employment Council,292957,0,17,MEGHALAYA
287061,2,Nongkya,,22,Village Employment Council,292958,0,17,MEGHALAYA
286641,2,Nongkylla Khasi,,22,Village Employment Council,291776,0,17,MEGHALAYA
286664,2,Nongkylla Mikir,,22,Village Employment Council,292131,0,17,MEGHALAYA
285835,2,Nongkyllang,,22,Village Employment Council,292959,0,17,MEGHALAYA
286797,2,Nongkyllang,,22,Village Employment Council,292124,0,17,MEGHALAYA
285629,2,Nongkyna,,22,Village Employment Council,292718,0,17,MEGHALAYA
286349,2,Nongkynbah,,22,Village Employment Council,292960,0,17,MEGHALAYA
288118,2,Nongkyndah,,22,Village Employment Council,293025,0,17,MEGHALAYA
285550,2,Nongkyndang,,22,Village Employment Council,292961,0,17,MEGHALAYA
285864,2,Nongkyndang,,22,Village Employment Council,292959,0,17,MEGHALAYA
287161,2,Nongkyndong,,22,Village Employment Council,292640,0,17,MEGHALAYA
285997,2,Nongkynjang,,22,Village Employment Council,292938,0,17,MEGHALAYA
286872,2,Nongkynrih,,22,Village Employment Council,292358,0,17,MEGHALAYA
288315,2,Nongkynrih,,22,Village Employment Council,292962,0,17,MEGHALAYA
287911,2,Nongla,,22,Village Employment Council,292700,0,17,MEGHALAYA
286873,2,Nongladew,,22,Village Employment Council,293693,0,17,MEGHALAYA
286127,2,Nonglait,,22,Village Employment Council,292963,0,17,MEGHALAYA
287787,2,Nonglait,,22,Village Employment Council,292964,0,17,MEGHALAYA
285609,2,Nonglang,,22,Village Employment Council,292966,0,17,MEGHALAYA
286159,2,Nonglang,,22,Village Employment Council,292948,0,17,MEGHALAYA
286561,2,Nonglang,,22,Village Employment Council,292965,0,17,MEGHALAYA
286045,2,Nonglanglieh,,22,Village Employment Council,292651,0,17,MEGHALAYA
288209,2,Nonglatem,,22,Village Employment Council,292967,0,17,MEGHALAYA
286255,2,Nongliput,,22,Village Employment Council,293160,0,17,MEGHALAYA
286815,2,Nonglum,,22,Village Employment Council,293768,0,17,MEGHALAYA
287095,2,Nonglum,,22,Village Employment Council,293633,0,17,MEGHALAYA
287350,2,Nonglwai,,22,Village Employment Council,292482,0,17,MEGHALAYA
286008,2,Nonglwai I,,22,Village Employment Council,292723,0,17,MEGHALAYA
285951,2,Nonglwai II,,22,Village Employment Council,292723,0,17,MEGHALAYA
286037,2,Nonglyier,,22,Village Employment Council,292331,0,17,MEGHALAYA
286494,2,Nonglyngkein,,22,Village Employment Council,292913,0,17,MEGHALAYA
287389,2,Nonglyngkien,,22,Village Employment Council,292611,0,17,MEGHALAYA
287898,2,Nonglyngkien,,22,Village Employment Council,292692,0,17,MEGHALAYA
285539,2,Nongma,,22,Village Employment Council,292147,0,17,MEGHALAYA
287403,2,Nongmadan,,22,Village Employment Council,292324,0,17,MEGHALAYA
287709,2,Nongmadan,,22,Village Employment Council,293113,0,17,MEGHALAYA
288032,2,Nongmadan Mawpran,,22,Village Employment Council,292670,0,17,MEGHALAYA
286983,2,Nongmahir,,22,Village Employment Council,293682,0,17,MEGHALAYA
286311,2,Nongmalang,,22,Village Employment Council,292969,0,17,MEGHALAYA
285570,2,Nongmawkhar,,22,Village Employment Council,292970,0,17,MEGHALAYA
285567,2,Nongmawlein,,22,Village Employment Council,292971,0,17,MEGHALAYA
286544,2,Nongmawlein,,22,Village Employment Council,292682,0,17,MEGHALAYA
286046,2,Nongmawlieh,,22,Village Employment Council,293704,0,17,MEGHALAYA
285540,2,Nongmawlong,,22,Village Employment Council,292147,0,17,MEGHALAYA
286990,2,Nongmawlong,,22,Village Employment Council,292829,0,17,MEGHALAYA
285551,2,Nongmawnar,,22,Village Employment Council,292976,0,17,MEGHALAYA
285544,2,Nongmawshut,,22,Village Employment Council,292753,0,17,MEGHALAYA
285976,2,Nongmiangkain,,22,Village Employment Council,292690,0,17,MEGHALAYA
283901,2,Nong Miapara,,22,Village Employment Council,291782,0,17,MEGHALAYA
