S.No.,Assembly Constituency Code,Assembly Constituency ECI Code,Assembly Constituency Name,Block Code,Block Name,District Census 2011 Code,District Code,District Name,Localbody Code,Localbody Name,Parliament Constituency code,Parliament Constituency ECI Code,Parliament Constituency Name,State Name,Subdistrict Census 2011 Code,Subdistrict Code,Subdistrict Name,Village Census 2011 Code,Village Code,Village Name
2088,3944,138,Manapparai,6375,MARUNGAPURI,614,591,TIRUCHIRAPPALLI,230262,Sevalpatti,517,26,Karur,TAMIL NADU,00000,5954,MARUNGAPURI,636126,636126,Sevalpatti
2089,3864,68,Cheyyar,6403,ANAKKAVUR,606,593,TIRUVANNAMALAI,230924,Kilathur,504,,Arani,TAMIL NADU,05722,5722,Cheyyar,631357,631357,Kizhathur
2090,4075,46,Gudiyattam,6447,PERANAMBATTU,605,595,VELLORE,232720,Sathgur,539,7,Vellore,TAMIL NADU,05712,5712,Gudiyatham,630367,630367,Sathkar (CT)
2091,4070,64,Kilpennathur,6417,TIRUVANNAMALAI,606,593,TIRUVANNAMALAI,231597,T.valavetti,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632234,632234,Tirukalur Valavetti
2092,4010,186,Sivaganga,6317,SIVAGANGA,622,585,SIVAGANGA,228278,Ponnakulam,528,33,Sivaganga,TAMIL NADU,05832,5832,Sivaganga,640298,640298,Kovanur
2093,3861,39,Sholingur,6448,SHOLINGHUR,000,731,Ranipet,232740,KATTRAMPAKKAM,503,6,Arakkonam,TAMIL NADU,00000,7060,Sholinghur,630500,630500,Kattarampakkam
2094,3969,168,Thiruvarur,6361,KORADACHERRY,619,590,THIRUVARUR,229716,KARAIYAPALAYUR,521,30,Nagapattinam,TAMIL NADU,05804,5804,Kudavasal,637976,637976,Karaiyappalaiyur
2095,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224971,Chinnarandoddi,518,14,Krishnagiri,TAMIL NADU,00000,6641,Shoolagiri,643702,643702,Gudisadanapalli
2096,4077,47,Vaniyambadi,6433,ALANGAYAN,000,732,Tirupathur,232191,PERIYAKURUMBATHERU,539,7,Vellore,TAMIL NADU,05718,5718,Vaniyambadi,630923,630923,Kothakottai
2097,4043,178,Gandarvakottai,6270,KUNNANDARKOIL,621,582,PUDUKKOTTAI,226885,VATHANAKKOTTAI,534,27,Tiruchirappalli,TAMIL NADU,05819,5819,Kulathur,639334,639334,Kunnandarkovil
2098,4025,167,Mannargudi,6363,MANNARGUDI,619,590,THIRUVARUR,229836,THULASENDRAPURAM,531,31,Thanjavur,TAMIL NADU,05808,5808,Mannargudi,638268,638268,Thulasendirapuram
2099,3988,146,Thuraiyur,6381,TURAIYUR,614,591,TIRUCHIRAPPALLI,230423,Kombai,524,28,Perambalur,TAMIL NADU,05775,5775,Thuraiyur,635824,635824,Palamalai R.F.
2100,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224987,Nerigam,518,14,Krishnagiri,TAMIL NADU,00000,6641,Shoolagiri,643694,643694,Collapalli
2101,3969,168,Thiruvarur,6363,MANNARGUDI,619,590,THIRUVARUR,229840,VADAPATHIMANGALAM,521,30,Nagapattinam,TAMIL NADU,00000,6627,Koothanallur,638190,638190,Kiliyanoor
2102,4055,105,Anthiyur,6172,THOOCKANAICKENPALAIYAM,610,573,ERODE,223839,KONDAYAMPALAYAM,536,,Tiruppur,TAMIL NADU,05751,5751,Gobichettipalayam,634902,634902,Kondayampalayam
2103,3890,150,Jayankondam,6257,JAYAMKONDAM,616,610,Ariyalur,226427,Thandalai,508,12,Chidambaram,TAMIL NADU,05786,5786,Udayarpalayam,636365,636365,Thandalai
2104,4088,196,Thirumangalam,6217,KALLIKUDI,623,578,MADURAI,225181,K. Vellakulam,541,,Virudhunagar,TAMIL NADU,00000,6615,Kalligudi,640990,640990,Kalligudi Bit - 1
2105,4010,186,Sivaganga,6317,SIVAGANGA,622,585,SIVAGANGA,228249,Cholapuram,528,33,Sivaganga,TAMIL NADU,05832,5832,Sivaganga,640254,640254,Cholapuram
2106,3973,92,Rasipuram,6245,NAMAGIRIPET,609,580,NAMAKKAL,226111,Mangalapuram,522,,Namakkal,TAMIL NADU,05746,5746,Rasipuram,634490,634490,Mangalapuram
2107,3867,66,Polur,6412,POLUR,606,593,TIRUVANNAMALAI,231311,Enduvambadi,504,,Arani,TAMIL NADU,05724,5724,Polur,631686,631686,Enduvambady
2108,4055,105,Anthiyur,6172,THOOCKANAICKENPALAIYAM,610,573,ERODE,223845,PUNJAITHURAIYAMPALAYAM,536,,Tiruppur,TAMIL NADU,05751,5751,Gobichettipalayam,634901,634901,Punjaithuraipalayam
2109,4008,184,Karaikudi,6315,SAKKOTTAI,622,585,SIVAGANGA,228203,Pirambuvayal,528,33,Sivaganga,TAMIL NADU,05830,5830,Karaikkudi,640093,640093,Pirambuvayal
2110,3890,150,Jayankondam,6257,JAYAMKONDAM,616,610,Ariyalur,226406,Eravangudi,508,12,Chidambaram,TAMIL NADU,05786,5786,Udayarpalayam,636352,636352,Eravangudy
2111,4089,195,Thiruparankundram,6225,TIRUPPARANGUNRAM,623,578,MADURAI,225488,Vadivelkarai,541,,Virudhunagar,TAMIL NADU,00000,5961,MADURAI WEST,641020,641020,Vadivelkarai
2112,3954,189,Madurai East,6219,MADURAI EAST,623,578,MADURAI,225251,KADAIKINARU,519,24,Madurai,TAMIL NADU,00000,5960,MADURAI EAST,640638,640638,K.Pappankulam
2113,3972,95,Paramathi-velur,6239,ELACIPALAYAM,609,580,NAMAKKAL,225987,Mavureddipatti,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634465,634465,Mavureddipatti
2114,4069,65,Kalasapakkam,6413,PUDUPALAYAM,606,593,TIRUVANNAMALAI,231382,Vasudevanpattu,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631917,631917,Vasudevanpattu
2115,3864,68,Cheyyar,6419,VEMBAKKAM,606,593,TIRUVANNAMALAI,231717,Sozhavaram,504,,Arani,TAMIL NADU,00000,6624,Vembakkam,631308,631308,Chozhavaram
2116,4088,196,Thirumangalam,6223,T.KALLUPATTI,623,578,MADURAI,225413,T. kunnathur,541,,Virudhunagar,TAMIL NADU,05839,5839,Peraiyur,640887,640887,Kunnathur BIT 1
2117,3944,138,Manapparai,6375,MARUNGAPURI,614,591,TIRUCHIRAPPALLI,230229,A. Poruvai,517,26,Karur,TAMIL NADU,00000,5954,MARUNGAPURI,636110,636110,Ayamporuvai
2118,4009,187,Manamadurai,6309,ILAYANKUDI,622,585,SIVAGANGA,228010,Thayamangalam,528,33,Sivaganga,TAMIL NADU,05834,5834,Ilayangudi,640442,640442,Kannamangalam
2119,4075,46,Gudiyattam,6447,PERANAMBATTU,605,595,VELLORE,232693,Gundalapalli,539,7,Vellore,TAMIL NADU,00000,6663,Pernambut,630281,630281,Rangampettai
2120,3984,143,Lalgudi,6377,PULLAMBADI,614,591,TIRUCHIRAPPALLI,230319,Kovandakurichi,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635906,635906,Kovandakurichi
2121,4009,187,Manamadurai,6309,ILAYANKUDI,622,585,SIVAGANGA,227969,Akkavayal,528,33,Sivaganga,TAMIL NADU,05834,5834,Ilayangudi,640433,640433,Akkavayal
2122,3950,56,Thalli,6208,KELAMANGALAM,631,577,KRISHNAGIRI,224902,Sandhanapalli,518,14,Krishnagiri,TAMIL NADU,05892,5892,Denkanikottai,644093,644093,Denkanikotta R.F.
2123,4008,184,Karaikudi,6308,DEVAKOTTAI,622,585,SIVAGANGA,227955,THALAKKAVAYAL,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640165,640165,Sathikkottai
2124,3976,96,Tiruchengodu,6239,ELACIPALAYAM,609,580,NAMAKKAL,225996,Sakthinaickenpalayam,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634413,634413,Elaiyampalayam
2125,3947,52,Bargur,6205,BARGUR,631,577,KRISHNAGIRI,224791,Jagadevi,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643996,643996,Thogarapalli R.F.
2126,3973,92,Rasipuram,6253,VENNANDUR,609,580,NAMAKKAL,226282,Nadupatti,522,,Namakkal,TAMIL NADU,05746,5746,Rasipuram,634509,634509,Nadupatti
2127,3949,53,Krishnagiri,6207,KAVERIPATTINAM,631,577,KRISHNAGIRI,224864,Mittahalli,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643978,643978,Mittahalli
2128,3862,3,Tiruttani,6350,PALLIPATTU,602,589,THIRUVALLUR,229369,Venkatarajakuppam,503,6,Arakkonam,TAMIL NADU,05697,5697,Pallipattu,628938,628938,Venkatarajakuppam
2129,4036,197,Usilampatti,6216,CHELLAMPATTI,623,578,MADURAI,225160,MUDALAIKULAM,532,,Theni,TAMIL NADU,05838,5838,Usilampatti,640799,640799,Mudalaikulam
2130,3975,93,Senthamangalam,6242,KOLLI HILLS,609,580,NAMAKKAL,226043,Alathur Nadu,522,,Namakkal,TAMIL NADU,00000,6625,KOLLI HILLS,634565,634565,Alathurnadu
2131,4008,184,Karaikudi,6308,DEVAKOTTAI,622,585,SIVAGANGA,227934,KAVATHUGUDI,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640208,640208,Tiruvegampet
2132,4070,64,Kilpennathur,6417,TIRUVANNAMALAI,606,593,TIRUVANNAMALAI,231556,Kadagaman,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632256,632256,Kadagaman
2133,4010,186,Sivaganga,6311,KALLAL,622,585,SIVAGANGA,228099,POYYALUR,528,33,Sivaganga,TAMIL NADU,05830,5830,Karaikkudi,640100,640100,Koothalur
2134,3984,143,Lalgudi,6377,PULLAMBADI,614,591,TIRUCHIRAPPALLI,230311,Alambadi,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635934,635934,Alambadi
2135,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228047,NADAMANGALAM,528,33,Sivaganga,TAMIL NADU,00000,6644,Kalaiyarkoil,640331,640331,Purasapattiudayarendal
2136,4077,47,Vaniyambadi,6433,ALANGAYAN,000,732,Tirupathur,232847,MITTOOR,539,7,Vellore,TAMIL NADU,05720,5720,Tirupathur,630953,630953,Nacharkuppam
2137,4045,139,Srirangam,6373,MANAPPARAI,614,591,TIRUCHIRAPPALLI,230201,Siththanatham,534,27,Tiruchirappalli,TAMIL NADU,05781,5781,Manapparai,636047,636047,Chettichatram
2138,4076,45,Kilvaithinankuppam,6437,GUDIYATTAM,605,595,VELLORE,232342,Thattaparai,539,7,Vellore,TAMIL NADU,05712,5712,Gudiyatham,630288,630288,Thattaparai
2139,4077,47,Vaniyambadi,6445,NATRAMPALLI,000,732,Tirupathur,232599,ALASANDAPURAM,539,7,Vellore,TAMIL NADU,05718,5718,Vaniyambadi,630930,630930,Alasandapuram
2140,3928,83,Yercaud,6289,AYODHIYAPATTINAM,608,584,SALEM,227589,Valaiyakaranur,514,,Kallakurichi,TAMIL NADU,05740,5740,Salem,633978,633978,Valaiyakkaranur
2141,3947,52,Bargur,6205,BARGUR,631,577,KRISHNAGIRI,224780,Achamangalam,518,14,Krishnagiri,TAMIL NADU,00000,6613,Bargur,643938,643938,Achamangalam
2142,3864,68,Cheyyar,6403,ANAKKAVUR,606,593,TIRUVANNAMALAI,230938,Melnemili,504,,Arani,TAMIL NADU,05722,5722,Cheyyar,631423,631423,Mel Nemili
2143,3927,79,Sankarapuram,6466,SANKARAPURAM,000,729,KALLAKURICHI,233569,MURARPADU,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633370,633370,Murarbad
2144,4075,46,Gudiyattam,6447,PERANAMBATTU,605,595,VELLORE,232696,Karkoor,539,7,Vellore,TAMIL NADU,00000,6663,Pernambut,630322,630322,Karkur
2145,3968,166,Thiruthuraipoondi,6362,KOTTUR,619,590,THIRUVARUR,229768,Nochiyur,521,30,Nagapattinam,TAMIL NADU,05808,5808,Mannargudi,638316,638316,Nochiyur
2146,3925,80,Kallakurichi,6467,THIAGADURGAM,000,729,KALLAKURICHI,233631,VARANJARAM,514,,Kallakurichi,TAMIL NADU,05734,5734,Kallakkurichi,633565,633565,Varanjaram R.F
2147,4067,62,Chengam,6405,CHENGAM,606,593,TIRUVANNAMALAI,231037,Puliyampatti,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631953,631953,Manikkal
2148,3866,71,Mailam,6464,OLAKKUR,607,596,VILLUPURAM,233498,VENMANIYATHUR,504,,Arani,TAMIL NADU,05729,5729,Tindivanam,632609,632609,Venmaniyathur
2149,4088,196,Thirumangalam,6217,KALLIKUDI,623,578,MADURAI,225188,M.Pudupatty,541,,Virudhunagar,TAMIL NADU,00000,6615,Kalligudi,641010,641010,Puliankulam (Madavanaickanur)
2150,3984,143,Lalgudi,6371,LALGUDI,614,591,TIRUCHIRAPPALLI,230140,Seventhinathapuram,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635954,635954,Sevendhinathapuram
2151,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224968,Bukkasagaram,518,14,Krishnagiri,TAMIL NADU,05890,5890,Hosur,643847,643847,Sanamavu (R.F)
2152,3868,69,Vandavasi,6418,VANDAVASI,606,593,TIRUVANNAMALAI,231647,Ozhapakkam-kosapattu,504,,Arani,TAMIL NADU,05723,5723,Vandavasi,631452,631452,Ozhapakkam
2153,4080,72,Tindivanam,6464,OLAKKUR,607,596,VILLUPURAM,233462,KILMANNUR,540,,Viluppuram,TAMIL NADU,05729,5729,Tindivanam,632601,632601,Kilmannur
2154,3858,42,Arcot,6436,ARCOT,000,731,Ranipet,232274,Karikkanthangal,503,6,Arakkonam,TAMIL NADU,05716,5716,Arcot,630732,630732,Kilanthangal
2155,3952,54,Veppanahalli,6214,VEPPANAPALLI,631,577,KRISHNAGIRI,225086,Halekundani,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643882,643882,Nallur
2156,4044,180,Pudukkottai,6273,PUDUKKOTTAI,621,582,PUDUKKOTTAI,226982,Vagavasal,534,27,Tiruchirappalli,TAMIL NADU,05821,5821,Pudukkottai,639415,639415,Siruvayal
2157,4008,184,Karaikudi,6308,DEVAKOTTAI,622,585,SIVAGANGA,227929,KALLANGUDI,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640168,640168,Kallangudi
2158,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228044,MELAMARUNGOOR,528,33,Sivaganga,TAMIL NADU,00000,6644,Kalaiyarkoil,640325,640325,Silukkapatti
2159,3988,146,Thuraiyur,6381,TURAIYUR,614,591,TIRUCHIRAPPALLI,230431,Nagalapuram,524,28,Perambalur,TAMIL NADU,05775,5775,Thuraiyur,635797,635797,Nagalapuram
2160,3928,83,Yercaud,6289,AYODHIYAPATTINAM,608,584,SALEM,227590,Valasaiyur,514,,Kallakurichi,TAMIL NADU,05740,5740,Salem,633975,633975,Valasaiyur
2161,4077,47,Vaniyambadi,6444,MADHANUR,000,732,Tirupathur,232583,NACHARKUPPAM,539,7,Vellore,TAMIL NADU,05719,5719,Ambur,631032,631032,Nacharkuppam
2162,4070,64,Kilpennathur,6416,THURINJAPURAM,606,593,TIRUVANNAMALAI,231518,Northampoondi,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632055,632055,Narathampoondi
2163,3958,188,Melur,6218,KOTTAMPATTI,623,578,MADURAI,225235,Sennakarampatti,519,24,Madurai,TAMIL NADU,05835,5835,Melur,640515,640515,Kavathayampatti
2164,4071,50,Tiruppattur,6440,KANDILI,000,732,Tirupathur,232457,SUNDARAMPALLI,538,,Tiruvannamalai,TAMIL NADU,05720,5720,Tirupathur,631132,631132,Pudupatti
2165,3890,150,Jayankondam,6257,JAYAMKONDAM,616,610,Ariyalur,226408,Gundaveli,508,12,Chidambaram,TAMIL NADU,05786,5786,Udayarpalayam,636370,636370,Kundaveli (East)
2166,3984,143,Lalgudi,6371,LALGUDI,614,591,TIRUCHIRAPPALLI,230128,Nagar,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635927,635927,Nagar
2167,3986,145,Musiri,6378,TATTAYYANGARPETTAI,614,591,TIRUCHIRAPPALLI,230348,Karigali,524,28,Perambalur,TAMIL NADU,05774,5774,Musiri,635693,635693,Karikali
2168,3976,96,Tiruchengodu,6243,MALLASAMUDRAM,609,580,NAMAKKAL,226081,SarkarMamundi,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634384,634384,Mamundi
2169,3984,143,Lalgudi,6371,LALGUDI,614,591,TIRUCHIRAPPALLI,230147,Thinniyam,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635935,635935,Thinniyam
2170,3857,38,Arakkonam,6446,NEMILI,000,731,Ranipet,232659,Parithiputhur,503,6,Arakkonam,TAMIL NADU,00000,6664,Nemili,630595,630595,Parithiputhur
2171,4010,186,Sivaganga,6311,KALLAL,622,585,SIVAGANGA,228067,ARANMANAISIRUVAYAL,528,33,Sivaganga,TAMIL NADU,05830,5830,Karaikkudi,640115,640115,Keelapoongudi
2172,4043,178,Gandarvakottai,6270,KUNNANDARKOIL,621,582,PUDUKKOTTAI,226854,KANNANGUDI,534,27,Tiruchirappalli,TAMIL NADU,05819,5819,Kulathur,639303,639303,Vellaipillayarpatti
2173,4073,48,Ambur,6444,MADHANUR,000,732,Tirupathur,232722,Thennambut,539,7,Vellore,TAMIL NADU,05719,5719,Ambur,631026,631026,Thennambattu
2174,3926,78,Rishivandiyam,6465,RISHIVANDIAM,000,729,KALLAKURICHI,233528,Palayasiruvangur,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633365,633365,Palayasiruvangur
2175,3946,179,Viralimalai,6264,ANNAVASAL,621,582,PUDUKKOTTAI,226627,KILLUKUDY,517,26,Karur,TAMIL NADU,05818,5818,Iluppur,639271,639271,Kilikkudi
2176,4046,142,Thiruverumbur,6379,THIRUVERAMBUR,614,591,TIRUCHIRAPPALLI,230369,Arasangudi,534,27,Tiruchirappalli,TAMIL NADU,05780,5780,Thiruverumbur,636020,636020,Arasangudy
2177,3949,53,Krishnagiri,6209,KRISHNAGIRI,631,577,KRISHNAGIRI,224914,Chikkapoovathi,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643949,643949,Chikkapoovathi
2178,4074,44,Anaikattu,6434,ANAICUT,605,595,VELLORE,232229,Sathiyamangalam,539,7,Vellore,TAMIL NADU,00000,5964,Anaicut,630796,630796,Sathiyamangalam
2179,3984,143,Lalgudi,6371,LALGUDI,614,591,TIRUCHIRAPPALLI,230116,Keelaanbil,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635960,635960,Keelanbil
2180,4008,184,Karaikudi,6308,DEVAKOTTAI,622,585,SIVAGANGA,227954,SIRUVATHI,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640193,640193,Seluvatti
2181,4088,196,Thirumangalam,6224,TIRUMANGALAM,623,578,MADURAI,225442,PUNGANKULAM,541,,Virudhunagar,TAMIL NADU,05840,5840,Thirumangalam,640929,640929,Pungankulam
2182,4002,84,Omalur,6298,OMALUR,608,584,SALEM,227724,Thumbipadi,527,16,Salem,TAMIL NADU,00000,6619,Kadayampatti,633819,633819,Tumbipadi
2183,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224962,Angondapalli,518,14,Krishnagiri,TAMIL NADU,00000,6641,Shoolagiri,643745,643745,Amgondapalli
2184,4055,105,Anthiyur,6156,ANDIYUR,610,573,ERODE,223580,KOOTHAMPOONDI,536,,Tiruppur,TAMIL NADU,00000,5969,Anthiyur,634867,634867,Kuthampoondi
2185,4073,48,Ambur,6444,MADHANUR,000,732,Tirupathur,232700,Kumaramangalam,539,7,Vellore,TAMIL NADU,05719,5719,Ambur,631024,631024,Kumaramangalam
2186,4069,65,Kalasapakkam,6413,PUDUPALAYAM,606,593,TIRUVANNAMALAI,231361,Korattampattu,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631873,631873,Pudupattu
2187,3984,143,Lalgudi,6371,LALGUDI,614,591,TIRUCHIRAPPALLI,230123,Manakkal,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635940,635940,Manakkal (West)
2188,3868,69,Vandavasi,6418,VANDAVASI,606,593,TIRUVANNAMALAI,231657,Thaluthalai,504,,Arani,TAMIL NADU,05723,5723,Vandavasi,631463,631463,Thazhuthazhy
2189,3975,93,Senthamangalam,6242,KOLLI HILLS,609,580,NAMAKKAL,226052,SelurNadu,522,,Namakkal,TAMIL NADU,00000,6625,KOLLI HILLS,634699,634699,Selur R.F.
2190,3973,92,Rasipuram,6253,VENNANDUR,609,580,NAMAKKAL,226292,Thottiyavalasu,522,,Namakkal,TAMIL NADU,05746,5746,Rasipuram,634568,634568,Mallur RF
2191,3973,92,Rasipuram,6245,NAMAGIRIPET,609,580,NAMAKKAL,226116,Naraikinaru,522,,Namakkal,TAMIL NADU,05746,5746,Rasipuram,634573,634573,Naraikinar Block I R.F.
2192,3860,41,Ranipet,6452,WALAJAPET,000,731,Ranipet,232914,Vannivedu,503,6,Arakkonam,TAMIL NADU,05714,5714,Wallajah,630545,630545,Vannivedu RF
2193,4067,62,Chengam,6405,CHENGAM,606,593,TIRUVANNAMALAI,231025,Melravanthavadi,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631927,631927,Melravandavadi
2194,4072,63,Tiruvannamalai,6417,TIRUVANNAMALAI,606,593,TIRUVANNAMALAI,231586,Pavupattu,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632226,632226,Pavipattu
2195,3922,100,Modakurichi,6166,MODAKURICHI,610,573,ERODE,223736,GANAPATHIPALAYAM,513,,Erode,TAMIL NADU,00000,6636,Modakkurichi,635052,635052,Punjai Kalamangalam
2196,4083,75,Vikravandi,6457,KANAI,607,596,VILLUPURAM,233131,UDAYANATHAM,540,,Viluppuram,TAMIL NADU,00000,5978,Vikravandi,633045,633045,Udaiyanattam R.F.
2197,4008,184,Karaikudi,6308,DEVAKOTTAI,622,585,SIVAGANGA,227931,KANNANKOTTAI,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640147,640147,Kannankottai
2198,3867,66,Polur,6406,CHETPUT,606,593,TIRUVANNAMALAI,231090,Thumbur,504,,Arani,TAMIL NADU,00000,6617,Chetpet,631722,631722,Veerasambanur
2199,3868,69,Vandavasi,6411,PERNAMALLUR,606,593,TIRUVANNAMALAI,231301,Vallam,504,,Arani,TAMIL NADU,05723,5723,Vandavasi,631474,631474,Vallan
2200,3864,68,Cheyyar,6403,ANAKKAVUR,606,593,TIRUVANNAMALAI,230910,Akkur,504,,Arani,TAMIL NADU,05722,5722,Cheyyar,631334,631334,Edaval
2201,3972,95,Paramathi-velur,6241,KABILAMALAI,609,580,NAMAKKAL,226041,Vadakaraiyattur,522,,Namakkal,TAMIL NADU,05748,5748,Paramathi-Velur,634740,634740,Vadagarai Attur
2202,3859,40,Katpadi,6442,KATPADI,605,595,VELLORE,232500,PUTHUR,503,6,Arakkonam,TAMIL NADU,05713,5713,Katpadi,630410,630410,Puthur
2203,4070,64,Kilpennathur,6416,THURINJAPURAM,606,593,TIRUVANNAMALAI,231511,Mallavadi,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632084,632084,Sorandal
2204,3946,179,Viralimalai,6264,ANNAVASAL,621,582,PUDUKKOTTAI,226630,KUDIMIYANMALAI,517,26,Karur,TAMIL NADU,05818,5818,Iluppur,639284,639284,Kudumiyamalai
2205,4033,201,Cumbum,6340,CHINNAMANUR,624,588,THENI,229052,Seepalakottai,532,,Theni,TAMIL NADU,05845,5845,Uthamapalayam,641118,641118,Seepalakottai
2206,4071,50,Tiruppattur,6450,TIRUPPATTUR,000,732,Tirupathur,232829,AGARAM,538,,Tiruvannamalai,TAMIL NADU,05720,5720,Tirupathur,631114,631114,Kadirampatti
2207,3976,96,Tiruchengodu,6239,ELACIPALAYAM,609,580,NAMAKKAL,225982,Kuppandapalayam,522,,Namakkal,TAMIL NADU,05745,5745,Tiruchengode,634410,634410,Kuppandapalayam
2208,4034,199,Periyakulam,6344,THENI,624,588,THENI,229109,Unjampatti,532,,Theni,TAMIL NADU,05844,5844,Theni,641111,641111,Valkaradu RF
2209,4033,201,Cumbum,6345,UTTAMAPALAIYAM,624,588,THENI,229117,Pallavarayanpatti,532,,Theni,TAMIL NADU,05845,5845,Uthamapalayam,641123,641123,Pannaipuram
2210,3890,150,Jayankondam,6255,ANDIMADAM,616,610,Ariyalur,226342,Kodukkur,508,12,Chidambaram,TAMIL NADU,00000,5983,Andimadam,636360,636360,Kodukkur
2211,3971,94,Namakkal,6249,PUDUCHATRAM,609,580,NAMAKKAL,226196,KaraikurichiPudur,522,,Namakkal,TAMIL NADU,05747,5747,Namakkal,634602,634602,Tattayyangarpatti
2212,3860,41,Ranipet,6436,ARCOT,000,731,Ranipet,232304,Vepoor,503,6,Arakkonam,TAMIL NADU,05714,5714,Wallajah,630527,630527,Veppur
2213,4008,184,Karaikudi,6308,DEVAKOTTAI,622,585,SIVAGANGA,227960,THIRUMANAVAYAL,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640173,640173,Kottur
2214,3865,70,Gingee,6472,VALLAM,607,596,VILLUPURAM,233881,PERUMPOONDI,504,,Arani,TAMIL NADU,05728,5728,Gingee,632326,632326,Perumpundi
2215,4070,64,Kilpennathur,6410,KEELPENNATHUR,606,593,TIRUVANNAMALAI,231237,Rajanthangal,538,,Tiruvannamalai,TAMIL NADU,00000,6630,Kilpennathur,632188,632188,Iluppanthangal
2216,3948,55,Hosur,6206,HOSUR,631,577,KRISHNAGIRI,224817,Alasapalli Batvarapalli,518,14,Krishnagiri,TAMIL NADU,05890,5890,Hosur,643713,643713,Oddapalli
2217,4011,181,Thirumayam,6266,ARIMALAM,621,582,PUDUKKOTTAI,226741,Vanniyampatti,528,33,Sivaganga,TAMIL NADU,05822,5822,Thirumayam,639464,639464,Perungudi
2218,4082,73,Vanur,6458,KANDAMANGALAM,607,596,VILLUPURAM,233161,PAKKAM,540,,Viluppuram,TAMIL NADU,05731,5731,Viluppuram,633035,633035,Pakkam
2219,4069,65,Kalasapakkam,6413,PUDUPALAYAM,606,593,TIRUVANNAMALAI,231367,Melpadur,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631909,631909,Melpadur
2220,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224986,Melumalai,518,14,Krishnagiri,TAMIL NADU,00000,6641,Shoolagiri,643829,643829,Balagondarayanadurgam
2221,3975,93,Senthamangalam,6242,KOLLI HILLS,609,580,NAMAKKAL,226048,Edapuli Nadu,522,,Namakkal,TAMIL NADU,00000,6625,KOLLI HILLS,634562,634562,Edappulinadu
2222,3927,79,Sankarapuram,6466,SANKARAPURAM,000,729,KALLAKURICHI,233580,RAMARAJAPURAM,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633346,633346,Ramarajapuram
2223,3972,95,Paramathi-velur,6241,KABILAMALAI,609,580,NAMAKKAL,226037,Solasiramani,522,,Namakkal,TAMIL NADU,05748,5748,Paramathi-Velur,634721,634721,Solasiramani
2224,4044,180,Pudukkottai,6269,KARAMBAKUDI,621,582,PUDUKKOTTAI,226844,THEETHANIPATTI,534,27,Tiruchirappalli,TAMIL NADU,05825,5825,Karambakudi,639692,639692,Theethanipatty
