S.No.,Assembly Constituency Code,Assembly Constituency ECI Code,Assembly Constituency Name,Block Code,Block Name,District Census 2011 Code,District Code,District Name,Localbody Code,Localbody Name,Parliament Constituency code,Parliament Constituency ECI Code,Parliament Constituency Name,State Name,Subdistrict Census 2011 Code,Subdistrict Code,Subdistrict Name,Village Census 2011 Code,Village Code,Village Name
1951,4083,75,Vikravandi,6457,KANAI,607,596,VILLUPURAM,233134,VELLAYAMPATTU,540,,Viluppuram,TAMIL NADU,00000,5978,Vikravandi,632833,632833,Vellayaimbattu
1952,4025,167,Mannargudi,6363,MANNARGUDI,619,590,THIRUVARUR,229795,96 NEMMELI,531,31,Thanjavur,TAMIL NADU,05808,5808,Mannargudi,638248,638248,Nenmeli
1953,4069,65,Kalasapakkam,6409,KALASAPAKKAM,606,593,TIRUVANNAMALAI,231167,Ernamangalam,538,,Tiruvannamalai,TAMIL NADU,00000,5959,Kalasapakkam,631792,631792,Ernamangalam
1954,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228036,KOLLANGUDI,528,33,Sivaganga,TAMIL NADU,00000,6644,Kalaiyarkoil,640285,640285,Vittaneri
1955,3865,70,Gingee,6472,VALLAM,607,596,VILLUPURAM,233894,THONDUR,504,,Arani,TAMIL NADU,05728,5728,Gingee,632329,632329,Tondur
1956,3862,3,Tiruttani,6358,TIRUVELANGADU,602,589,THIRUVALLUR,229630,Poonimangadu,503,6,Arakkonam,TAMIL NADU,05696,5696,Tiruttani,628874,628874,Poonimangadu
1957,4067,62,Chengam,6414,THANDRAMPET,606,593,TIRUVANNAMALAI,231395,Kolamanjanur,538,,Tiruvannamalai,TAMIL NADU,05726,5726,THANDRAMPET,631993,631993,Olagalapadi
1958,3957,194,Madurai West,6225,TIRUPPARANGUNRAM,623,578,MADURAI,225461,Keelakuilkudi,519,24,Madurai,TAMIL NADU,00000,5961,MADURAI WEST,641021,641021,Tattanur
1959,3954,189,Madurai East,6219,MADURAI EAST,623,578,MADURAI,225260,MATHUR,519,24,Madurai,TAMIL NADU,00000,5960,MADURAI EAST,640580,640580,Povakkudi
1960,3867,66,Polur,6406,CHETPUT,606,593,TIRUVANNAMALAI,231069,Madavilagam,504,,Arani,TAMIL NADU,05724,5724,Polur,631703,631703,Madavilagam
1961,3864,68,Cheyyar,6419,VEMBAKKAM,606,593,TIRUVANNAMALAI,231681,Hasanamapet,504,,Arani,TAMIL NADU,00000,6624,Vembakkam,631284,631284,Hasanamapettai
1962,3944,138,Manapparai,6375,MARUNGAPURI,614,591,TIRUCHIRAPPALLI,230232,Alampatti,517,26,Karur,TAMIL NADU,00000,5954,MARUNGAPURI,636132,636132,Sevandampatti
1963,4007,182,Alangudi,6269,KARAMBAKUDI,621,582,PUDUKKOTTAI,226814,ATHIRANVIDUTHI,528,33,Sivaganga,TAMIL NADU,05825,5825,Karambakudi,639689,639689,Adiranviduthy
1964,3858,42,Arcot,6441,KANIYAMBADI,605,595,VELLORE,232471,Kilpallipattu,503,6,Arakkonam,TAMIL NADU,05717,5717,Vellore,630878,630878,Kilpallipattu
1965,4088,196,Thirumangalam,6217,KALLIKUDI,623,578,MADURAI,225199,S.Vellakulam,541,,Virudhunagar,TAMIL NADU,00000,6615,Kalligudi,641001,641001,Karukkuvaipatti
1966,3857,38,Arakkonam,6435,ARAKKONAM,000,731,Ranipet,232256,Perumuchi,503,6,Arakkonam,TAMIL NADU,05715,5715,Arakonam,630597,630597,Perumuchi
1967,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224991,Pasthalapalli,518,14,Krishnagiri,TAMIL NADU,05890,5890,Hosur,643807,643807,Mudinayanapalayam
1968,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228046,MUTHURVANIYANGUDI,528,33,Sivaganga,TAMIL NADU,00000,6644,Kalaiyarkoil,640267,640267,Sennalakudi
1969,4083,75,Vikravandi,6457,KANAI,607,596,VILLUPURAM,233106,KEDAR,540,,Viluppuram,TAMIL NADU,05731,5731,Viluppuram,632896,632896,Kedar
1970,3954,189,Madurai East,6219,MADURAI EAST,623,578,MADURAI,225273,TAMARAIPATTI,519,24,Madurai,TAMIL NADU,00000,5960,MADURAI EAST,640642,640642,Thamaraipatti BIT 1
1971,3946,179,Viralimalai,6264,ANNAVASAL,621,582,PUDUKKOTTAI,226650,THIRUVENGAIVASAL,517,26,Karur,TAMIL NADU,05818,5818,Iluppur,639280,639280,Perunijinai
1972,4077,47,Vaniyambadi,6433,ALANGAYAN,000,732,Tirupathur,232179,GOVINDAPURAM,539,7,Vellore,TAMIL NADU,05720,5720,Tirupathur,631155,631155,Govindapuram R.F
1973,4036,197,Usilampatti,6222,SEDAPATTI,623,578,MADURAI,225372,THULLUKUTTINAICKANUR,532,,Theni,TAMIL NADU,05839,5839,Peraiyur,640864,640864,Thullukkuttinayakkanur
1974,3954,189,Madurai East,6219,MADURAI EAST,623,578,MADURAI,225242,ANDARKOTTARAM,519,24,Madurai,TAMIL NADU,00000,5960,MADURAI EAST,640694,640694,Karuppapillaiendal
1975,3868,69,Vandavasi,6415,THELLAR,606,593,TIRUVANNAMALAI,231450,Korakottai,504,,Arani,TAMIL NADU,05723,5723,Vandavasi,631631,631631,Korakottai
1976,4088,196,Thirumangalam,6224,TIRUMANGALAM,623,578,MADURAI,225452,URAPPANUR,541,,Virudhunagar,TAMIL NADU,05840,5840,Thirumangalam,640936,640936,Urappanur BIT 1
1977,4074,44,Anaikattu,6451,VELLORE,605,595,VELLORE,232864,Athiyur,539,7,Vellore,TAMIL NADU,05717,5717,Vellore,630882,630882,Vellore R.F.
1978,4076,45,Kilvaithinankuppam,6437,GUDIYATTAM,605,595,VELLORE,232346,Varadhareddipalli,539,7,Vellore,TAMIL NADU,05712,5712,Gudiyatham,630278,630278,Varadhareddipalli
1979,3984,143,Lalgudi,6377,PULLAMBADI,614,591,TIRUCHIRAPPALLI,230313,E.Vellanur,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635911,635911,Vellanur
1980,3858,42,Arcot,6449,TIMIRI,000,731,Ranipet,232816,Chennasamudram,503,6,Arakkonam,TAMIL NADU,00000,7059,Kalavai,630748,630748,Siruvidagam
1981,4076,45,Kilvaithinankuppam,6439,K.V.KUPPAM,605,595,VELLORE,232419,Vaduganthangal,539,7,Vellore,TAMIL NADU,00000,7052,K V Kuppam,630441,630441,Vikramachi
1982,3968,166,Thiruthuraipoondi,6362,KOTTUR,619,590,THIRUVARUR,229750,Devadhanam,521,30,Nagapattinam,TAMIL NADU,05808,5808,Mannargudi,638310,638310,Devadanam
1983,4077,47,Vaniyambadi,6445,NATRAMPALLI,000,732,Tirupathur,232618,SANKARAPURAM,539,7,Vellore,TAMIL NADU,05718,5718,Vaniyambadi,630937,630937,Vadakkupattu
1984,4073,48,Ambur,6444,MADHANUR,000,732,Tirupathur,232574,KANNADIKUPPAM,539,7,Vellore,TAMIL NADU,05719,5719,Ambur,631030,631030,kannadikuppam
1985,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224972,Simplethiradi,518,14,Krishnagiri,TAMIL NADU,00000,6641,Shoolagiri,643782,643782,Chembarasanapalli
1986,3950,56,Thalli,6208,KELAMANGALAM,631,577,KRISHNAGIRI,224880,Bettamugalalam,518,14,Krishnagiri,TAMIL NADU,05892,5892,Denkanikottai,644095,644095,Ayyur R.F.
1987,4069,65,Kalasapakkam,6413,PUDUPALAYAM,606,593,TIRUVANNAMALAI,231353,Dhamaraippakkam,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631877,631877,Dhamaraipakkam
1988,4073,48,Ambur,6444,MADHANUR,000,732,Tirupathur,232596,VENGILI,539,7,Vellore,TAMIL NADU,05719,5719,Ambur,630996,630996,Vengili
1989,3926,78,Rishivandiyam,6465,RISHIVANDIAM,000,729,KALLAKURICHI,233515,Keelpadi,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633352,633352,Kilpadi
1990,4045,139,Srirangam,6374,MANIKANDAM,614,591,TIRUCHIRAPPALLI,230224,PUNGANUR,534,27,Tiruchirappalli,TAMIL NADU,05778,5778,Srirangam,635996,635996,Thayanur
1991,3952,54,Veppanahalli,6214,VEPPANAPALLI,631,577,KRISHNAGIRI,225105,Naduvanapalli,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643891,643891,Naduvanapalli
1992,3971,94,Namakkal,6249,PUDUCHATRAM,609,580,NAMAKKAL,226202,SarkarUduppam,522,,Namakkal,TAMIL NADU,05747,5747,Namakkal,634611,634611,Agrahara Uduppam
1993,3948,55,Hosur,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224983,B.Kurubarapalli,518,14,Krishnagiri,TAMIL NADU,00000,6641,Shoolagiri,643707,643707,Suligunta
1994,4077,47,Vaniyambadi,6445,NATRAMPALLI,000,732,Tirupathur,232599,ALASANDAPURAM,539,7,Vellore,TAMIL NADU,05718,5718,Vaniyambadi,630934,630934,Kollapalli
1995,3978,107,Bhavanisagar,6170,SATYAMANGALAM,610,573,ERODE,223812,CHIKKARASAMPALAYAM,523,18,Nilgiris,TAMIL NADU,05749,5749,Sathyamangalam,634793,634793,Pattavarthiayyampalayam
1996,4012,185,Tiruppattur,6316,SINGAMPUNARI,622,585,SIVAGANGA,228286,A.THEKKUR,528,33,Sivaganga,TAMIL NADU,00000,5995,Singampunari,639998,639998,Sadurvadamangalam
1997,4084,74,Viluppuram,6457,KANAI,607,596,VILLUPURAM,233118,PERUMBAKKAM,540,,Viluppuram,TAMIL NADU,05731,5731,Viluppuram,632974,632974,Perumbakkam
1998,4043,178,Gandarvakottai,6270,KUNNANDARKOIL,621,582,PUDUKKOTTAI,226865,NANJUR,534,27,Tiruchirappalli,TAMIL NADU,05819,5819,Kulathur,639329,639329,Nanjur
1999,3863,67,Arani,6404,ARANI,606,593,TIRUVANNAMALAI,230990,Randamkorattur,504,,Arani,TAMIL NADU,05721,5721,Arani,631189,631189,Randam Korattur
2000,3923,82,Attur,6300,PEDDANAICKENPALAYAM,608,584,SALEM,227748,A.Karadipatty,514,,Kallakurichi,TAMIL NADU,00000,6618,Pethanaickanpalayam,634278,634278,Ettapur Karadipatti
2001,3868,69,Vandavasi,6418,VANDAVASI,606,593,TIRUVANNAMALAI,231629,Kilpakkam,504,,Arani,TAMIL NADU,05723,5723,Vandavasi,631458,631458,Kilpakkam
2002,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228024,ALLUR,528,33,Sivaganga,TAMIL NADU,00000,6644,Kalaiyarkoil,640269,640269,Pirandakulam
2003,3864,68,Cheyyar,6407,CHEYYAR,606,593,TIRUVANNAMALAI,231136,Thandarai,504,,Arani,TAMIL NADU,05722,5722,Cheyyar,631351,631351,Thandarai
2004,4069,65,Kalasapakkam,6413,PUDUPALAYAM,606,593,TIRUVANNAMALAI,231368,Munnurmangalam,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631965,631965,Munnurmangalam RF
2005,4069,65,Kalasapakkam,6412,POLUR,606,593,TIRUVANNAMALAI,231307,Ananthapuram,538,,Tiruvannamalai,TAMIL NADU,05724,5724,Polur,631654,631654,Ananthapuram
2006,4079,76,Thirukoilur,6468,THIRUVENNAINALLUR,607,596,VILLUPURAM,233674,PUDHUPALAYAM .T,540,,Viluppuram,TAMIL NADU,00000,7053,THIRUVENNAINALLUR,633170,633170,T.Pudupalayam
2007,4075,46,Gudiyattam,6447,PERANAMBATTU,605,595,VELLORE,232706,Melvaithinankuppam,539,7,Vellore,TAMIL NADU,00000,6663,Pernambut,630333,630333,Melvaithinankuppam
2008,4067,62,Chengam,6405,CHENGAM,606,593,TIRUVANNAMALAI,231011,Chennasamuthiram,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631890,631890,Chennasamudram
2009,4089,195,Thiruparankundram,6225,TIRUPPARANGUNRAM,623,578,MADURAI,225491,Vedarpuliyankulam,541,,Virudhunagar,TAMIL NADU,00000,5962,THIRUPPARANKUNDRAM,641028,641028,Vedarpuliankulam
2010,4067,62,Chengam,6405,CHENGAM,606,593,TIRUVANNAMALAI,231013,Elangunni,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631951,631951,Kurumapatti
2011,3988,146,Thuraiyur,6382,UPPILIAPURAM,614,591,TIRUCHIRAPPALLI,230464,Thenpuranadu,524,28,Perambalur,TAMIL NADU,05775,5775,Thuraiyur,635812,635812,T.Kanapadi Encl R.F.
2012,4009,187,Manamadurai,6313,MANAMADURAI,622,585,SIVAGANGA,228157,T.PUDUKKOTTAI,528,33,Sivaganga,TAMIL NADU,05833,5833,Manamadurai,640426,640426,T.Pudukottai
2013,4010,186,Sivaganga,6317,SIVAGANGA,622,585,SIVAGANGA,228278,Ponnakulam,528,33,Sivaganga,TAMIL NADU,05832,5832,Sivaganga,640281,640281,Arasani
2014,4083,75,Vikravandi,6457,KANAI,607,596,VILLUPURAM,233136,VENGENTHOOR,540,,Viluppuram,TAMIL NADU,05731,5731,Viluppuram,632902,632902,Vengandur
2015,3927,79,Sankarapuram,6466,SANKARAPURAM,000,729,KALLAKURICHI,233554,ARUR,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633330,633330,Arur
2016,3890,150,Jayankondam,6257,JAYAMKONDAM,616,610,Ariyalur,226402,Angarayanallur,508,12,Chidambaram,TAMIL NADU,05786,5786,Udayarpalayam,636382,636382,Angarayanallur (East)
2017,4089,195,Thiruparankundram,6225,TIRUPPARANGUNRAM,623,578,MADURAI,225472,Nilaiyur 2 Bit,541,,Virudhunagar,TAMIL NADU,00000,5962,THIRUPPARANKUNDRAM,641070,641070,Nilaiyur BIT 2
2018,3972,95,Paramathi-velur,6244,MOHANUR,609,580,NAMAKKAL,226098,NANJAI EDAYAR,522,,Namakkal,TAMIL NADU,00000,6635,MOHANUR,634764,634764,Nanjai Edayar
2019,4074,44,Anaikattu,6451,VELLORE,605,595,VELLORE,232874,Sekkanur,539,7,Vellore,TAMIL NADU,00000,5964,Anaicut,630823,630823,Sekkanur
2020,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228041,MARANDAI,528,33,Sivaganga,TAMIL NADU,00000,6644,Kalaiyarkoil,640346,640346,Sethur
2021,4012,185,Tiruppattur,6314,S. PUDUR,622,585,SIVAGANGA,228180,Piranpatti,528,33,Sivaganga,TAMIL NADU,00000,5995,Singampunari,639975,639975,Piranpatti
2022,4067,62,Chengam,6414,THANDRAMPET,606,593,TIRUVANNAMALAI,231387,Bondai,538,,Tiruvannamalai,TAMIL NADU,05726,5726,THANDRAMPET,632009,632009,Bondai
2023,3972,95,Paramathi-velur,6248,PARAMATHY,609,580,NAMAKKAL,226173,MANIANUR,522,,Namakkal,TAMIL NADU,05748,5748,Paramathi-Velur,634710,634710,Maniyanur
2024,3954,189,Madurai East,6219,MADURAI EAST,623,578,MADURAI,225277,VELLIANKUNDRAM,519,24,Madurai,TAMIL NADU,00000,5960,MADURAI EAST,640583,640583,Andaman
2025,4084,74,Viluppuram,6458,KANDAMANGALAM,607,596,VILLUPURAM,233173,SIRUVANTHADU,540,,Viluppuram,TAMIL NADU,05731,5731,Viluppuram,633018,633018,Siruvandadu
2026,3864,68,Cheyyar,6403,ANAKKAVUR,606,593,TIRUVANNAMALAI,230918,Chithamoor,504,,Arani,TAMIL NADU,05722,5722,Cheyyar,631394,631394,Chithamur
2027,3944,138,Manapparai,6375,MARUNGAPURI,614,591,TIRUCHIRAPPALLI,230269,Tirunellipatti,517,26,Karur,TAMIL NADU,00000,5954,MARUNGAPURI,636094,636094,Thirunellipatti
2028,3975,93,Senthamangalam,6251,SENDAMANGALAM,609,580,NAMAKKAL,226241,Uthirakidikaval,522,,Namakkal,TAMIL NADU,00000,6632,SENDAMANGALAM,634616,634616,Uthiragadikaval
2029,3926,78,Rishivandiyam,6466,SANKARAPURAM,000,729,KALLAKURICHI,233577,POUNJIPATTU,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633236,633236,Pavunjipattu
2030,4036,197,Usilampatti,6216,CHELLAMPATTI,623,578,MADURAI,225164,PAPPAPATTI,532,,Theni,TAMIL NADU,05838,5838,Usilampatti,640795,640795,Pappapatti
2031,3859,40,Katpadi,6442,KATPADI,605,595,VELLORE,232729,AVULARANGAPALLI,503,6,Arakkonam,TAMIL NADU,05713,5713,Katpadi,630370,630370,Balekuppam
2032,4070,64,Kilpennathur,6416,THURINJAPURAM,606,593,TIRUVANNAMALAI,231517,Nookkambadi,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632088,632088,Nookambadi
2033,3861,39,Sholingur,6448,SHOLINGHUR,000,731,Ranipet,232761,SENGALNATHAM,503,6,Arakkonam,TAMIL NADU,00000,7060,Sholinghur,630480,630480,Sengalnatham
2034,3859,40,Katpadi,6442,KATPADI,605,595,VELLORE,232772,VEPPALAI,503,6,Arakkonam,TAMIL NADU,05713,5713,Katpadi,630388,630388,Veppalai
2035,4070,64,Kilpennathur,6410,KEELPENNATHUR,606,593,TIRUVANNAMALAI,231217,Kalingaleri,538,,Tiruvannamalai,TAMIL NADU,00000,6630,Kilpennathur,632157,632157,Sorappanandal
2036,4067,62,Chengam,6414,THANDRAMPET,606,593,TIRUVANNAMALAI,231386,Athipadi,538,,Tiruvannamalai,TAMIL NADU,05726,5726,THANDRAMPET,632027,632027,Beemarapatti
2037,4073,48,Ambur,6433,ALANGAYAN,000,732,Tirupathur,232692,Gollakuppam,539,7,Vellore,TAMIL NADU,05718,5718,Vaniyambadi,631039,631039,Gollakuppam
2038,3926,78,Rishivandiyam,6465,RISHIVANDIAM,000,729,KALLAKURICHI,233539,Seerpanandhal,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633290,633290,Sivapuram
2039,4067,62,Chengam,6405,CHENGAM,606,593,TIRUVANNAMALAI,231041,Che. Sorpanandal,538,,Tiruvannamalai,TAMIL NADU,05725,5725,Chengam,631936,631936,Se.Sorapanandal
2040,4043,178,Gandarvakottai,6270,KUNNANDARKOIL,621,582,PUDUKKOTTAI,226886,VATHANAKKURICHI,534,27,Tiruchirappalli,TAMIL NADU,05819,5819,Kulathur,639360,639360,Vathanakurichi
2041,3949,53,Krishnagiri,6207,KAVERIPATTINAM,631,577,KRISHNAGIRI,224870,Santhapuram,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643980,643980,Kaveripattinam
2042,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224978,Kanalatti,518,14,Krishnagiri,TAMIL NADU,00000,6641,Shoolagiri,643795,643795,Addakurukki
2043,3988,146,Thuraiyur,6382,UPPILIAPURAM,614,591,TIRUCHIRAPPALLI,230450,Alathudaiyanpatti,524,28,Perambalur,TAMIL NADU,05775,5775,Thuraiyur,635790,635790,Pachaperumal patti South
2044,3969,168,Thiruvarur,6363,MANNARGUDI,619,590,THIRUVARUR,229798,BHARATHI MOOLANKUDI,521,30,Nagapattinam,TAMIL NADU,00000,6627,Koothanallur,638172,638172,Punavasal
2045,3857,38,Arakkonam,6435,ARAKKONAM,000,731,Ranipet,232544,Perumalrajapet,503,6,Arakkonam,TAMIL NADU,05715,5715,Arakonam,630576,630576,Perumalrajapet
2046,4071,50,Tiruppattur,6450,TIRUPPATTUR,000,732,Tirupathur,232840,KARUPANUR,538,,Tiruvannamalai,TAMIL NADU,05720,5720,Tirupathur,631094,631094,Palnankuppam
2047,4070,64,Kilpennathur,6416,THURINJAPURAM,606,593,TIRUVANNAMALAI,231514,Meppathurai,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632051,632051,Kilathur
2048,4055,105,Anthiyur,6162,GOPICHETTIPALAIYAM,610,573,ERODE,223666,CHANDRAPURAM,536,,Tiruppur,TAMIL NADU,05751,5751,Gobichettipalayam,634939,634939,Chandrapuram
2049,3952,54,Veppanahalli,6211,SHOOLAGIRI,631,577,KRISHNAGIRI,224987,Nerigam,518,14,Krishnagiri,TAMIL NADU,00000,6641,Shoolagiri,643695,643695,Karikallupalli
2050,3867,66,Polur,6411,PERNAMALLUR,606,593,TIRUVANNAMALAI,231277,Melapoondi,504,,Arani,TAMIL NADU,00000,6617,Chetpet,631535,631535,Poondi (Mela)
2051,4043,178,Gandarvakottai,6269,KARAMBAKUDI,621,582,PUDUKKOTTAI,226843,SENGAMEDU,534,27,Tiruchirappalli,TAMIL NADU,05825,5825,Karambakudi,639652,639652,Sengamedu
2052,4032,200,Bodinayackanur,6344,THENI,624,588,THENI,229100,Koduvilarpatti,532,,Theni,TAMIL NADU,05843,5843,Periyakulam,641099,641099,Parambikaradu
2053,3862,3,Tiruttani,6354,R.K.PET,602,589,THIRUVALLUR,229482,Saharapadmapuram,503,6,Arakkonam,TAMIL NADU,00000,6674,R K PET,628973,628973,Aswaravanthapuram
2054,4012,185,Tiruppattur,6315,SAKKOTTAI,622,585,SIVAGANGA,228190,Chettinadu,528,33,Sivaganga,TAMIL NADU,05830,5830,Karaikkudi,640063,640063,Kanadukathan
2055,3859,40,Katpadi,6442,KATPADI,605,595,VELLORE,232487,AMMUNDI,503,6,Arakkonam,TAMIL NADU,05713,5713,Katpadi,630464,630464,Ammundi (R.F)
2056,4072,63,Tiruvannamalai,6417,TIRUVANNAMALAI,606,593,TIRUVANNAMALAI,231598,Thalayampallam,538,,Tiruvannamalai,TAMIL NADU,05727,5727,Tiruvannamalai,632229,632229,Sakkaratamadai
2057,4083,75,Vikravandi,6457,KANAI,607,596,VILLUPURAM,233092,ATHANOOR,540,,Viluppuram,TAMIL NADU,00000,5978,Vikravandi,632880,632880,Adanur
2058,3926,78,Rishivandiyam,6469,TIRUKKOYILUR,000,729,KALLAKURICHI,233735,VENGUR,514,,Kallakurichi,TAMIL NADU,05732,5732,Tirukkoyilur,633177,633177,Vengur
2059,3861,39,Sholingur,6443,KAVERIPAKKAM,000,731,Ranipet,232547,Pudupattu,503,6,Arakkonam,TAMIL NADU,00000,6664,Nemili,630643,630643,Pudupattu
2060,3949,53,Krishnagiri,6209,KRISHNAGIRI,631,577,KRISHNAGIRI,259723,ITTIKAL AGARAM,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643952,643952,Agaram
2061,3946,179,Viralimalai,6264,ANNAVASAL,621,582,PUDUKKOTTAI,226619,ENNAI,517,26,Karur,TAMIL NADU,05818,5818,Iluppur,639251,639251,Ennai
2062,3954,189,Madurai East,6219,MADURAI EAST,623,578,MADURAI,225253,KALLANDIRI,519,24,Madurai,TAMIL NADU,00000,5960,MADURAI EAST,640575,640575,Kallandhiri BIT 1
2063,4077,47,Vaniyambadi,6433,ALANGAYAN,000,732,Tirupathur,232201,VIJILAPURAM,539,7,Vellore,TAMIL NADU,05718,5718,Vaniyambadi,630923,630923,Kothakottai
2064,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228031,KALAYARKOVIL,528,33,Sivaganga,TAMIL NADU,00000,6644,Kalaiyarkoil,640286,640286,Somanathamangalam
2065,4010,186,Sivaganga,6310,KALAIYARKOIL,622,585,SIVAGANGA,228057,SILUKKAPATTI,528,33,Sivaganga,TAMIL NADU,00000,6644,Kalaiyarkoil,640326,640326,Vannikkudi
2066,4076,45,Kilvaithinankuppam,6439,K.V.KUPPAM,605,595,VELLORE,232413,Pasumathur,539,7,Vellore,TAMIL NADU,00000,7052,K V Kuppam,630427,630427,Pasumathur
2067,3864,68,Cheyyar,6403,ANAKKAVUR,606,593,TIRUVANNAMALAI,230945,Payyur,504,,Arani,TAMIL NADU,05722,5722,Cheyyar,631429,631429,Paiyur
2068,4036,197,Usilampatti,6226,USILAMPATTI,623,578,MADURAI,225504,Nakkalapatti,532,,Theni,TAMIL NADU,05838,5838,Usilampatti,640811,640811,Nakkalapatti
2069,4069,65,Kalasapakkam,6409,KALASAPAKKAM,606,593,TIRUVANNAMALAI,231182,Ladavaram,538,,Tiruvannamalai,TAMIL NADU,00000,5959,Kalasapakkam,631820,631820,Ginganallur
2070,3864,68,Cheyyar,6407,CHEYYAR,606,593,TIRUVANNAMALAI,231101,Eraiyur,504,,Arani,TAMIL NADU,05722,5722,Cheyyar,631356,631356,Eraiyur
2071,4070,64,Kilpennathur,6410,KEELPENNATHUR,606,593,TIRUVANNAMALAI,231216,Kadambai,538,,Tiruvannamalai,TAMIL NADU,00000,6630,Kilpennathur,632144,632144,Kadambai
2072,3975,93,Senthamangalam,6251,SENDAMANGALAM,609,580,NAMAKKAL,226235,Naducombai,522,,Namakkal,TAMIL NADU,00000,6632,SENDAMANGALAM,634617,634617,Naducombai
2073,4073,48,Ambur,6444,MADHANUR,000,732,Tirupathur,232727,Venkatasamuthiram,539,7,Vellore,TAMIL NADU,05719,5719,Ambur,631012,631012,Vengatasamudram
2074,4032,200,Bodinayackanur,6339,BODINAYAKKANUR,624,588,THENI,229031,Koolayanur,532,,Theni,TAMIL NADU,05842,5842,Bodinayakanur,641082,641082,Kulaiyanur
2075,4012,185,Tiruppattur,6318,TIRUPPATHUR,622,585,SIVAGANGA,228311,SEVINIPATTI,528,33,Sivaganga,TAMIL NADU,05829,5829,Thiruppathur,639988,639988,Ilayathagudi North
2076,4008,184,Karaikudi,6308,DEVAKOTTAI,622,585,SIVAGANGA,227936,KILIYUR,528,33,Sivaganga,TAMIL NADU,05831,5831,Devakottai,640210,640210,Karkalathur
2077,3978,107,Bhavanisagar,6171,TALAVADI,610,573,ERODE,223830,MALLANGULI,523,18,Nilgiris,TAMIL NADU,00000,6539,Thalavadi,634768,634768,Arulavadi
2078,4012,185,Tiruppattur,6318,TIRUPPATHUR,622,585,SIVAGANGA,228316,THIRUKOSTIYUR,528,33,Sivaganga,TAMIL NADU,05829,5829,Thiruppathur,640036,640036,Thanipatti
2079,3859,40,Katpadi,6442,KATPADI,605,595,VELLORE,232765,THANGAL,503,6,Arakkonam,TAMIL NADU,05713,5713,Katpadi,630369,630369,Thengal
2080,3947,52,Bargur,6205,BARGUR,631,577,KRISHNAGIRI,224814,Varattanapalli,518,14,Krishnagiri,TAMIL NADU,05891,5891,Krishnagiri,643995,643995,Varatanapalli R.F.
2081,3995,183,Aranthangi,6265,ARANTANGI,621,582,PUDUKKOTTAI,226708,Vettivayal,526,34,Ramanathapuram,TAMIL NADU,05826,5826,Aranthangi,639744,639744,Memangalam
2082,3984,143,Lalgudi,6371,LALGUDI,614,591,TIRUCHIRAPPALLI,230126,Maruthur,524,28,Perambalur,TAMIL NADU,05777,5777,Lalgudi,635925,635925,Marudhur
2083,3928,83,Yercaud,6289,AYODHIYAPATTINAM,608,584,SALEM,227588,Udayapatti,514,,Kallakurichi,TAMIL NADU,05740,5740,Salem,633998,633998,Udayapatti
2084,4012,185,Tiruppattur,6311,KALLAL,622,585,SIVAGANGA,228102,SEVARAKOTTAI,528,33,Sivaganga,TAMIL NADU,05829,5829,Thiruppathur,640062,640062,Severakottai
2085,4075,46,Gudiyattam,6444,MADHANUR,000,732,Tirupathur,232716,Periyavarigam,539,7,Vellore,TAMIL NADU,05719,5719,Ambur,631019,631019,Periavarikam
2086,4079,76,Thirukoilur,6463,MUGAIYUR,607,596,VILLUPURAM,233407,KARANAI,540,,Viluppuram,TAMIL NADU,00000,6651,Kandachipuram,633124,633124,Perichanur
2087,3926,78,Rishivandiyam,6465,RISHIVANDIAM,000,729,KALLAKURICHI,233538,Sathaputhur,514,,Kallakurichi,TAMIL NADU,05733,5733,Sankarapuram,633361,633361,Sathaputhur
