Assembly Constituency Code,Assembly Constituency ECI Code,Assembly Constituency Name,Block Code,Block Name,District Census 2011 Code,District Code,District Name,Localbody Code,Localbody Name,Parliament Constituency code,Parliament Constituency ECI Code,Parliament Constituency Name,State Name,Subdistrict Census 2011 Code,Subdistrict Code,Subdistrict Name,Village Census 2011 Code,Village Code,Village Name
3503,88,Hadagalli,5783,HAGARIBOMMANAHALLI,565,528,BALLARI,216173,BANNIKALLU,458,5,Ballari,KARNATAKA,05497,5497,Hagaribommanahalli,604645,604645,Bannikal,
3549,98,Challakere,5810,CHITRADURGA,566,533,CHITRADURGA,217086,TURUVANUR,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,605502,605502,Upparatti,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218262,HIRIYUR,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615554,615554,Hariharapura,
3593,197,Holenarasipur,5851,HASSAN,574,539,HASSAN,218376,DUDDA,469,19,Hassan,KARNATAKA,05556,5556,Hassan,615951,615951,Chikkakadalur,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218862,KOTAGAL,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624522,624522,Sujjanahalli,
3612,144,Srinivaspur,5870,KOLAR,581,542,KOLAR,218956,URAGILI,471,10,Kolar,KARNATAKA,05591,5591,Kolar,621921,621921,Madavagurjenahalli,
3631,212,Hunsur,5887,HUNSUR,577,545,MYSURU,219490,MARADUR,474,16,Mysuru,KARNATAKA,05570,5570,Hunsur,618413,618413,Kebbe Koppalu,
3521,32,Indi,5795,INDI,557,530,VIJAYAPURA,216587,PADANUR,460,28,Vijayapura,KARNATAKA,05450,5450,Indi,599212,599212,Padanur,
3667,126,Tarikere,5808,TARIKERE,570,532,CHIKKAMAGALURU,216975,BETTADAHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05528,5528,Tarikere,609158,609158,Chakonahalli,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,219002,HEBBANI,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,623054,623054,Bangavadi,
3650,111,Shivamogga Rural,5902,SHIVAMOGGA,568,547,SHIVAMOGGA,219983,AYANURU-I,476,21,Shivamogga,KARNATAKA,05520,5520,Shivamogga,608362,608362,Veerannana Benavalli,
3593,197,Holenarasipur,5850,CHANNARAYAPATNA,574,539,HASSAN,218331,BALADARE,469,19,Hassan,KARNATAKA,05560,5560,Channarayapatna,617244,617244,Tenkanahalli,
3504,89,Hagaribommanahalli,5784,HOSAPETE,565,528,BALLARI,216206,NAGALAPURA,458,5,Ballari,KARNATAKA,05498,5498,Hosapete,604706,604706,Nagalapura,
3641,53,Raichur Rural,5896,RAICHUR,559,546,RAICHUR,219798,YADLAPUR,475,3,Raichur,KARNATAKA,05461,5461,Raichur,600736,600736,Yedlapur,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219906,AVINAHALLI,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607324,607324,Avinahalli,
3514,49,Bidar South,5791,BIDAR,558,529,BIDAR,216433,SIRSI (A),459,1,Bidar,KARNATAKA,05457,5457,Bidar,600222,600222,Kasimpur (Chitgoppa),
3520,27,Devar Hippargi,5797,SINDAGI,557,530,VIJAYAPURA,216656,KONDAGULI,460,28,Vijayapura,KARNATAKA,05451,5451,Sindgi,599428,599428,Nagaral Don,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218204,GANJIGERE,469,19,Hassan,KARNATAKA,05557,5557,Alur,616467,616467,Ramanahalli,
3522,26,Muddebihal,5796,MUDDEBIHAL,557,530,VIJAYAPURA,216605,DHAVALAGI,460,28,Vijayapura,KARNATAKA,05453,5453,Muddebihal,599585,599585,Dhavalagi,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218204,GANJIGERE,469,19,Hassan,KARNATAKA,05557,5557,Alur,616489,616489,Appagowdanahalli,
3506,96,Kudligi,5785,KUDLIGI,565,528,BALLARI,216244,SULADAHALLI,458,5,Ballari,KARNATAKA,05502,5502,Kudligi,000000,924403,AGRAHARA,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218284,RANGAPURA,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615756,615756,Rangapura Kaval,
3606,143,Chintamani,5808,TARIKERE,570,532,CHIKKAMAGALURU,216973,BEGUR,471,10,Kolar,KARNATAKA,05528,5528,Tarikere,609306,609306,Sriramapura,
3607,148,Kolar,5870,KOLAR,581,542,KOLAR,218945,MARJENAHALLI,471,10,Kolar,KARNATAKA,05591,5591,Kolar,622001,622001,Koothandahalli,
3617,59,Maski,5895,MANVI,559,546,RAICHUR,219746,HALAPUR,472,4,Koppal,KARNATAKA,05462,5462,Manvi,600913,600913,Jinnapur,
3520,27,Devar Hippargi,5796,MUDDEBIHAL,557,530,VIJAYAPURA,216599,B.SALAWADAGI,460,28,Vijayapura,KARNATAKA,05453,5453,Muddebihal,599713,599713,Bilebhavi,
3582,40,Chittapur,5839,CHITAPUR,579,538,KALABURAGI,217974,KAMRWADI,468,2,Kalaburagi,KARNATAKA,05585,5585,Chittapur,620683,620683,Kamarwadi,
3476,153,Yeshvanthapura,5762,BENGALURU SOUTH,572,525,BENGALURU URBAN,215377,CHOOLANAYAKANAHALLI,454,12,Bengaluru North,KARNATAKA,05543,5543,Bengaluru South,612969,612969,HOSAPALYAA,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218247,BAGESHPURA,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615776,615776,Jogenahalli,
3630,215,Chamundeshwari,5889,MYSURU,577,545,MYSURU,219553,NAGAWALA,474,16,Mysuru,KARNATAKA,05572,5572,Mysuru,618710,618710,Bommenahalli,
3607,148,Kolar,5870,KOLAR,581,542,KOLAR,218947,MUDUVATHI,471,10,Kolar,KARNATAKA,05591,5591,Kolar,621877,621877,Muduvathi,
3631,212,Hunsur,5887,HUNSUR,577,545,MYSURU,219479,GOVINDANAHALLI,474,16,Mysuru,KARNATAKA,05570,5570,Hunsur,618418,618418,AZAD NAGARA,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218281,NERLIGE,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615458,615458,Sompura,
3614,61,Kanakagiri,5875,GANGAVATHI,560,543,KOPPAL,219103,SULEKAL,472,4,Koppal,KARNATAKA,05466,5466,Gangawati,601591,601591,Tippanhal,
3523,31,Nagthan,5794,VIJAYAPURA,557,530,VIJAYAPURA,216550,TIDAGUNDI,460,28,Vijayapura,KARNATAKA,05449,5449,Vijayapura,599067,599067,Bommanalli,
3453,23,Badami,5753,BADAMI,556,524,BAGALKOTE,273087,HANAPUR-SP,452,27,Bagalkot,KARNATAKA,05446,5446,Badami,598677,598677,Murudi,
3621,211,Krishnarajanagara,5888,KRISHNARAJANAGARA,577,545,MYSURU,219511,HONNENAHALLY,473,14,Mandya,KARNATAKA,05571,5571,Krishnarajanagara,618521,618521,Gayanahalli,
3588,41,Sedam,5842,SEDAM,579,538,KALABURAGI,218071,KURKUNTA,468,2,Kalaburagi,KARNATAKA,05584,5584,Sedam,000000,910385,Kurkunta,
3654,135,Gubbi,5906,GUBBI,571,548,TUMAKURU,220128,BELAVATHA,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611882,611882,Ambarapura,
3476,153,Yeshvanthapura,5762,BENGALURU SOUTH,572,525,BENGALURU URBAN,215389,SULIKERE,454,12,Bengaluru North,KARNATAKA,05543,5543,Bengaluru South,613010,613010,Kenchanapura,
3565,109,Channagiri,5820,CHANNAGIRI,567,535,DAVANGERE,217455,SIDDANAMATHA,466,6,Davanagere,KARNATAKA,05514,5514,Channagiri,606951,606951,Kallenahalli,
3510,52,Aurad,5788,AURAD,558,529,BIDAR,216302,CHIKLI U,459,1,Bidar,KARNATAKA,05456,5456,Aurad,599970,599970,Mukhed,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218295,BICHODU,469,19,Hassan,KARNATAKA,05554,5554,Belur,615400,615400,Nidumanahalli,
3661,125,Chikkamagaluru,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216826,MOOGTHIHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609740,609740,Dambadahalli,
3594,127,Kadur,5803,KADUR,570,532,CHIKKAMAGALURU,216863,KALKERE,469,19,Hassan,KARNATAKA,05529,5529,Kadur,609398,609398,Gummanahalli,
3512,51,Bhalki,5790,BHALKI,558,529,BIDAR,216392,METHIMELKUNDA,459,1,Bidar,KARNATAKA,05455,5455,Bhalki,599874,599874,Methimelkunda,
3589,198,Arkalgud,5847,ARKALGUD,574,539,HASSAN,218237,MALLIPATNA,469,19,Hassan,KARNATAKA,05558,5558,Arkalgud,616520,616520,Bobbagalale,
3667,126,Tarikere,5808,TARIKERE,570,532,CHIKKAMAGALURU,216994,KORANAHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05528,5528,Tarikere,609214,609214,Rajanahalli,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218872,PERUMACHANA HALLI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624623,624623,Konganahalli,
3549,98,Challakere,5809,CHALLAKERE,566,533,CHITRADURGA,217041,P.MAHADEVAPURA,464,7,Chitradurga,KARNATAKA,05504,5504,Challakere,605421,605421,Kadegude,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,219012,RAJENDRAHALLI,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,623049,623049,Kirumani,
3556,136,Sira,5911,SIRA,571,548,TUMAKURU,220299,GOWDAGERE,464,7,Chitradurga,KARNATAKA,05533,5533,Sira,610343,610343,Badakanahalli,
3528,213,Heggadadevankote,5886,HEGGADADEVANKOTE,577,545,MYSURU,219436,ALANAHALLI,461,15,Chamarajanagar,KARNATAKA,05573,5573,Heggadadevankote,618908,618908,Halladamanuganahalli,
3631,212,Hunsur,5887,HUNSUR,577,545,MYSURU,219487,KATTEMALALAVADI,474,16,Mysuru,KARNATAKA,05570,5570,Hunsur,000000,927116,KATTEMLUVVADI,
3659,133,Tumakuru Rural,5913,TUMAKURU,571,548,TUMAKURU,220356,BELLAVI,477,8,Tumakuru,KARNATAKA,05537,5537,Tumakuru,611265,611265,Doddaveeranahalli,
3665,124,Mudigere,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216811,K.R.PETE (BIGGANAHALLIDAKALE),478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609882,609882,Kambihalli,
3540,150,Yelahanka,5761,BENGALURU NORTH,572,525,BENGALURU URBAN,215359,HUSKURU,462,9,Chikkballapur,KARNATAKA,05542,5542,Bengaluru North,612771,612771,Muniyanapalya,
3626,188,Melukote,5882,MANDYA,573,544,MANDYA,219356,SHIVALLI,473,14,Mandya,KARNATAKA,05550,5550,Mandya,614415,614415,Goravale,
3453,23,Badami,5753,BADAMI,556,524,BAGALKOTE,273091,MANGALAGUDDA,452,27,Bagalkot,KARNATAKA,05446,5446,Badami,598694,598694,Mangalagudda,
3635,210,Piriyapatna,5891,PIRIYAPATNA,577,545,MYSURU,219626,KITTUR,474,16,Mysuru,KARNATAKA,05569,5569,Piriyapatna,618161,618161,Melur,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,218999,GUMMAKAL,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,623116,623116,Kasuvuganahalli,
3469,152,Byatarayanapura,5761,BENGALURU NORTH,572,525,BENGALURU URBAN,215347,BANDIKODAGEHALLI,454,12,Bengaluru North,KARNATAKA,05542,5542,Bengaluru North,612923,612923,Gollahalli,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219920,KELADI,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,000000,925039,KELADIPURA,
3607,148,Kolar,5870,KOLAR,581,542,KOLAR,218947,MUDUVATHI,471,10,Kolar,KARNATAKA,05591,5591,Kolar,621873,621873,Konepura,
3592,196,Hassan,5851,HASSAN,574,539,HASSAN,218386,KANDALI,469,19,Hassan,KARNATAKA,05556,5556,Hassan,616034,616034,Devarayapatna,
3589,198,Arkalgud,5847,ARKALGUD,574,539,HASSAN,218243,VIJAPURA FOREST,469,19,Hassan,KARNATAKA,05558,5558,Arkalgud,616519,616519,Masarangala,
3608,146,Kolar gold field,5870,KOLAR,581,542,KOLAR,218806,KAMMASANDRA,471,10,Kolar,KARNATAKA,00000,7002,K G F,622747,622747,Byatarayanahalli,
3524,33,Sindgi,5797,SINDAGI,557,530,VIJAYAPURA,216659,MALAGHAN,460,28,Vijayapura,KARNATAKA,05451,5451,Sindgi,599324,599324,Asangihal,
3550,99,Chitradurga,5810,CHITRADURGA,566,533,CHITRADURGA,217070,IYYANAHALLI,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,605524,605524,Malenahalli,
3641,53,Raichur Rural,5896,RAICHUR,559,546,RAICHUR,219772,BICHALI,475,3,Raichur,KARNATAKA,05461,5461,Raichur,600866,600866,Yedlapur,
3661,125,Chikkamagaluru,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216825,MELINA HULUVATTHI,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609691,609691,Malagaru,
3516,48,Homnabad,5792,HUMNABAD,558,529,BIDAR,216439,CHANDANHALLI,459,1,Bidar,KARNATAKA,05458,5458,Homnabad,600265,600265,Othagi,
3641,53,Raichur Rural,5896,RAICHUR,559,546,RAICHUR,219790,MARCHATHAL,475,3,Raichur,KARNATAKA,05461,5461,Raichur,600829,600829,Garaldinni,
3537,139,Gauribidanur,5868,GAURIBIDANUR,582,630,CHIKKABALLAPURA,218908,NAGARAGERE,462,9,Chikkballapur,KARNATAKA,05595,5595,Gauribidanur,623282,623282,Mattavalahalli,
3476,153,Yeshvanthapura,5762,BENGALURU SOUTH,572,525,BENGALURU URBAN,215378,CHUNCHANAKUPPE,454,12,Bengaluru North,KARNATAKA,05543,5543,Bengaluru South,613005,613005,Seshagiripura,
3652,114,Tirthahalli,5899,HOSANAGARA,568,547,SHIVAMOGGA,219893,MELINABESIGE,476,21,Shivamogga,KARNATAKA,05518,5518,Hosanagara,607871,607871,L.Guddekoppa,
3589,198,Arkalgud,5847,ARKALGUD,574,539,HASSAN,218243,VIJAPURA FOREST,469,19,Hassan,KARNATAKA,05558,5558,Arkalgud,616566,616566,Thattekere,
3618,58,Sindhanur,5897,SINDHANUR,559,546,RAICHUR,219818,JAVALGERA,472,4,Koppal,KARNATAKA,05463,5463,Sindhnur,601159,601159,Kanakraddi Khadehola,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218289,YADAVANAHALLI,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615828,615828,Somenahalli,
3659,133,Tumakuru Rural,5913,TUMAKURU,571,548,TUMAKURU,220367,HETHANAHALLI,477,8,Tumakuru,KARNATAKA,05537,5537,Tumakuru,611557,611557,Kondapura,
3611,142,Sidlaghatta,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218859,KENCHARLAHALLI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,000000,925580,TUVAKALAHALLI,
3647,117,Sagar,5899,HOSANAGARA,568,547,SHIVAMOGGA,219886,JENI,476,21,Shivamogga,KARNATAKA,05518,5518,Hosanagara,607883,607883,Jeni,
3656,138,Madhugiri,5909,MADHUGIRI,571,548,TUMAKURU,220238,KAVANADALA,477,8,Tumakuru,KARNATAKA,05535,5535,Madhugiri,610792,610792,Kavanadala,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218208,KANATHUR,469,19,Hassan,KARNATAKA,05557,5557,Alur,616330,616330,Kallahalli,
3521,32,Indi,5795,INDI,557,530,VIJAYAPURA,216583,NADA. KD,460,28,Vijayapura,KARNATAKA,05450,5450,Indi,599272,599272,Naad[B.K.],
3594,127,Kadur,5803,KADUR,570,532,CHIKKAMAGALURU,216839,BALLIGANUR,469,19,Hassan,KARNATAKA,05529,5529,Kadur,609362,609362,B.Kodihalli,
3651,116,Sorab,5900,SAGAR,568,547,SHIVAMOGGA,219914,HERENELLURU,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607171,607171,Hirenellur,
3549,98,Challakere,5809,CHALLAKERE,566,533,CHITRADURGA,217018,CHOWLUR,464,7,Chitradurga,KARNATAKA,05504,5504,Challakere,605386,605386,Junjaragunte,
3639,55,Manvi,5895,MANVI,559,546,RAICHUR,219738,BALLATAGI,475,3,Raichur,KARNATAKA,05462,5462,Manvi,600961,600961,Ballatgi,
3514,49,Bidar South,5791,BIDAR,558,529,BIDAR,216412,CHATNALLI,459,1,Bidar,KARNATAKA,05457,5457,Bidar,600232,600232,Budhera,
3476,153,Yeshvanthapura,5761,BENGALURU NORTH,572,525,BENGALURU URBAN,215362,KODIGEHALLI,454,12,Bengaluru North,KARNATAKA,05542,5542,Bengaluru North,000000,924122,KANNALLI HOSAHALLI,
3552,102,Holalkere,5810,CHITRADURGA,566,533,CHITRADURGA,217073,KALAGERE,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,605427,605427,Kalgere,
3655,134,Koratagere,5909,MADHUGIRI,571,548,TUMAKURU,220239,KODAGADAALA,477,8,Tumakuru,KARNATAKA,05535,5535,Madhugiri,610985,610985,Kodagadala,
3621,211,Krishnarajanagara,5888,KRISHNARAJANAGARA,577,545,MYSURU,219512,HOSAAGRAHARA,473,14,Mandya,KARNATAKA,05571,5571,Krishnarajanagara,000000,927162,BOREGOWDANAKOPPALU,
3654,135,Gubbi,5906,GUBBI,571,548,TUMAKURU,220150,MUKANAHALLI PATANA,477,8,Tumakuru,KARNATAKA,05538,5538,Gubbi,611815,611815,Chowkenahalli,
3517,29,Babaleshwar,5794,VIJAYAPURA,557,530,VIJAYAPURA,216542,MAMADAPUR,460,28,Vijayapura,KARNATAKA,05449,5449,Vijayapura,599155,599155,Hanchinal(PM),
3550,99,Chitradurga,5810,CHITRADURGA,566,533,CHITRADURGA,217077,LAKSHMISAGARA,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,605532,605532,Vijapura,
3589,198,Arkalgud,5847,ARKALGUD,574,539,HASSAN,218221,CHIKKANAHALLI,469,19,Hassan,KARNATAKA,05558,5558,Arkalgud,616727,616727,Vodavana Hosahalli,
3607,148,Kolar,5870,KOLAR,581,542,KOLAR,218948,NARASAPURA,471,10,Kolar,KARNATAKA,05591,5591,Kolar,621819,621819,Kurki,
3644,38,Yadgir,5843,SHAHAPUR,580,635,YADGIR,218093,GULSARAM,475,3,Raichur,KARNATAKA,05588,5588,Shahpur,621152,621152,Birnal,
3605,147,Bangarapet,5865,BANGARAPET,581,542,KOLAR,218796,DONIMADAGU,471,10,Kolar,KARNATAKA,05593,5593,Bangarapet,622627,622627,Bathlur,
3590,194,Arsikere,5848,ARSIKERE,574,539,HASSAN,218270,KANAKATTE,469,19,Hassan,KARNATAKA,05555,5555,Arsikere,615621,615621,Dibbur,
3644,38,Yadgir,5845,YADGIR,580,635,YADGIR,218175,HALIGERA,475,3,Raichur,KARNATAKA,05589,5589,Yadgir,621301,621301,Maskehhalli,
3589,198,Arkalgud,5847,ARKALGUD,574,539,HASSAN,218228,HOLALAGODU,469,19,Hassan,KARNATAKA,05558,5558,Arkalgud,616539,616539,Abbur Machagowdanahalli,
3612,144,Srinivaspur,5874,SRINIVASPUR,581,542,KOLAR,219064,RAYALPAD,471,10,Kolar,KARNATAKA,05590,5590,Srinivaspur,621427,621427,Basavanapalli,
3645,112,Bhadravati,5898,BHADRAVATI,568,547,SHIVAMOGGA,219855,KALLAHALLI,476,21,Shivamogga,KARNATAKA,05521,5521,Bhadravati,000000,924997,SIRIYURUTANDA,
3532,219,Varuna,5890,NANJANGUD,577,545,MYSURU,219606,THANDAVAPURA,461,15,Chamarajanagar,KARNATAKA,05574,5574,Nanjangud,000000,927276,BANDAHALLIHUNDI(DA),
3587,35,Jevargi,5841,JEVARGI,579,538,KALABURAGI,218028,ALOOR,468,2,Kalaburagi,KARNATAKA,05586,5586,Jevargi,620813,620813,Jawalga,
3615,64,Koppal,5876,KOPPAL,560,543,KOPPAL,219141,OJANAHALLI,472,4,Koppal,KARNATAKA,05467,5467,Koppal,601752,601752,Yettinhatti,
3611,142,Sidlaghatta,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218879,YENIGADELE,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624330,624330,Ulibele,
3635,210,Piriyapatna,5891,PIRIYAPATNA,577,545,MYSURU,219625,KANAGALU,474,16,Mysuru,KARNATAKA,05569,5569,Piriyapatna,618093,618093,Kanagal,
3532,219,Varuna,5890,NANJANGUD,577,545,MYSURU,219601,RAMPURA,461,15,Chamarajanagar,KARNATAKA,05574,5574,Nanjangud,619184,619184,Bidaragoodu,
3589,198,Arkalgud,5847,ARKALGUD,574,539,HASSAN,218227,HEBBALE,469,19,Hassan,KARNATAKA,05558,5558,Arkalgud,616597,616597,Athini,
3630,215,Chamundeshwari,5889,MYSURU,577,545,MYSURU,219544,HINKAL,474,16,Mysuru,KARNATAKA,05572,5572,Mysuru,000000,910324,Hinkal,
3650,111,Shivamogga Rural,5902,SHIVAMOGGA,568,547,SHIVAMOGGA,220003,KUNCHENAHALLI,476,21,Shivamogga,KARNATAKA,05520,5520,Shivamogga,608419,608419,Kunchena Halli,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219925,MASURU,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607186,607186,Chikkanellur,
3589,198,Arkalgud,5847,ARKALGUD,574,539,HASSAN,218237,MALLIPATNA,469,19,Hassan,KARNATAKA,05558,5558,Arkalgud,616510,616510,Majjigepura,
3637,56,Devadurga,5893,DEVADURGA,559,546,RAICHUR,219690,KOTHADODDI,475,3,Raichur,KARNATAKA,05460,5460,Devadurga,600675,600675,Kachapur,
3511,47,Basavakalyan,5789,BASAVAKALYAN,558,529,BIDAR,216340,GADIGUNDGAON,459,1,Bidar,KARNATAKA,05454,5454,Basavakalyan,599723,599723,Machanal,
3623,187,Maddur,5880,MADDUR,573,544,MANDYA,219239,ALURU,473,14,Mandya,KARNATAKA,05551,5551,Maddur,614609,614609,Kabbare,
3611,142,Sidlaghatta,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218879,YENIGADELE,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624324,624324,Balareddihalli,
3612,144,Srinivaspur,5874,SRINIVASPUR,581,542,KOLAR,219065,RONUR,471,10,Kolar,KARNATAKA,05590,5590,Srinivaspur,621557,621557,Diguvapalli,
3661,125,Chikkamagaluru,5802,CHIKKAMAGALURU,570,532,CHIKKAMAGALURU,216826,MOOGTHIHALLI,478,18,Udupi Chikkamagaluru,KARNATAKA,05530,5530,Chikkamagaluru,609678,609678,Kesavinamane,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218316,MADAGHATTA,469,19,Hassan,KARNATAKA,05554,5554,Belur,615444,615444,Mallarahosahalli,
3652,114,Tirthahalli,5899,HOSANAGARA,568,547,SHIVAMOGGA,219899,SONALE,476,21,Shivamogga,KARNATAKA,05518,5518,Hosanagara,607976,607976,Billodi,
3537,139,Gauribidanur,5868,GAURIBIDANUR,582,630,CHIKKABALLAPURA,218880,ALAKAPURA,462,9,Chikkballapur,KARNATAKA,05595,5595,Gauribidanur,000000,925626,BAJERANGANAHALLY,
3504,89,Hagaribommanahalli,5783,HAGARIBOMMANAHALLI,565,528,BALLARI,216170,AMBALI,458,5,Ballari,KARNATAKA,05497,5497,Hagaribommanahalli,604696,604696,Kudithinamoggi,
3619,92,Siruguppa,5787,SIRUGUPPA,565,528,BALLARI,216282,KUDUDARAHAL,472,4,Koppal,KARNATAKA,05499,5499,Siruguppa,604796,604796,Kududarahal,
3549,98,Challakere,5809,CHALLAKERE,566,533,CHITRADURGA,217036,NANNIVALA,464,7,Chitradurga,KARNATAKA,05504,5504,Challakere,000000,927020,GADDADARAHATTY,
3610,145,Mulbagal,5872,MULBAGAL,581,542,KOLAR,219016,URUKUNTEMITTUR,471,10,Kolar,KARNATAKA,05594,5594,Mulbagal,622941,622941,Chiyandahalli,
3636,209,Virajpet,5861,MADIKERI,576,541,KODAGU,218677,KONANJAGERI  (PERANE),474,16,Mysuru,KARNATAKA,05566,5566,Madikeri,617855,617855,Konanjageri,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218213,MALLAPURA,469,19,Hassan,KARNATAKA,05557,5557,Alur,616250,616250,Bembaluru,
3607,148,Kolar,5870,KOLAR,581,542,KOLAR,218945,MARJENAHALLI,471,10,Kolar,KARNATAKA,05591,5591,Kolar,621997,621997,Yalavara,
3606,143,Chintamani,5871,MALUR,581,542,KOLAR,218975,KONDASETTIHALLI,471,10,Kolar,KARNATAKA,05592,5592,Malur,622397,622397,Gollahalli,
3606,143,Chintamani,5867,CHINTAMANI,582,630,CHIKKABALLAPURA,218855,KADADANAMARI,471,10,Kolar,KARNATAKA,05600,5600,Chintamani,624374,624374,Kadadalamari,
3537,139,Gauribidanur,5868,GAURIBIDANUR,582,630,CHIKKABALLAPURA,218901,KALLINAYAKANAHALLI,462,9,Chikkballapur,KARNATAKA,05595,5595,Gauribidanur,623382,623382,Mindenahalli,
3621,211,Krishnarajanagara,5888,KRISHNARAJANAGARA,577,545,MYSURU,219521,MAYIGOWDANAHALLY,473,14,Mandya,KARNATAKA,05571,5571,Krishnarajanagara,618607,618607,Kaggala,
3595,199,Sakleshpur,5853,SAKALESHPUR,574,539,HASSAN,218434,BAGE,469,19,Hassan,KARNATAKA,05553,5553,Sakleshpur,614954,614954,Bage,
3522,26,Muddebihal,5796,MUDDEBIHAL,557,530,VIJAYAPURA,216606,HADALAGERI,460,28,Vijayapura,KARNATAKA,05453,5453,Muddebihal,599620,599620,Hadalageri,
3552,102,Holalkere,5810,CHITRADURGA,566,533,CHITRADURGA,217069,ISSAMUDRA,464,7,Chitradurga,KARNATAKA,05505,5505,Chitradurga,605430,605430,Hosapete,
3630,215,Chamundeshwari,5889,MYSURU,577,545,MYSURU,219530,ANANDUR,474,16,Mysuru,KARNATAKA,05572,5572,Mysuru,618747,618747,Yadahalli,
3647,117,Sagar,5900,SAGAR,568,547,SHIVAMOGGA,219936,YADAJIGALEMANE,476,21,Shivamogga,KARNATAKA,05515,5515,Sagar,607154,607154,Baligere,
3630,215,Chamundeshwari,5889,MYSURU,577,545,MYSURU,219532,BIRIHUNDI,474,16,Mysuru,KARNATAKA,05572,5572,Mysuru,000000,927407,DASANAKOPPALUU,
3644,38,Yadgir,5845,YADGIR,580,635,YADGIR,218194,RAMSAMUDRA,475,3,Raichur,KARNATAKA,05589,5589,Yadgir,621255,621255,Ashinal,
3615,64,Koppal,5876,KOPPAL,560,543,KOPPAL,219125,HIRESINDHOGI,472,4,Koppal,KARNATAKA,05467,5467,Koppal,601717,601717,Hiresindogi,
3595,199,Sakleshpur,5846,ALUR,574,539,HASSAN,218209,KARAGODU,469,19,Hassan,KARNATAKA,05557,5557,Alur,616282,616282,Magadihalli,
3591,195,Belur,5849,BELUR,574,539,HASSAN,218307,HULUGUNDI,469,19,Hassan,KARNATAKA,05554,5554,Belur,615340,615340,Hiruguppe,
3647,117,Sagar,5899,HOSANAGARA,568,547,SHIVAMOGGA,219888,KENCHANALA,476,21,Shivamogga,KARNATAKA,05518,5518,Hosanagara,607948,607948,Kenchanala,
3643,36,Shorapur,5844,SHORAPUR,580,635,YADGIR,218134,HEMNUR,475,3,Raichur,KARNATAKA,05587,5587,Shorapur,621067,621067,Hemnoor,
